qbeam	Lateral Force (kN)
3.730526614	387.94
3.697345946	375.78
3.68469635	363.16
3.63345142	351.04
3.611589985	338.21
3.56537334	326.16
3.532936096	314.06
3.498980905	302.16
3.462717297	289.41
3.445758586	277.49
3.418070146	263.9
3.38811815	253.15
3.340654154	240.84
3.308230923	228.77
3.287641113	216.49
3.235488392	204.63
3.234430792	193.02
3.163859175	180.72
3.155557619	168.96
3.121289234	157.17
3.080524162	145.18
3.058997797	133.76
3.006430612	121.75
2.97761148	110.5
2.961132424	98.57
2.920851897	86.95
2.900390972	75.49
2.863309126	64.18
2.839126697	53.25
2.795530235	41.73
2.77578373	30.29
2.733851317	19.03
2.704074096	7.83
2.662337404	-2.61
2.637016075	-13.49
2.604336602	-24.19
2.567715894	-34.88
2.539269539	-45
2.509207715	-55.7
2.47522914	-66.09
2.445821398	-76.39
2.409046385	-86.58
2.37443565	-96.6
2.342137968	-106.59
2.315894811	-116.47
2.278873689	-126.39
2.249897677	-136.07
2.206385924	-145.61
2.168789391	-154.96
2.135310168	-164.28
2.113472987	-173.38
2.066704556	-182.57
2.04502632	-191.29
2.005436814	-200.19
1.967722	-208.64
1.934068183	-217.01
1.894347501	-225.37
1.865077001	-233.71
1.833219995	-241.82
1.79578967	-250.02
1.756325114	-257.6
1.724934988	-265.28
1.699182657	-272.76
1.656393131	-280.33
1.621609297	-287.6
1.584402967	-294.74
1.550072384	-301.86
1.50927848	-308.65
1.484837751	-315.47
1.444539921	-322.37
1.411924552	-329.01
1.368462248	-335.56
1.330948862	-341.99
1.302744959	-348.16
1.25536551	-354.19
1.226805706	-360.04
1.192748269	-365.99
1.159988465	-371.97
1.116415236	-377.59
1.080588284	-382.91
1.051751822	-387.63
1.010174214	-393.78
0.967782189	-399.14
0.932560826	-404.3
0.890450516	-409.58
0.864231973	-414.6
0.819416108	-419.79
0.78468629	-424.33
0.741706909	-429.28
0.705270278	-433.88
0.668029715	-438.28
0.632133376	-442.9
0.59526929	-447.23
0.563341436	-451.82
0.514288948	-455.93
0.481771183	-460.18
0.442888232	-464
0.408835058	-468.3
0.371293662	-472.3
0.332634274	-475.88
0.284621859	-479.95
0.254954869	-483.73
0.211465608	-487.18
0.171427475	-490.94
0.134424423	-494.6
0.096127373	-497.93
0.058349249	-501.59
0.014924738	-504.53
-0.016729808	-508.31
-0.056880071	-511.28
-0.093524731	-514.38
-0.13314398	-517.5
-0.173828085	-520.87
-0.213066605	-523.92
-0.252495186	-527
-0.292820141	-529.79
-0.331449646	-533.12
-0.367805208	-535.96
-0.412327146	-538.81
-0.445491873	-541.43
-0.489770777	-544.41
-0.527008808	-547.08
-0.565770427	-549.62
-0.60863525	-552.35
-0.641399579	-555.08
-0.686696443	-557.63
-0.728257393	-560.23
-0.766149564	-562.54
-0.807779703	-565.33
-0.845783735	-567.56
-0.88821042	-570.07
-0.923363535	-572.35
-0.96626517	-574.9
-0.998788964	-575.84
-1.047609023	-579.25
-1.085703589	-581.43
-1.123823966	-583.4
-1.164082094	-585.72
-1.207282062	-587.81
-1.246240696	-589.66
-1.286697768	-591.62
-1.322231901	-593.64
-1.360003076	-595.64
-1.405976651	-597.56
-1.43883616	-599.51
-1.481490914	-601.27
-1.529540515	-603.51
-1.565170504	-605.32
-1.597845553	-607.41
-1.632169521	-608.95
-1.675338026	-610.94
-1.728208405	-612.52
-1.762426951	-614.2
-1.805288655	-615.91
-1.840129114	-617.57
-1.883142418	-619.16
-1.926496314	-621.1
-1.973205101	-622.82
-1.999808267	-624.24
-2.049047258	-625.9
-2.092408784	-627.27
-2.125713821	-628.94
-2.166415827	-630.6
-2.206016949	-631.77
-2.250237081	-633.31
-2.280251882	-634.56
-2.326022791	-635.9
-2.370382801	-637.29
-2.414947793	-638.74
-2.449537555	-639.94
-2.485897629	-641.26
-2.526903851	-642.81
-2.570525029	-644.15
-2.621239003	-645.64
-2.645314157	-646.7
-2.692803669	-648.11
-2.727044576	-647.73
-2.772818538	-650.47
-2.816362561	-651.9
-2.851369341	-652.91
-2.897607554	-654.17
-2.936819458	-655.24
-2.983180035	-656.6
-3.01918629	-657.73
-3.06025467	-658.84
-3.09579689	-659.88
-3.138765054	-660.9
-3.177795079	-662.08
-3.219897496	-663.24
-3.254639062	-664.07
-3.299016344	-665.05
-3.344077597	-666.38
-3.380514054	-666.95
-3.419376447	-668.17
-3.464011249	-669.36
-3.50201835	-670.25
-3.547119656	-670.97
-3.58332904	-671.86
-3.624534365	-672.64
-3.664641851	-673.37
-3.701929044	-673.94
-3.741545757	-674.96
-3.783905222	-675.75
-3.812676003	-676.66
-3.858796326	-677.2
-3.895987989	-678.26
-3.938132073	-678.86
-3.978522652	-679.7
-4.022776877	-680.37
-4.02292377	-680.94
-4.090680675	-681.73
-4.142197984	-682.5
-4.177359709	-683.05
-4.20824007	-683.9
-4.249302689	-684.6
-4.301569559	-685.52
-4.337597279	-686.06
-4.366680715	-686.9
-4.411958348	-687.26
-4.395575768	-634.23
-4.366454069	-619.85
-4.329635598	-606.04
-4.298841816	-592.21
-4.261515561	-578.95
-4.234501226	-565.6
-4.197662382	-552.45
-4.163187576	-538.98
-4.130748248	-525.9
-4.094199479	-512.61
-4.067406544	-499.63
-4.034080159	-486.37
-4.004092158	-473.37
-3.973827906	-460.07
-3.943482867	-447.19
-3.911515864	-434.39
-3.879654238	-421.29
-3.844400048	-408.33
-3.813778863	-395.51
-3.784716725	-382.53
-3.753638555	-369.6
-3.721043632	-356.76
-3.692320573	-344.01
-3.664412145	-331.22
-3.628309459	-318.34
-3.596986564	-305.6
-3.564258247	-292.41
-3.534847951	-279.68
-3.503335922	-267.09
-3.472158434	-254.34
-3.441970773	-241.86
-3.412724794	-229.07
-3.379822216	-216.64
-3.340440124	-203.45
-3.316562754	-191.37
-3.284040756	-178.85
-3.251697449	-166.44
-3.217888686	-153.8
-3.187055963	-141.55
-3.157616213	-128.93
-3.125264591	-116.99
-3.096228823	-104.71
-3.061673977	-92.77
-3.0223845	-80.54
-3.000559168	-68.83
-2.957574877	-56.03
-2.934395794	-45.9
-2.902852503	-34.31
-2.869427802	-22.75
-2.830736823	-11.62
-2.802038862	-0.77
-2.772070002	10.36
-2.741528831	20.98
-2.709022188	32.94
-2.680489975	43.95
-2.63472213	54.82
-2.612947483	65.9
-2.564910682	76.39
-2.541701084	87
-2.496846932	97.34
-2.462196364	107.3
-2.457496476	117.35
-2.416300342	128.08
-2.384748763	138.03
-2.358739889	148.14
-2.31365059	157.76
-2.283453717	167.38
-2.249185477	177.03
-2.210223045	186.53
-2.184424146	195.66
-2.159572743	204.79
-2.118225272	213.84
-2.080799356	222.82
-2.042888551	231.65
-2.022299309	240.16
-1.985487272	248.48
-1.94885758	256.84
-1.924630322	265.11
-1.869680408	273.33
-1.858959134	281.35
-1.81608585	289.08
-1.765917481	296.87
-1.737203498	304.39
-1.70997014	311.91
-1.681921459	318.96
-1.635690217	326.27
-1.595767506	333.44
-1.563873748	340.36
-1.520678396	347.41
-1.486868471	353.98
-1.456118753	360.53
-1.430369535	367.02
-1.357995157	373.39
-1.35525976	379.71
-1.311620711	385.9
-1.259241229	391.87
-1.201031105	397.8
-1.198008351	403.75
-1.164932079	409.28
-1.13502553	414.88
-1.093626129	420.33
-1.024234849	426.04
-1.009329917	431.21
-0.965083528	436.34
-0.926017823	441.3
-0.895834438	446.17
-0.84886752	450.31
-0.815660418	455.98
-0.771105624	461.05
-0.73733648	465.42
-0.720982294	469.91
-0.682100821	474.24
-0.634683395	478.61
-0.597150757	482.99
-0.56254308	487.28
-0.518425649	491.57
-0.468594672	495.36
-0.446254553	499.56
-0.403564438	503.67
-0.367088872	507.57
-0.315411851	511.12
-0.287275206	514.99
-0.232344455	518.78
-0.204239525	522.38
-0.171343355	525.76
-0.135083766	529.41
-0.079553379	532.68
-0.056768033	536.3
-0.026043267	539.5
0.029786873	542.4
0.086552528	546.05
0.112852586	549.2
0.131986608	552.3
0.177392769	555.32
0.241725779	558.42
0.281104036	561.38
0.299994563	563.97
0.343762634	566.88
0.375865246	569.83
0.409392061	572.3
0.454895674	575.11
0.509073853	577.56
0.545716794	580.26
0.57997605	582.54
0.61373299	585.23
0.661379275	587.6
0.706198695	584.21
0.752471153	590.98
0.794101808	594.78
0.824842864	597.5
0.870483049	599.49
0.923874791	601.97
0.937125436	604.06
0.979458239	606.31
1.011456113	608.29
1.04933965	610.36
1.122053575	612.54
1.145230049	614.68
1.176058592	616.63
1.204938692	618.37
1.276494934	618.89
1.313901045	622.03
1.33952713	624.15
1.37510888	625.78
1.410649643	627.9
1.462305134	629.8
1.503181584	631.54
1.555041414	633.47
1.57886405	635.17
1.622766178	636.88
1.659917783	638.66
1.716225789	640.53
1.745615118	642.04
1.781467765	643.66
1.820123045	644.96
1.872365662	646.67
1.916536552	648.11
1.946274313	649.78
1.963485475	651.5
2.036475163	652.7
2.076792801	654.03
2.100435546	655.46
2.149480063	656.9
2.18638697	658.32
2.223546482	659.56
2.265519152	660.8
2.30297376	662.19
2.350253481	663.6
2.391004547	664.81
2.450711304	662.22
2.469192713	666.44
2.514298071	668.52
2.606490292	669.85
2.583831025	671.2
2.660459357	672.41
2.67672378	673.72
2.707446752	674.87
2.779693452	676.09
2.812798447	677.36
2.859172259	678.84
2.856379797	679.98
2.911704283	681.19
2.970241781	682.29
3.007087879	683.71
3.03396998	684.8
3.103335563	685.97
3.138511822	686.61
3.156753442	687.5
3.222842679	688.5
3.253546297	689.7
3.267483373	690.5
3.368646858	691.7
3.388809795	692.8
3.420362662	693.6
3.456365195	694.8
3.503938656	695.7
3.536763594	696.7
3.578443157	697.5
3.62185074	698.2
3.647557696	699.3
3.687594932	700.1
3.726112956	700.7
3.765577037	701.8
3.830788897	702.5
3.84022557	703.6
3.89949194	704.2
3.925570091	705.1
3.980439154	705.9
4.017217865	706.6
4.072520066	707.2
4.092732468	708.1
4.1395427	708.5
4.198875465	709.5
4.235684666	710
4.256365014	711.1
4.322535583	711.5
4.345951954	712.5
4.386623702	712.8
4.423072847	714
4.465031237	714.3
4.449091098	678.94
4.412130106	665.03
4.393464408	651.89
4.352000131	638.65
4.302703675	625.84
4.271632619	612.73
4.246818818	600.15
4.199691858	586.88
4.181296582	574.57
4.15208395	561.35
4.098205714	548.58
4.067648895	535.85
4.015820214	523.02
3.988265931	510.52
3.971302465	497.71
3.940038938	485.16
3.896992083	472.62
3.865729695	460.19
3.820213826	447.75
3.789985061	435.48
3.743443628	423.26
3.701706069	410.29
3.704096947	398.24
3.661106601	385.66
3.636376262	373.31
3.594275698	360.63
3.570589143	348.65
3.51008785	336.17
3.458885337	324.11
3.455208841	311.8
3.422525403	300.25
3.38486153	288.07
3.356605473	275.43
3.316751205	263.87
3.288931282	251.67
3.260585462	239.48
3.229699799	227.54
3.196054052	215.71
3.174909424	203.85
3.13372076	192.19
3.112054777	180.01
3.058824979	168.44
3.07712563	156.77
3.000956331	144.77
2.957697972	132.76
2.936108532	121.46
2.918358035	110.02
2.903389296	98.32
2.850860404	86.97
2.832751486	75.78
2.774336596	64.31
2.754554544	53.02
2.713476508	42.01
2.692389189	30.71
2.651379845	19.25
2.617346626	8.55
2.584164585	-2.41
2.559975763	-13.07
2.525796908	-23.36
2.493364913	-34.01
2.457500809	-44.32
2.42623409	-54.59
2.39560408	-64.79
2.357535951	-75.2
2.327246593	-85.36
2.290506905	-95.27
2.268086227	-105.08
2.230107123	-114.8
2.187884519	-124.55
2.169585122	-134.09
2.132297772	-143.54
2.095129106	-152.87
2.077370366	-162.19
2.02128057	-171.31
1.989294652	-180.15
1.955330248	-188.66
1.930163231	-197.52
1.882376652	-205.78
1.851211997	-214.41
1.818161666	-222.63
1.772988766	-230.57
1.742713962	-238.77
1.711057233	-246.77
1.681996065	-254.35
1.640805065	-261.96
1.603167871	-269.62
1.57244243	-276.91
1.540882094	-284.13
1.505187054	-291.3
1.4697419	-298.4
1.434137259	-305.3
1.394566294	-311.89
1.361428682	-318.64
1.326102013	-325.21
1.288589383	-331.76
1.252203666	-338.35
1.212243598	-344.4
1.182010368	-350.44
1.143398875	-356.39
1.106915395	-362.38
1.0688261	-367.89
1.036006645	-373.47
1.009733723	-379.24
0.96481969	-384.56
0.934826512	-390
0.884312652	-395.25
0.850558593	-400.5
0.814259482	-406.01
0.778295634	-410.6
0.739961795	-415.62
0.703495592	-420.47
0.667593243	-425.46
0.628490098	-429.84
0.593404719	-434.35
0.550191243	-439.1
0.519347252	-443.38
0.476497713	-447.51
0.439421527	-452.11
0.398215361	-456.26
0.363369383	-460.43
0.324180366	-464.23
0.285204281	-468.53
0.253811489	-472.51
0.20887792	-476.14
0.172645892	-479.71
0.135941882	-483.69
0.094220055	-486.98
0.059037108	-490.95
0.018836853	-494.16
-0.021600074	-497.51
-0.057694525	-500.92
-0.099545492	-504.26
-0.139498206	-507.43
-0.170138322	-511.23
-0.214328691	-513.93
-0.252669636	-517.3
-0.293089918	-520.34
-0.330625927	-523.27
-0.371075731	-526.51
-0.406852993	-528.99
-0.447370172	-532.14
-0.481232716	-535.07
-0.524859857	-537.71
-0.564766522	-540.55
-0.604983122	-543.4
-0.648628532	-545.83
-0.683742047	-548.63
-0.723519668	-551.23
-0.760955773	-553.64
-0.800744441	-556.37
-0.837848504	-558.87
-0.886165294	-561.01
-0.916431796	-563.65
-0.958910439	-566.01
-0.997159396	-568.27
-1.039486204	-570.34
-1.07836686	-572.84
-1.113696529	-574.78
-1.154347935	-576.92
-1.195637438	-579.32
-1.237938578	-581.16
-1.269321462	-583.61
-1.315114118	-585.44
-1.356640343	-587.53
-1.39885232	-589.52
-1.428561898	-591.45
-1.469214859	-593.45
-1.511589559	-595.64
-1.549847992	-597.39
-1.585091459	-599.56
-1.628496737	-601.23
-1.67086169	-603
-1.716304331	-604.74
-1.754848471	-606.58
-1.80329126	-608.19
-1.828897437	-610.08
-1.869501378	-611.71
-1.915193231	-613.91
-1.95717867	-615.2
-1.99875631	-616.92
-2.035193752	-618.4
-2.074953929	-620.07
-2.118509915	-621.64
-2.143963127	-623.37
-2.18484617	-625.04
-2.219305798	-626.53
-2.267063653	-627.66
-2.317980038	-629.21
-2.355691024	-630.71
-2.397514709	-632.33
-2.432069283	-633.71
-2.472685764	-635.2
-2.510510428	-636.65
-2.5521497	-638.05
-2.591972568	-639.01
-2.62873434	-640.38
-2.674390229	-641.76
-2.714075854	-643.15
-2.755473655	-644.32
-2.798585448	-646.05
-2.837300216	-647.14
-2.884733905	-648.63
-2.910722703	-649.7
-2.954015064	-650.9
-3.001693616	-652.46
-3.04441983	-653.75
-3.075749933	-654.51
-3.11456534	-655.99
-3.161009279	-657.27
-3.204615335	-658.37
-3.236627841	-659.5
-3.28413647	-660.91
-3.324132209	-662.13
-3.359376228	-663.34
-3.403576273	-664.43
-3.451621788	-665.58
-3.480150418	-666.8
-3.530154661	-667.58
-3.562050732	-668.47
-3.602529562	-669.64
-3.648654449	-670.39
-3.689914089	-671.34
-3.723794403	-672.48
-3.767427366	-673.71
-3.811439119	-674.35
-3.850896454	-675.65
-3.890829696	-676.41
-3.93250308	-677.44
-3.966323394	-678.62
-4.015159833	-679.31
-4.049508783	-680.4
-4.086958279	-681.17
-4.135787765	-682.12
-4.178657079	-682.92
-4.204307285	-684.08
-4.25188178	-685.1
-4.293048664	-685.95
-4.335459318	-686.71
-4.369159077	-687.62
-4.412463017	-688.53
-4.377920812	-652.58
-4.361808383	-638.08
-4.319166278	-624.16
-4.289176855	-610.64
-4.257451383	-596.9
-4.222311081	-583.84
-4.188779159	-570.36
-4.159535397	-556.92
-4.118282486	-543.99
-4.095360227	-530.98
-4.053341378	-517.52
-4.02774678	-504.44
-3.990765839	-491.68
-3.961020658	-478.32
-3.925356282	-464.91
-3.899100112	-452.36
-3.871193802	-439.13
-3.836474079	-425.9
-3.804066369	-413.36
-3.771234409	-400.51
-3.741826985	-387.3
-3.707712544	-374.99
-3.672032765	-361.92
-3.64319479	-349.13
-3.614386252	-336.56
-3.585054171	-323.93
-3.556643975	-310.85
-3.52311865	-297.97
-3.493266664	-285.53
-3.457166172	-272.77
-3.431650572	-260.01
-3.394914462	-247.54
-3.358742354	-235.01
-3.332501547	-222.24
-3.301077191	-210.03
-3.260140262	-197.23
-3.244664283	-184.73
-3.205410778	-172.11
-3.178778284	-159.91
-3.148042448	-147.37
-3.113848949	-135.21
-3.08930523	-122.94
-3.050251499	-110.9
-3.013394222	-98.38
-2.98616205	-86.4
-2.957673355	-74.5
-2.927010068	-62.88
-2.892896324	-51.2
-2.856936023	-39.79
-2.82794833	-28.65
-2.800237561	-16.99
-2.765633139	-6.29
-2.732608433	5.06
-2.704016468	15.8
-2.669379514	26.9
-2.635820748	38.38
-2.610337873	49.37
-2.571219975	60.22
-2.513124559	70.76
-2.50688452	81.46
-2.451870763	91.86
-2.418161206	102.05
-2.408918327	111.96
-2.3720157	122.11
-2.338081284	132.43
-2.310129974	142.34
-2.28207913	152.53
-2.247478612	162.23
-2.203326382	171.83
-2.1776822	181.31
-2.140317542	190.4
-2.116557014	199.38
-2.074169825	208.66
-2.040485583	217.56
-2.006863102	226.45
-1.966908146	234.83
-1.941091268	243.62
-1.895447458	252.05
-1.866001924	260.3
-1.833494499	268.16
-1.796298355	276.61
-1.773326127	284.16
-1.734990329	292.06
-1.698410221	299.87
-1.664325058	307.45
-1.632640288	314.37
-1.576107933	321.98
-1.555270598	328.68
-1.507609778	335.93
-1.474915542	342.93
-1.43572773	349.73
-1.417896807	356.22
-1.376287509	363.04
-1.339947336	369.35
-1.294846831	375.68
-1.256603734	381.94
-1.223896112	388.05
-1.177742054	393.92
-1.149153463	399.93
-1.118875165	405.67
-1.083712957	411.1
-1.01046256	416.8
-1.007809525	422.34
-0.971556938	427.47
-0.920594007	432.76
-0.885195014	438.04
-0.849978815	443.19
-0.776322449	448.11
-0.784035991	452.91
-0.719610143	457.52
-0.688752898	462.34
-0.669353814	466.65
-0.627861966	471.69
-0.589753394	475.72
-0.536241395	480.11
-0.514451045	484.53
-0.482946874	488.78
-0.428476912	493.04
-0.398763314	497.16
-0.367383888	501.22
-0.316565486	504.96
-0.284271851	508.89
-0.248870765	512.85
-0.204954306	516.37
-0.169582709	519.96
-0.148155778	523.89
-0.087944736	527
-0.055685405	530.95
0.00531908	533.99
0.032714904	537.68
0.067621094	540.77
0.113990243	544.1
0.151090205	547.06
0.190673904	550.08
0.225540322	552.87
0.283675327	556.18
0.312885892	559.02
0.367863325	561.99
0.373271864	564.64
0.427190205	567.44
0.470201662	570.35
0.521725833	572.89
0.544433734	575.71
0.589700386	578.04
0.624177782	580.59
0.673539314	583.29
0.703030185	585.92
0.732186299	588.31
0.788846422	590.68
0.801742345	593.46
0.841075852	595.58
0.932669648	598.02
0.942256079	600.33
0.976600333	602.39
1.006335378	604.4
1.04538777	606.63
1.087160491	609.01
1.148050068	611.19
1.185940498	612.93
1.233089536	615.32
1.250858358	617.11
1.291244732	619.24
1.348111671	621
1.386077179	622.84
1.418217111	624.79
1.468948441	626.82
1.500521553	628.45
1.52763709	630.44
1.565775115	632.23
1.627448457	633.94
1.656173874	635.69
1.69387216	637.48
1.733673018	639.13
1.78764159	641.11
1.83331145	642.31
1.849335661	644.3
1.887757702	645.74
1.967168867	647.37
1.982295421	648.95
2.015198315	649.95
2.06780149	651.77
2.111616285	653.18
2.162859522	654.45
2.186792658	656.32
2.230745049	657.49
2.278089671	658.89
2.308158595	659.98
2.380521548	661.24
2.393917766	662.61
2.421848104	663.9
2.460617696	664.88
2.511248061	666.38
2.546621606	667.76
2.601522732	669.1
2.614476954	670.49
2.673214015	671.76
2.704844743	672.86
2.748600919	674.02
2.805824995	675.25
2.833393856	676.38
2.896696069	677.72
2.913138914	679.19
2.950128258	680.03
2.998363138	681.41
3.069873422	682.45
3.08061407	683.85
3.127429571	684.62
3.172608165	685.7
3.219891615	686.7
3.248315928	688.03
3.279175021	689.1
3.31541182	690.5
3.368831135	691.5
3.409911353	692.6
3.444218515	693.4
3.501616908	692.3
3.527997626	695.7
3.566039609	696.5
3.626004828	697.9
3.643413054	698.7
3.686379656	699.5
3.730787162	700.2
3.779778641	701.2
3.819412253	702.2
3.852938659	703.1
3.888524562	704.1
3.94514915	704.8
3.976590787	705.7
4.01326343	706.6
4.062219221	707.2
4.099959327	708.4
4.138231726	709
4.178033668	709.9
4.239096904	710.6
4.256195027	711.5
4.312263081	712.2
4.334468908	713.3
4.416103097	713.8
4.418101764	714.6
4.464734537	715.5
4.500926886	716.2
4.55886289	716.4
4.594086491	717
4.624948197	717.5
4.665181091	718.4
4.706934797	718.6
4.761321352	719.9
4.787379301	720.2
4.832550081	720.7
4.868403608	721.2
4.925705232	721.8
4.952648129	722.4
5.002451393	722.9
5.033234848	723.4
5.079996299	724.3
5.11365982	725
5.157053633	725.5
5.199887431	726.1
5.233717413	726.6
5.283815021	727.1
5.305919407	727.7
5.353501376	728.3
5.387818375	728.9
5.446905951	729.5
5.409454037	675.62
5.380411111	662.3
5.346902696	648.99
5.310833773	635.87
5.273470505	623.07
5.265649242	609.87
5.225543522	597.18
5.192847922	584.21
5.155275834	571.9
5.098027096	559.09
5.073107869	546.33
5.040466736	534.08
5.018251026	521.11
4.985218323	508.4
4.957982332	496.08
4.901705778	483.67
4.857236794	471
4.833622567	458.71
4.803421311	446.17
4.768841704	433.86
4.735324281	421.49
4.716665073	409.1
4.66439176	396.75
4.631878004	384.52
4.601416697	372.29
4.541760825	360.09
4.531235674	348.09
4.49841866	335.5
4.468262593	323.65
4.420056155	311.66
4.371756998	299.7
4.342371001	287.5
4.319039803	275.33
4.282534002	263.24
4.258249835	251.58
4.219869251	239.41
4.193460249	227.59
4.184250083	215.88
4.135245955	204.16
4.108537944	192.38
4.068982639	180.47
4.027548989	168.87
4.009167271	157.24
3.95580367	146.04
3.947240499	134.26
3.89149597	122.9
3.881367195	111.73
3.843142783	100.37
3.803442037	89.11
3.784015569	77.56
3.758377391	67
3.710214097	55.76
3.692048839	44.83
3.63869213	33.19
3.611910076	22.4
3.584939087	11.2
3.549902912	0.88
3.528656717	-9.56
3.499393325	-19.66
3.459382065	-29.95
3.419653142	-40.44
3.381987482	-50.27
3.357352429	-60.52
3.328084073	-70.03
3.293993599	-79.98
3.253345825	-89.67
3.223244133	-99.56
3.183115441	-108.99
3.15694762	-118.38
3.122126672	-127.74
3.089870865	-137.24
3.066042863	-146.15
3.027017185	-155.13
2.993110961	-164.05
2.958255654	-172.69
2.929279576	-181.38
2.88998642	-189.83
2.8495199	-197.93
2.819048044	-206.1
2.787141276	-214.25
2.747182929	-222.26
2.708297251	-229.97
2.693188553	-237.65
2.657504768	-245.12
2.6103626	-252.66
2.572256837	-259.84
2.532654711	-267.47
2.50188656	-274.15
2.464094943	-281.5
2.427400506	-287.9
2.398667062	-294.64
2.360085112	-301.27
2.329517563	-308.07
2.290870384	-314.35
2.253224502	-320.42
2.217350512	-326.6
2.184764536	-332.91
2.140811418	-338.96
2.10353695	-344.63
2.073350372	-350.26
2.032574384	-356
2.004409489	-361.08
1.965389316	-366.8
1.924729127	-372.19
1.892720026	-377.42
1.853085807	-382.35
1.812905858	-387.46
1.774301514	-392.59
1.741199277	-397.42
1.7025529	-402.18
1.667999833	-406.83
1.634839229	-411.32
1.596181053	-416.14
1.550640841	-420.6
1.525292418	-425.01
1.483272506	-429
1.445405583	-433.24
1.408559672	-437.44
1.378020239	-441.57
1.33305777	-445.58
1.301025095	-449.49
1.259707711	-453.35
1.218555106	-456.9
1.17706521	-460.9
1.148825167	-464.46
1.099041319	-467.9
1.064259232	-471.46
1.025540033	-475.02
0.98783136	-478.43
0.946009152	-481.65
0.912450816	-485.18
0.871251168	-488.88
0.829786393	-491.61
0.798921599	-494.82
0.759802075	-498.02
0.71458038	-501.09
0.684122588	-504.17
0.637645404	-507.32
0.603052964	-510.21
0.564078582	-512.92
0.527089225	-515.86
0.491236042	-518.86
0.451790762	-521.6
0.41419526	-524.2
0.376047828	-526.88
0.336579497	-529.46
0.292186865	-532.17
0.252134676	-534.71
0.214326704	-537.01
0.171801821	-539.74
0.133281473	-542.2
0.093388766	-544.37
0.049508491	-546.55
0.021863656	-549.18
-0.0211852	-551.27
-0.060180277	-553.51
-0.098419261	-555.7
-0.137477203	-557.9
-0.176678959	-560.23
-0.221462765	-562.59
-0.261059962	-564.62
-0.299304877	-566.7
-0.339226594	-568.7
-0.379864237	-570.75
-0.41988199	-572.8
-0.455983933	-574.83
-0.490978505	-576.88
-0.533376752	-578.65
-0.577887425	-580.52
-0.613370817	-582.6
-0.656137661	-584.43
-0.691825188	-586.24
-0.736784936	-587.64
-0.773520878	-589.87
-0.814044135	-591.63
-0.850348148	-593.52
-0.892908115	-595.52
-0.937810238	-596.99
-0.976391823	-598.58
-1.013429651	-600.09
-1.053622244	-601.69
-1.103005151	-603.48
-1.137353036	-604.76
-1.178024748	-606.6
-1.216995701	-608.14
-1.256886009	-609.78
-1.294226902	-611.35
-1.333810143	-612.94
-1.376081566	-614.61
-1.412190585	-616.21
-1.458607226	-617.64
-1.498772238	-619.17
-1.538194951	-620.54
-1.575843656	-621.88
-1.616060683	-623.03
-1.651402332	-624.54
-1.690639833	-626.06
-1.729439544	-627.32
-1.770486944	-628.64
-1.808838024	-629.82
-1.84684115	-631.02
-1.893215968	-632.99
-1.930954605	-633.82
-1.973675553	-635.21
-2.008070775	-636.7
-2.053604761	-637.81
-2.097724911	-639.08
-2.13044347	-640.39
-2.184715652	-641.61
-2.217784192	-642.96
-2.268538832	-643.88
-2.293218581	-644.98
-2.338046659	-646.1
-2.377958335	-647.33
-2.414990333	-648.46
-2.464446176	-649.81
-2.500260821	-650.8
-2.541970041	-651.95
-2.583609303	-652.96
-2.624077208	-654.27
-2.672783694	-655.24
-2.698357941	-656.4
-2.746592398	-657.6
-2.786872975	-658.74
-2.82216537	-659.57
-2.871292536	-660.59
-2.902235408	-661.64
-2.949617056	-662.69
-2.990059422	-663.83
-3.026295104	-664.76
-3.065936406	-665.93
-3.111494143	-666.76
-3.149172432	-668.06
-3.195473725	-669.16
-3.230464884	-670.03
-3.2700427	-670.84
-3.307556744	-671.93
-3.354899322	-672.8
-3.392563901	-674.05
-3.43083312	-675.24
-3.471790685	-675.73
-3.51233797	-676.77
-3.551863554	-677.7
-3.595300426	-678.67
-3.635339254	-679.66
-3.672433164	-680.36
-3.718091328	-681.42
-3.753184582	-682.03
-3.800349171	-683.22
-3.833922117	-683.86
-3.882861995	-685.01
-3.919529068	-685.89
-3.956250268	-686.79
-3.996865171	-687.22
-4.038854935	-688.41
-4.075926437	-688.74
-4.116930561	-689.85
-4.156766619	-690.76
-4.196557365	-691.69
-4.236674217	-692.26
-4.275764146	-693.14
-4.312201724	-693.68
-4.359085113	-694.71
-4.393658124	-695.51
-4.432779767	-696.1
-4.465944021	-696.43
-4.516675542	-697.18
-4.551052168	-697.57
-4.592879157	-698.28
-4.635329489	-699.28
-4.661194282	-700.01
-4.707890271	-700.52
-4.745439099	-701.36
-4.791074756	-701.72
-4.820632366	-702.64
-4.85820859	-703.52
-4.901191195	-704.11
-4.947505606	-704.72
-4.971138764	-705.27
-5.012637754	-705.99
-5.053288629	-706.37
-5.092719471	-707.15
-5.14167316	-708.22
-5.171162315	-708.89
-5.208743928	-709.17
-5.242835395	-710.18
-5.286077989	-710.34
-5.317388547	-711.32
-5.317026939	-654.07
-5.286288003	-639.77
-5.245069122	-625.37
-5.211244179	-612.8
-5.173768857	-598.59
-5.146418295	-584.91
-5.116102168	-572.11
-5.079724305	-559.13
-5.048642084	-545.68
-5.007382744	-532.96
-4.986844923	-519.67
-4.951639843	-506.55
-4.921056068	-493.44
-4.884635525	-480.27
-4.857781795	-467.48
-4.826060616	-454.83
