qbeam	Lateral Force (kN)
0.789586705	321.28
0.735024939	303.72
0.719907822	293.94
0.695718082	283.21
0.673425584	273.53
0.637680203	263.57
0.612471885	253.37
0.592303244	243.56
0.544247008	233.84
0.525142697	223.31
0.507912711	213.12
0.506610709	203.27
0.456789093	193.58
0.430251088	183.56
0.425912016	173.61
0.379771746	164.05
0.384287092	154.01
0.33516409	144.37
0.323571563	134.61
0.308105108	124.7
0.26774598	114.9
0.262370696	105.01
0.235794974	95.3
0.212238106	85.54
0.177085875	75.27
0.14464889	65.69
0.128193497	55.81
0.10922562	45.78
0.089630586	35.88
0.060912427	25.67
0.036180267	15.45
0.013428611	6
-0.004578769	-4.13
-0.025297455	-13.43
-0.054432759	-23.42
-0.073709032	-33.22
-0.099791329	-43.34
-0.131720643	-52.96
-0.143965417	-62.93
-0.174644244	-73.16
-0.187525202	-83.37
-0.223753772	-93.33
-0.242126777	-103.4
-0.267705054	-113.58
-0.29249902	-123.28
-0.30294894	-133.74
-0.340654311	-143.81
-0.352481759	-153.83
-0.380178562	-163.85
-0.40642615	-173.83
-0.434829661	-184.03
-0.46014554	-194.11
-0.478924085	-204.48
-0.503052065	-214.57
-0.52836207	-225.09
-0.532530607	-235.16
-0.546593206	-245.19
-0.588091857	-255.67
-0.615289143	-265.29
-0.640154866	-274.74
-0.66382101	-284.35
-0.683669116	-293.54
-0.68287958	-302.85
-0.72349986	-312.01
-0.759918655	-320.68
-0.728786022	-302.33
-0.683470449	-291.56
-0.677217396	-281.22
-0.657224291	-271.27
-0.62950005	-261.39
-0.610710688	-250.92
-0.573250909	-240.76
-0.557660964	-230.46
-0.522653081	-220.03
-0.513732115	-209.95
-0.495623296	-199.8
-0.467463537	-189.42
-0.443606753	-179.67
-0.415515976	-168.94
-0.392375433	-158.74
-0.372415321	-148.79
-0.348005517	-138.67
-0.327871452	-128.22
-0.290907631	-118.27
-0.282572696	-107.89
-0.251423473	-98.17
-0.232164662	-88.04
-0.196375827	-78.04
-0.186908244	-68.28
-0.15481073	-58.22
-0.145429285	-48.6
-0.112413374	-38.34
-0.09327762	-28.83
-0.063753772	-19.1
-0.04714373	-9.37
-0.006363577	0.45
0.010549708	10.15
0.038489426	20.08
0.19244229	89.35
0.228545398	98.77
0.246610688	108.79
0.2412481	118.41
0.277269058	128.39
0.30554741	137.92
0.339042997	148.25
0.36172476	158.25
0.377674495	168.11
0.398239111	178.4
0.430394858	188.28
0.448501024	198.03
0.471819208	207.73
0.507812155	217.78
0.526867043	227.63
0.54649766	237.73
0.558484968	247.36
0.591214413	257.39
0.609044149	267.08
0.641009605	277.09
0.657466265	286.8
0.699328701	296.49
0.743466493	306.25
0.734410583	316.06
0.788662145	325.37
0.756606529	309.71
0.707520259	299.51
0.683914202	289.28
0.668237321	279.34
0.634774909	269.46
0.613800239	259.38
0.593151367	249.64
0.560243335	239.69
0.549569145	229.67
0.51489152	219.85
0.493712304	209.85
0.45586743	199.97
0.429144744	190.13
0.415050962	180.21
0.386060116	170.43
0.371442844	160.35
0.339102256	150.69
0.311360834	141.17
0.286574711	130.89
0.272882643	121.31
0.256341484	111.39
0.225599691	101.66
0.196510673	91.95
0.177404417	82.05
0.148219856	72.31
0.133962809	61.94
0.109771024	52.39
0.077244722	42.34
0.047796666	32.62
0.036630265	22.01
0.004167809	12.14
-0.018505327	2.74
-0.029204972	-6.97
-0.063562393	-16.7
-0.092087636	-26.54
-0.106367778	-36.39
-0.141817435	-46.24
-0.141564183	-56.12
-0.172695914	-66.05
-0.192709216	-76.22
-0.237624647	-86.25
-0.249875687	-96.3
-0.278398164	-106.28
-0.287025795	-116.43
-0.320541177	-126.92
-0.346494159	-136.79
-0.367343708	-146.63
-0.393513968	-156.92
-0.40825928	-166.91
-0.435377654	-176.8
-0.459787393	-186.99
-0.474703049	-197.24
-0.499955163	-207.03
-0.536213462	-217.21
-0.553948108	-227.51
-0.565633837	-237.6
-0.594972709	-247.89
-0.608971286	-258.12
-0.648668577	-268.1
-0.674226554	-277.87
-0.688310004	-287.84
-0.710677296	-297.89
-0.71662964	-308
-0.730384656	-317.66
-0.731983966	-303.27
-0.718216	-292.59
-0.684735781	-282.15
-0.666390869	-272.14
-0.635583069	-261.87
-0.605225148	-251.64
-0.586361115	-241.29
-0.539645104	-231.18
-0.531812069	-221.05
-0.500250271	-210.8
-0.488660814	-200.14
-0.455006242	-190.2
-0.437817269	-180.1
-0.418986777	-169.79
-0.390448198	-159.42
-0.37428449	-149.4
-0.3456937	-139.11
-0.340157616	-129.28
-0.287549829	-118.59
-0.269864552	-108.59
-0.248749343	-98.65
-0.218827421	-88.5
-0.206408478	-78.66
-0.178402797	-68.77
-0.1458006	-58.69
-0.13444634	-49.14
-0.109069332	-39.18
-0.095983923	-29.36
-0.075111054	-19.65
-0.040054651	-9.94
-0.009603448	-0.22
0.009998362	9.62
0.027234884	19.35
0.077337139	29.72
0.085234448	39.52
0.105441384	49.37
0.131308621	59.25
0.146703787	69.19
0.171402368	78.73
0.204940426	88.92
0.210023338	98.48
0.226338731	108.6
0.259661089	117.93
0.281340539	128.07
0.301689358	137.45
0.319204026	147.59
0.339002544	157.83
0.369147019	167.63
0.39372704	177.77
0.410762575	187.64
0.446822102	197.79
0.476334603	207.43
0.51391573	217.64
0.541338178	227.45
0.534795658	237.45
0.57132237	247.2
0.570773724	257.4
0.628726561	266.97
0.665360851	276.97
0.73218957	286.82
0.769450395	296.54
0.992867477	306.29
0.801702737	316.03
0.776160883	325.8
0.740007667	308.62
0.700199321	298.35
0.697063479	288.52
0.663658888	278.43
0.645978562	268.59
0.608115795	258.41
0.594608475	248.48
0.575149361	238.82
0.568674301	228.89
0.54625092	218.81
0.491548766	209.11
0.468876739	199.41
0.428161266	189.43
0.435242249	179.6
0.398905431	170.03
0.357997276	159.87
0.336354775	150.5
0.328975922	140.47
0.274745375	130.66
0.266245469	121.16
0.246748596	111.15
0.209843673	101.11
0.216003009	91.32
0.177282095	81.55
0.167765528	71.63
0.125220763	61.62
0.105987029	51.9
0.076635929	41.93
0.054315459	32.04
0.042193032	21.76
0.006437431	11.62
-0.015860581	2.07
-0.03049038	-7.5
-0.062069226	-17.2
-0.081645602	-27.16
-0.098766637	-37
-0.129849338	-46.46
-0.158458457	-56.45
-0.177225393	-66.56
-0.202442871	-76.76
-0.231313855	-86.69
-0.255014983	-96.68
-0.267171065	-107.02
-0.278447759	-116.96
-0.317777288	-126.9
-0.346198672	-137.23
-0.356682518	-147.21
-0.390666388	-157.29
-0.408690875	-167.32
-0.422922057	-177.43
-0.456650802	-187.53
-0.480183308	-197.25
-0.508413038	-207.41
-0.52901278	-217.55
-0.548078064	-227.73
-0.579242578	-237.75
-0.59378476	-248.02
-0.625207487	-258.1
-0.632968754	-268.16
-0.675224066	-278.17
-0.691549497	-287.83
-0.716821042	-297.71
-0.732970351	-307.88
-0.747479388	-317.97
-0.725982029	-303.63
-0.710242653	-292.96
-0.690161276	-282.35
-0.661449318	-272.14
-0.631702254	-262.06
-0.612883704	-251.66
-0.575483183	-241.7
-0.557715959	-231.29
-0.536157162	-221.21
-0.514175041	-210.81
-0.489629133	-200.56
-0.458065864	-190.52
-0.442713655	-180.31
-0.420332539	-169.72
-0.380070562	-159.42
-0.375355565	-149.76
-0.339513362	-139.17
-0.328956868	-129.13
-0.291746563	-118.84
-0.281535727	-108.77
-0.251271073	-98.82
-0.22906248	-88.86
-0.201245007	-78.76
-0.168393846	-68.92
-0.149416409	-59.11
-0.128804468	-49.06
-0.103091643	-39.41
-0.080937564	-29.5
-0.044189676	-19.7
-0.035938556	-10.14
-0.007677079	-0.34
0.01258099	9.24
0.031553035	18.87
0.045846613	29.18
0.055623081	39.3
0.11534915	49.13
0.129960141	59.2
0.149200958	68.98
0.171085545	78.83
0.208704359	88.69
0.216644759	98.38
0.232908899	107.94
0.274870962	117.68
0.28036323	127.84
0.304313593	137.41
0.334867852	147.41
0.362006943	157.57
0.375573251	167.49
0.39606363	177.57
0.418542503	187.38
0.447432669	197.53
0.477218467	206.96
0.507822802	217.12
0.53821807	227.08
0.55940473	237.04
0.579628787	246.98
0.583910045	256.67
0.617138356	266.38
0.626258566	276.38
0.728517931	286.42
0.841758397	296.15
0.796262832	305.75
0.918293057	315.84
0.872282551	325.69
0.747813213	309.86
0.713326624	299.72
0.694418984	289.62
0.65690452	279.28
0.64639814	269.57
0.606669722	259.75
0.588655631	250.15
0.575030271	240.08
0.534980907	230
0.536868578	220.23
0.482459665	210.28
0.446448067	200.33
0.426307841	190.65
0.41231737	180.54
0.378549231	170.99
0.355945592	160.85
0.34113566	151.23
0.308730448	141.54
0.296562169	131.54
0.270292457	121.69
0.248239685	111.92
0.221846613	101.68
0.184869153	92.31
0.17377022	82.34
0.133920154	72.14
0.147033679	62.29
0.099717818	52.37
0.076824403	42.69
0.055725146	32.78
0.031005998	22.51
-0.00115646	12.5
-0.016667117	2.86
-0.037431175	-6.84
-0.056408611	-16.79
-0.099275885	-26.56
-0.097122389	-36.41
-0.124655173	-45.76
-0.136180751	-56.11
-0.180362492	-65.99
-0.201350203	-75.78
-0.2225609	-86.08
-0.251522876	-96.15
-0.263929094	-106.4
-0.292477731	-116.22
-0.314313991	-126.4
-0.341282918	-136.57
-0.370778452	-146.66
-0.386080687	-156.36
-0.417360653	-166.64
-0.421893368	-176.49
-0.454216153	-186.98
-0.48026241	-197.03
-0.506096285	-206.95
-0.534359149	-217.26
-0.548895638	-227.27
-0.567016211	-237.29
-0.5978492	-247.77
-0.62338329	-257.63
-0.645883908	-267.76
-0.66614297	-277.78
-0.685597034	-287.51
-0.687116678	-297.9
-0.707893958	-307.76
-0.764127058	-318
-0.711093816	-303.02
-0.703204906	-292.63
-0.692005817	-282.04
-0.658849079	-271.95
-0.634941863	-261.92
-0.598780977	-251.45
-0.574771778	-241.12
-0.552225727	-231.1
-0.531878829	-220.39
-0.513249271	-210.3
-0.487095208	-200.33
-0.461551484	-190.2
-0.443621821	-180.2
-0.407273061	-169.87
-0.389770834	-159.42
-0.368347983	-149.57
-0.325248374	-139.19
-0.32838089	-128.87
-0.29953383	-118.89
-0.282818447	-108.7
-0.257370633	-98.8
-0.22187981	-88.69
-0.204106279	-78.46
-0.185745797	-68.96
-0.156197861	-58.78
-0.128302898	-49.09
-0.110389459	-39.07
-0.092963381	-29.67
-0.0608063	-19.79
-0.039154316	-10.1
-0.004555109	-0.21
0.00285483	9.6
0.040062121	22.12
0.065917417	35.72
0.101611756	49.13
0.138593837	62.37
0.148733146	75.57
0.212478575	88.53
0.22642656	101.66
0.268212949	114.75
0.282643966	127.67
0.319485668	140.63
0.335380014	154.1
0.370370907	167.5
0.400633812	180.88
0.450090372	194.01
0.481486006	207.29
0.519402913	220.52
0.545605512	233.64
0.612283583	246.94
0.617350581	260.23
0.630809651	273.08
0.673186259	286.45
0.69304039	299.71
0.784529277	312.83
0.774423372	325.71
0.791990014	338.9
0.8343438	351.22
0.860493625	363.63
0.896054888	375.78
0.930272276	387.7
0.963959059	399.6
1.018867154	410.9
1.031652637	422.3
1.06788654	433.53
1.096725893	444.69
1.131095851	455.42
1.191443782	466.33
1.116358281	438.32
1.094564672	424.78
1.082630612	411.13
1.040560875	397.88
1.007073603	384.63
0.951558258	371.56
0.927428127	358.01
0.887268632	345.12
0.843083111	331.74
0.806725503	318.78
0.786664004	305.34
0.744187522	292.73
0.709214452	279.27
0.690625206	266.1
0.660123418	253.15
0.625203268	239.97
0.611831411	226.99
0.548140375	214.24
0.525238149	200.89
0.496736982	187.93
0.471045718	175.15
0.41992655	162.17
0.431215914	148.92
0.366258945	135.73
0.351911041	123.08
0.307617406	110.07
0.282141365	97.17
0.251144136	84.25
0.22852682	71.06
0.177484942	57.87
0.166680247	45.01
0.128771378	31.43
0.087464101	18.09
0.057627179	5.65
0.029845287	-7.2
0.002035184	-20.03
-0.026462409	-32.85
-0.067885425	-45.76
-0.089696003	-59
-0.123577106	-71.9
-0.155832329	-85.24
-0.192840413	-98.61
-0.22395124	-111.58
-0.251356985	-124.84
-0.282803496	-137.72
-0.319751974	-151.02
-0.337205109	-164.13
-0.376745919	-177.36
-0.415142335	-190.05
-0.43614271	-203.28
-0.473682604	-216.56
-0.502792017	-229.5
-0.535195725	-242.71
-0.559483335	-255.64
-0.590740551	-268.88
-0.630168609	-281.45
-0.657282546	-294.43
-0.677173893	-306.84
-0.687360105	-319.86
-0.748115423	-332.65
-0.772601637	-345.3
-0.78783476	-357.34
-0.859226852	-368.73
-0.893786058	-380.47
-0.911003864	-391.7
-0.95823794	-402.78
-0.987292106	-413.77
-1.023332108	-424.32
-1.05638006	-435.05
-1.089410317	-445.46
-1.123404806	-455.74
-1.157022737	-465.81
-1.126241501	-437.28
-1.092067625	-422.95
-1.051670827	-409.34
-1.020677619	-395.66
-0.985888701	-381.99
-0.944286586	-368.6
-0.9098029	-355.36
-0.888788584	-341.42
-0.855143066	-327.62
-0.828489937	-314.63
-0.784996369	-300.88
-0.759174869	-287.49
-0.720546262	-274.39
-0.696008186	-260.81
-0.661627347	-247.67
-0.629220298	-233.71
-0.600281606	-220.5
-0.56274911	-206.73
-0.537212916	-193.37
-0.50938847	-180.29
-0.473249347	-166.62
-0.448783053	-153.03
-0.404574969	-139.68
-0.385291966	-126.6
-0.348961113	-113.21
-0.318647784	-100.12
-0.288828403	-86.63
-0.253809198	-73.57
-0.234916453	-60.63
-0.195743009	-47.88
-0.153422757	-34.91
-0.14107245	-21.94
-0.092826176	-9.41
-0.058157373	3.44
-0.04071551	15.81
-0.005534883	29.27
0.027472942	42.54
0.065598557	55.15
0.089100749	68.2
0.145147405	81.05
0.144971793	93.86
0.198140241	106.74
0.220608973	119.24
0.249029981	131.98
0.278294882	144.43
0.308596258	157.05
0.328705417	169.54
0.362894128	182.23
0.39824248	195.5
0.43113837	208.26
0.473340833	220.88
0.595474569	233.43
0.552944499	245.97
0.655238055	258.71
0.599874407	271.47
0.634093327	283.91
0.660151447	296.45
0.684657706	308.71
0.729857648	321
0.767653782	333.38
0.814605476	345.52
0.832483681	358.07
0.826350889	370.21
0.899567107	382.19
0.937130517	394.18
0.951829058	406.55
0.993207863	418.04
1.039045216	430.29
1.060720595	441.86
1.086344138	453.76
1.120504281	465.16
1.17204258	476.76
1.133959708	452.23
1.09656296	438.52
1.069350346	425.02
1.019551159	411.96
0.98300388	398.69
0.967264626	385.29
0.926340269	372.11
0.904703985	358.9
0.852740796	345.45
0.819825272	332.12
0.79261136	319.6
0.754523463	306.81
0.724404008	293.55
0.67325369	280.58
0.650609272	267.45
0.616376331	254.44
0.588001514	241.52
0.548230692	228.84
0.531388134	215.62
0.488829057	202.92
0.469400488	189.84
0.43296254	177.16
0.416016045	163.91
0.366856773	150.76
0.339961069	138.04
0.301200779	125.16
0.25946788	112.19
0.242729438	99.31
0.21887584	86.13
0.17515129	73.38
0.144727848	60.03
0.109487531	47.09
0.093608887	33.69
0.045289307	21.1
0.027454094	8.24
-0.006474063	-4.85
-0.038414672	-17.63
-0.075129228	-30.61
-0.096341037	-43.55
-0.13870752	-56.44
-0.154737084	-69.51
-0.192642753	-82.41
-0.215873813	-95.74
-0.248254248	-108.97
-0.285493239	-121.5
-0.317732994	-134.91
-0.348961878	-147.79
-0.384299419	-160.62
-0.418401087	-173.5
-0.443741765	-186.64
-0.479920876	-199.75
-0.509057305	-212.75
-0.541550814	-225.68
-0.576860013	-238.47
-0.604989346	-251.74
-0.634430981	-264.53
-0.666753065	-277.2
-0.701115391	-290.21
-0.73184617	-302.85
-0.758153936	-315.44
-0.792420037	-328.3
-0.817265294	-340.91
-0.847946959	-353.17
-0.880187887	-365.62
-0.924644524	-377.59
-0.958563053	-390.17
-0.989985394	-401.96
-1.02560526	-413.88
-1.05745594	-426.19
-1.090770743	-438.12
-1.126090425	-449.81
-1.153604469	-461.64
-1.118718504	-440.73
-1.09705107	-426.58
-1.065635462	-412.86
-1.011142678	-399.57
-0.985835547	-385.33
-0.955459577	-371.84
-0.914814539	-358.58
-0.876627014	-345.17
-0.840931484	-331.68
-0.815698282	-318.04
-0.772890213	-304.47
-0.752536255	-291.04
-0.706774737	-277.76
-0.681669212	-264.34
-0.664027515	-250.78
-0.632382187	-237.66
-0.596792311	-224.21
-0.556804982	-211.09
-0.536806055	-197.21
-0.498693907	-184.14
-0.471261046	-170.24
-0.441115442	-157.27
-0.406712114	-143.6
-0.377197664	-130.25
-0.344897142	-117.22
-0.309110808	-103.65
-0.280171186	-90.41
-0.248092203	-77.42
-0.226396034	-64.15
-0.190297496	-51.46
-0.158567614	-38.69
-0.123600417	-25.48
-0.08497167	-12.89
-0.062731239	-0.25
-0.033381377	12.56
0.001600581	25.53
0.03551542	38.86
0.060377133	51.98
0.100616185	64.99
0.119618416	77.63
0.151047978	90.62
0.194449252	103.22
0.214419725	115.83
0.248297788	128.67
0.282166296	141.64
0.303103339	153.71
0.33737203	166.71
0.38290048	179.02
0.406652617	191.55
0.438471238	204.79
0.461862563	217.86
0.505427834	230.46
0.538150688	243.2
0.568058741	256.15
0.616575323	268.95
0.692668383	281.41
0.730479538	293.94
0.709230721	306.43
0.737466155	318.89
0.753483797	330.92
0.796912749	343.22
0.826751872	355.56
0.861649192	368.03
0.886074918	380.48
0.929336757	392.47
0.948757952	404.66
0.988234898	416.91
1.02846398	429.36
1.072046446	440.98
1.09448456	452.9
1.121057023	464.44
1.146390118	476.61
1.204475165	487.89
1.23368386	499
1.254089981	509.82
1.298075225	520.66
1.334682052	530.89
1.353999511	540.63
1.382830205	549.47
1.433728249	558.27
1.458991106	566.67
1.486265687	574.66
1.51690272	582.13
1.569281055	588.68
1.545669203	548.96
1.515549117	535.45
1.49281899	521.97
1.457135538	508.82
1.410853529	495.38
1.375527695	482.23
1.348416798	468.77
1.317973688	455.79
1.272669675	442.45
1.224209092	429.31
1.208554666	415.82
1.162007617	403.03
1.141431233	389.98
1.099342592	376.71
1.088192687	363.69
1.027162745	350.59
1.001252633	337.57
0.954401755	324.55
0.920219817	311.53
0.910699603	298.85
0.874681097	285.65
0.837160377	272.86
0.801623828	259.86
0.783841124	246.86
0.745917619	234.32
0.715192082	221.34
0.68937197	208.43
0.642901817	195.34
0.615824106	182.82
0.584963461	170.02
0.572982691	157.19
0.529996979	144.27
0.498576796	131.72
0.465413019	118.96
0.430792674	105.95
0.399145123	93.08
0.381064457	80.57
0.344597407	68
0.306159424	55.23
0.281239588	42.08
0.246755796	29.01
0.212265739	15.8
0.184924099	3.75
0.158536963	-9.01
0.125602844	-21.29
0.090104757	-33.82
0.063784217	-46.34
0.02365329	-58.87
-0.007712208	-71.5
-0.036724866	-84.24
-0.067526888	-96.86
-0.095221534	-109.37
-0.129062064	-121.76
-0.160654034	-134.44
-0.191747611	-147.09
-0.224938369	-159.51
-0.256747665	-171.67
-0.287478441	-184
-0.316364966	-196.27
-0.344158231	-208.47
-0.38247535	-220.82
-0.416780853	-233.24
-0.442356134	-245.87
-0.48534466	-257.92
-0.513651155	-270.06
-0.54578814	-282
-0.580059435	-293.93
-0.608964192	-305.71
-0.643767014	-317.61
-0.652668617	-329.28
-0.697180203	-341.27
-0.734277485	-353.11
-0.774853338	-364.56
-0.800344081	-375.85
-0.829610415	-387.19
-0.876000789	-398.03
-0.910404821	-409.38
-0.934849998	-420.43
-0.977812408	-430.74
-1.011935753	-441.64
-1.047515	-452.31
-1.078671296	-462.77
-1.115411641	-473.09
-1.145931446	-483.42
-1.181110417	-493.41
-1.209854159	-502.88
-1.245877609	-512.32
-1.285258208	-521.23
-1.319847752	-529.45
-1.348372476	-537.46
-1.38668966	-544.91
-1.417566465	-552.02
-1.450590187	-558.33
-1.487292114	-564.34
-1.526261277	-569.68
-1.557709585	-574.49
-1.540406419	-530.83
-1.502159207	-517.13
-1.473161987	-502.64
-1.437091566	-489.52
-1.406076931	-475.9
-1.377645177	-462.47
-1.336253757	-448.88
-1.299585822	-435.66
-1.265375528	-422.04
-1.240126519	-409.07
-1.19896157	-395.86
-1.169004924	-381.86
-1.135780866	-368.61
-1.111818267	-355.46
-1.084009974	-342.07
-1.04804298	-328.52
-1.012221181	-315.16
-0.984561894	-302.06
-0.939974766	-288.52
-0.919114033	-275.39
-0.886650811	-262.07
-0.860916642	-248.91
-0.826223416	-235.72
-0.797759194	-222.51
-0.766648714	-209.22
-0.729033187	-195.82
-0.701972189	-183.03
-0.67303766	-169.54
-0.638084128	-156.68
-0.595178919	-142.23
-0.57832937	-130.17
-0.541059158	-117.4
-0.51480336	-104.26
-0.475613346	-91.09
-0.446028735	-78.14
-0.418690009	-65.5
-0.382530473	-52.77
-0.357346293	-40.42
-0.327238481	-27.86
-0.292527085	-15.39
-0.262038215	-3.24
-0.228272397	9.15
-0.195862028	21.43
-0.174695361	34.34
-0.129261227	47.03
-0.105207038	59.21
-0.063792736	71.92
-0.047752584	84.03
-0.023917528	96.49
0.031619703	108.26
0.048879231	120.84
0.0707979	132.92
0.118037831	145.27
0.147918419	157.52
0.197912111	169.22
0.200878144	181.49
0.243962959	193.59
0.288462748	205.35
0.294161833	217.37
0.338169896	228.95
0.358730727	240.71
0.422086566	252.34
0.442926673	263.8
0.489467156	275.35
0.513074595	286.49
0.557663606	298.04
0.557759598	309.3
0.605706488	320.48
0.630736936	331.4
0.658358531	342.46
0.708260086	353.4
0.739787184	364.05
0.755188252	375.34
0.807554385	386.05
0.839228258	396.67
0.866128077	407.17
0.903962502	417.9
0.920631178	428.68
0.962652	438.59
0.97889905	448.94
1.024414757	458.87
1.08772045	468.77
1.091429343	479.03
1.150003122	488.81
1.175462027	498.04
1.203260903	507.64
1.22444295	517.19
1.285485094	526.41
1.319361147	535.71
1.349625491	544.65
1.386080427	553.39
1.432433875	562.18
1.465028555	570.82
1.504651746	579.1
1.533360136	586.92
1.582223862	593.88
1.533012518	561.23
1.506174891	547.62
1.484683911	534.13
1.444885541	520.92
1.423315169	507.72
1.367875742	494.26
1.350409452	481.14
1.296482461	467.66
1.270196771	454.49
1.226559355	441.5
1.191128919	428.58
1.213428174	415.52
1.12418839	402.49
1.085408894	390.13
1.061212379	376.74
1.009618813	363.97
0.999466461	350.81
0.963278559	337.75
0.919302019	325.07
0.899936837	312.11
0.8654066	299.27
0.832255318	286.18
0.814619007	273.09
0.769405248	260.3
0.750106015	247.76
0.703526648	235.05
0.685479306	222.23
0.649559455	209.27
0.615606797	196.45
0.584499227	183.9
0.546303045	170.95
0.532660708	158.12
0.496030418	145.68
0.47102255	132.99
0.424326076	119.99
0.400739503	106.91
0.357488203	94.64
0.333798338	81.93
0.297009861	69.31
0.270512287	56.52
0.241567185	43.71
0.206057529	30.66
0.182930882	17.32
0.148989462	5.6
0.116813643	-7.05
0.079075548	-19.13
0.052433205	-31.57
0.022014156	-44.21
-0.005938224	-56.74
-0.040908133	-69.13
-0.072977645	-81.65
-0.100815291	-94
-0.134483978	-106.04
-0.159624996	-118.56
-0.198710272	-130.74
-0.231145446	-143.17
-0.260343955	-155.23
-0.294305513	-167.53
-0.323755599	-179.53
-0.359216221	-191.59
-0.384909802	-203.54
-0.421042521	-215.75
-0.457700162	-227.72
-0.491109644	-239.97
-0.517541455	-251.7
-0.552596472	-263.62
-0.577720405	-275.46
-0.615997962	-286.84
-0.64852928	-298.5
-0.676409735	-309.57
-0.727376699	-321.32
-0.745331444	-333.02
-0.77953584	-344.24
-0.812770641	-355.27
-0.84489312	-366.05
-0.876512691	-377.08
-0.911077687	-387.73
-0.950192405	-398.56
-0.972386882	-408.79
-1.012980979	-419.17
-1.04282459	-430.07
-1.079540546	-440.1
-1.105265367	-450.28
-1.149637867	-460.12
-1.182882439	-470.2
-1.218684284	-479.87
-1.2532167	-489.51
-1.28142374	-499.15
-1.321637104	-508.64
-1.350468695	-517.69
-1.386339456	-527.26
-1.418579119	-536.46
-1.455517396	-544.85
-1.490304341	-553.53
-1.529566086	-561.56
-1.563091319	-569.31
-1.533494832	-542.82
-1.498286806	-528.52
-1.467834433	-514.29
-1.432049243	-500.65
-1.395928412	-487.14
-1.361725158	-473.97
-1.333439262	-460.3
-1.300827227	-446.97
-1.257436829	-433.63
-1.236327469	-420.37
-1.196326485	-406.85
-1.172280376	-393.63
-1.122811723	-379.85
-1.093332861	-366.66
-1.066437611	-353.49
-1.035576724	-340.4
-1.005055391	-326.65
-0.977819696	-313.49
-0.937320893	-300.13
-0.914925987	-287.1
-0.872242483	-273.37
-0.846459747	-260.42
-0.817263868	-247.23
-0.789640221	-234.32
-0.754440698	-220.86
-0.719592289	-207.67
-0.689843222	-194.44
-0.661815432	-181.24
-0.62774159	-167.88
-0.599939885	-154.91
-0.562948822	-141.64
-0.531132666	-128.85
-0.510085147	-115.91
-0.469629181	-102.77
-0.43711484	-89.66
-0.407338559	-76.89
-0.377969127	-63.96
-0.346683014	-51.69
-0.309171668	-38.92
-0.279859478	-26.7
-0.258312443	-13.72
-0.221189468	-1.49
-0.180039803	10.55
-0.16182382	22.91
-0.123955253	35.8
-0.095655259	48.76
-0.062415014	61.25
-0.035868252	73.61
0.006791631	86.02
0.034254369	97.9
0.054899011	110.44
0.091522467	122.51
0.120364112	134.71
0.147667027	146.97
0.18834799	159.24
0.219656002	171.39
0.245868591	183.46
0.273354717	195.58
0.308831157	207.48
0.34714991	219.44
0.380452802	231.24
0.400068842	242.77
0.428465086	254.61
0.475416264	266.26
0.505582049	277.46
0.546552702	289.13
0.574837508	300.48
0.617911717	312.09
0.640778026	323.19
0.671310466	334.31
0.712244217	345.47
0.734771561	356.41
0.778940463	367.36
0.797855413	378.39
0.842154943	389.22
0.882028127	399.83
0.921218336	410.67
0.95090349	421.14
0.982302997	431.7
1.00891535	442.35
1.079402591	452.51
1.087185502	462.98
1.095104532	472.92
1.14012346	483.03
1.163955009	492.98
1.198058259	502.82
1.27628476	512.6
1.272545846	522.23
1.292882801	531.8
1.364980309	541.1
1.374552935	550.02
1.401304972	559.52
1.430614318	568.78
1.482826664	577.24
1.51854512	585.77
1.584358474	593.79
1.615339568	601.1
1.628072224	606.85
1.671587136	612.4
1.745548773	617.29
1.758257597	620.94
1.799320489	624.62
1.845096703	627.59
1.903939381	630.22
1.913001144	632.36
1.960432976	634.72
2.001169005	636.31
2.04381923	638.3
2.082693422	639.87
2.116282989	641.24
2.164414793	642.65
2.184847365	643.99
2.230516679	645.38
2.304562245	646.44
2.324071522	647.49
2.347529413	648.52
2.409694875	649.28
2.432582926	650.21
2.478906953	650.9
2.534092417	651.8
2.514445217	616.29
2.501986	602.8
2.442311501	589.55
2.406105286	576.21
2.362705072	562.73
2.341698754	549.81
2.306746558	536.45
2.263763453	523.2
2.235200122	510.15
2.202496686	496.92
2.161509517	483.82
2.127322631	470.74
2.095225018	457.71
2.050181893	444.89
2.028497848	431.86
1.976864534	418.79
1.966494458	406.13
1.922297449	393.22
1.911910655	380.37
1.85496975	367.37
1.807058497	354.6
1.780087412	341.82
1.763175999	329.28
1.719664719	316.31
1.692526773	303.84
1.643917377	290.83
1.625029061	278.11
1.598057273	265.69
1.561663751	252.88
1.532745947	240.58
1.500548915	227.85
1.470452849	216.27
1.443023566	203.03
1.409628799	190.42
1.364783106	177.62
1.336301241	165.26
1.317628282	152.78
1.280148501	140.61
1.234864129	127.83
1.224525394	115.39
1.202627729	103.24
1.16242041	90.96
1.124906794	78.77
1.097874234	66.62
1.064143666	54.19
1.03139925	41.95
0.996670098	29.37
0.968038481	17.28
0.932681598	5.51
0.901287434	-6.56
0.869960498	-18.19
0.842124539	-29.61
0.805607588	-41.55
0.771071222	-53.12
0.741252808	-64.53
0.71277233	-76.09
0.676592062	-87.62
0.64633618	-98.88
0.613815854	-110.46
0.578696727	-121.58
0.543798778	-132.49
0.514332776	-143.76
0.479673346	-155.15
