U_Link_disp     U_Link_shear
0.0418487     1425.71
0.0436375     1428.14
0.0454284     1430.53
0.0472215     1432.88
0.0490166     1435.19
0.0508136     1437.46
0.0526126     1439.7
0.0544135     1441.91
0.0562163     1444.08
0.0580208     1446.21
0.0598271     1448.32
0.0596016     1344.23
0.0593761     1240.15
0.0591506     1136.07
0.0589251     1031.99
0.0586996     927.913
0.0584741     823.832
0.0582486     719.751
0.0580231     615.671
0.0577976     511.59
0.0575721     407.51
0.0573465     303.429
0.057121     199.349
0.0568955     95.2682
0.05667     -8.81232
0.0564445     -112.893
0.056219     -216.973
0.0559935     -321.054
0.055768     -425.134
0.0555425     -529.215
0.055317     -633.296
0.0550915     -737.376
0.054866     -841.457
0.0546579     -937.486
0.0545348     -994.289
0.0544004     -1036.7
0.0537817     -1067.61
0.0528217     -1091.87
0.0516601     -1112.27
0.0503617     -1130.05
0.0489626     -1145.9
0.0474855     -1160.26
0.0459457     -1173.43
0.0443539     -1185.61
0.0427182     -1196.96
0.0410449     -1207.59
0.0393387     -1217.6
0.0376035     -1227.06
0.0358426     -1236.04
0.0340586     -1244.57
0.0322537     -1252.72
0.0304299     -1260.51
0.0285887     -1267.97
0.0267315     -1275.13
0.0248597     -1282.01
0.0229742     -1288.63
0.021076     -1295.02
0.0191661     -1301.19
0.017245     -1307.15
0.0153137     -1312.91
0.0133726     -1318.5
0.0114223     -1323.91
0.00946331     -1329.16
0.00749616     -1334.25
0.00552124     -1339.2
0.00353895     -1344.01
0.00154964     -1348.69
-0.000446342     -1353.25
-0.00244869     -1357.68
-0.00445712     -1362.01
-0.00647137     -1366.22
-0.00849117     -1370.33
-0.0105163     -1374.34
-0.0125465     -1378.26
-0.0145817     -1382.08
-0.0166216     -1385.82
-0.018666     -1389.47
-0.0207147     -1393.04
-0.0227677     -1396.53
-0.0248247     -1399.95
-0.0268856     -1403.29
-0.0289503     -1406.56
-0.0310187     -1409.77
-0.0330906     -1412.91
-0.0351658     -1415.98
-0.0372444     -1419
-0.0393262     -1421.95
-0.0414111     -1424.85
-0.043499     -1427.69
-0.0455898     -1430.48
-0.0476834     -1433.21
-0.0497797     -1435.89
-0.0518787     -1438.53
-0.0539803     -1441.11
-0.0560845     -1443.65
-0.058191     -1446.14
-0.0603     -1448.59
-0.0624112     -1451
-0.0645247     -1453.36
-0.0666404     -1455.68
-0.0687583     -1457.96
-0.0708782     -1460.21
-0.0730002     -1462.41
-0.0751241     -1464.58
-0.07725     -1466.71
-0.0793777     -1468.81
-0.0815073     -1470.87
-0.0836387     -1472.9
-0.0857718     -1474.9
-0.0879066     -1476.86
-0.0900431     -1478.8
-0.0897854     -1359.85
-0.0895277     -1240.9
-0.08927     -1121.95
-0.0890122     -1003
-0.0887545     -884.05
-0.0884968     -765.101
-0.0882391     -646.151
-0.0879814     -527.202
-0.0877236     -408.253
-0.0874659     -289.304
-0.0872082     -170.355
-0.0869505     -51.4055
-0.0866927     67.5437
-0.086435     186.493
-0.0861773     305.442
-0.0859196     424.391
-0.0856618     543.34
-0.0854041     662.29
-0.0851464     781.239
-0.0848961     896.748
-0.0847483     964.988
-0.0845418     1013
-0.0837203     1046.77
-0.0825293     1073.17
-0.0811214     1095.31
-0.0795666     1114.56
-0.0779041     1131.71
-0.076158     1147.23
-0.0743448     1161.43
-0.0724761     1174.56
-0.0705604     1186.78
-0.0686044     1198.21
-0.0666133     1208.97
-0.0645913     1219.13
-0.0625417     1228.76
-0.0604675     1237.91
-0.0583709     1246.64
-0.056254     1254.97
-0.0541185     1262.95
-0.051966     1270.6
-0.0497978     1277.95
-0.0476149     1285.02
-0.0454186     1291.83
-0.0432096     1298.4
-0.0409888     1304.74
-0.0387568     1310.88
-0.0365145     1316.81
-0.0342624     1322.56
-0.0320009     1328.13
-0.0297308     1333.54
-0.0274522     1338.79
-0.0251658     1343.89
-0.0228719     1348.84
-0.0205709     1353.66
-0.018263     1358.35
-0.0159486     1362.92
-0.013628     1367.37
-0.0113015     1371.71
-0.00896924     1375.94
-0.00663151     1380.07
-0.00428854     1384.1
-0.00194052     1388.03
0.000412351     1391.87
0.00276989     1395.62
0.00513194     1399.29
0.00749831     1402.88
0.00986888     1406.39
0.0122435     1409.82
0.014622     1413.18
0.0170043     1416.46
0.0193902     1419.68
0.0217796     1422.83
0.0241725     1425.92
0.0265687     1428.95
0.0289681     1431.91
0.0313706     1434.82
0.0337761     1437.67
0.0361846     1440.47
0.0385959     1443.21
0.04101     1445.9
0.0434267     1448.54
0.0458461     1451.13
0.048268     1453.67
0.0506924     1456.17
0.0531192     1458.62
0.0555483     1461.03
0.0579797     1463.39
0.0604134     1465.71
0.0628492     1467.99
0.0652871     1470.24
0.0677271     1472.44
0.0701691     1474.61
0.0726131     1476.73
0.0750589     1478.83
0.0775067     1480.88
0.0799562     1482.91
0.0824076     1484.9
0.0848607     1486.86
0.0873155     1488.78
0.0897719     1490.68
0.0895142     1371.73
0.0892565     1252.78
0.0889988     1133.83
0.088741     1014.88
0.0884833     895.93
0.0882256     776.981
0.0879679     658.031
0.0877101     539.082
0.0874524     420.133
0.0871947     301.184
0.086937     182.235
0.0866793     63.2856
0.0864215     -55.6636
0.0861638     -174.613
0.0859061     -293.562
0.0856484     -412.511
0.0853906     -531.46
0.0851329     -650.41
0.0848752     -769.359
0.0846248     -884.918
0.0844761     -953.565
0.0842627     -1001.85
0.0834336     -1035.82
0.0822386     -1062.42
0.0808284     -1084.74
0.0792724     -1104.16
0.0776092     -1121.47
0.075863     -1137.14
0.0740499     -1151.49
0.0721814     -1164.75
0.0702663     -1177.1
0.0683111     -1188.66
0.0663208     -1199.54
0.0642997     -1209.81
0.0622512     -1219.56
0.060178     -1228.82
0.0580826     -1237.65
0.055967     -1246.08
0.0538328     -1254.16
0.0516817     -1261.91
0.0495148     -1269.36
0.0473334     -1276.52
0.0451385     -1283.42
0.0429309     -1290.08
0.0407116     -1296.52
0.0384812     -1302.74
0.0362404     -1308.76
0.0339898     -1314.59
0.0317299     -1320.24
0.0294613     -1325.73
0.0271844     -1331.05
0.0248995     -1336.23
0.0226072     -1341.26
0.0203078     -1346.15
0.0180015     -1350.92
0.0156888     -1355.56
0.0133698     -1360.08
0.0110448     -1364.49
0.00871421     -1368.79
0.00637811     -1372.98
0.00403676     -1377.08
0.00169036     -1381.08
-0.000660887     -1384.98
-0.00301681     -1388.8
-0.00537723     -1392.53
-0.00774199     -1396.18
-0.0101109     -1399.75
-0.0124839     -1403.25
-0.0148608     -1406.67
-0.0172415     -1410.01
-0.0196258     -1413.29
-0.0220136     -1416.5
-0.0244049     -1419.65
-0.0267995     -1422.73
-0.0291973     -1425.75
-0.0315982     -1428.72
-0.0340022     -1431.62
-0.0364091     -1434.47
-0.0388188     -1437.27
-0.0412313     -1440.01
-0.0436465     -1442.7
-0.0460643     -1445.34
-0.0484847     -1447.94
-0.0509075     -1450.49
-0.0533328     -1452.99
-0.0557604     -1455.45
-0.0581903     -1457.86
-0.0606224     -1460.23
-0.0630567     -1462.56
-0.0654931     -1464.85
-0.0679316     -1467.1
-0.0703721     -1469.32
-0.0728146     -1471.49
-0.075259     -1473.63
-0.0777053     -1475.73
-0.0801534     -1477.8
-0.0826033     -1479.84
-0.0850549     -1481.84
-0.0875083     -1483.81
-0.0899633     -1485.75
-0.0897055     -1366.8
-0.0894478     -1247.85
-0.0891901     -1128.9
-0.0889324     -1009.95
-0.0886747     -891.002
-0.0884169     -772.053
-0.0881592     -653.103
-0.0879015     -534.154
-0.0876438     -415.205
-0.087386     -296.256
-0.0871283     -177.307
-0.0868706     -58.3575
-0.0866129     60.5917
-0.0863551     179.541
-0.0860974     298.49
-0.0858397     417.439
-0.085582     536.388
-0.0853243     655.338
-0.0850665     774.287
-0.0848162     889.828
-0.0846678     958.323
-0.0844569     1006.51
-0.0836302     1040.4
-0.082436     1066.92
-0.081026     1089.16
-0.0794698     1108.52
-0.0778062     1125.76
-0.0760593     1141.36
-0.0742454     1155.66
-0.0723761     1168.86
-0.0704601     1181.16
-0.0685039     1192.67
-0.0665126     1203.5
-0.0644905     1213.73
-0.0624409     1223.42
-0.0603666     1232.64
-0.0582701     1241.42
-0.0561533     1249.82
-0.054018     1257.86
-0.0518657     1265.56
-0.0496976     1272.97
-0.047515     1280.09
-0.0453189     1286.96
-0.0431102     1293.58
-0.0408897     1299.98
-0.0386581     1306.16
-0.0364161     1312.15
-0.0341643     1317.94
-0.0319033     1323.56
-0.0296334     1329.02
-0.0273553     1334.31
-0.0250693     1339.45
-0.0227758     1344.45
-0.0204752     1349.32
-0.0181677     1354.05
-0.0158538     1358.66
-0.0135337     1363.15
-0.0112076     1367.53
-0.00887576     1371.8
-0.0065385     1375.97
-0.004196     1380.04
-0.00184845     1384.01
0.000503942     1387.89
0.002861     1391.68
0.00522256     1395.38
0.00758845     1399.01
0.00995852     1402.55
0.0123326     1406.02
0.0147106     1409.41
0.0170924     1412.73
0.0194778     1415.99
0.0218668     1419.17
0.0242592     1422.3
0.0266548     1425.35
0.0290537     1428.35
0.0314557     1431.29
0.0338607     1434.17
0.0362687     1437
0.0386795     1439.78
0.041093     1442.5
0.0435093     1445.17
0.0459281     1447.79
0.0483495     1450.36
0.0507734     1452.89
0.0531997     1455.37
0.0556283     1457.8
0.0580592     1460.19
0.0604924     1462.55
0.0629276     1464.86
0.0653651     1467.13
0.0678045     1469.36
0.070246     1471.55
0.0726895     1473.71
0.0751348     1475.83
0.0775821     1477.91
0.0800311     1479.96
0.082482     1481.98
0.0849346     1483.96
0.0873889     1485.91
0.0898448     1487.83
0.0895549     1354.01
0.0892649     1220.19
0.088975     1086.38
0.0886851     952.559
0.0883951     818.741
0.0881052     684.923
0.0878152     551.106
0.0875253     417.288
0.0872354     283.47
0.0869454     149.652
0.0866555     15.8342
0.0863656     -117.984
0.0860756     -251.801
0.0857857     -385.619
0.0854957     -519.437
0.0852058     -653.255
0.0849159     -787.073
0.0846532     -908.313
0.084571     -977.016
0.0840415     -1023.42
0.0828426     -1056.23
0.0813179     -1082.52
0.0795917     -1104.82
0.0777251     -1124.35
0.0757535     -1141.81
0.0736994     -1157.64
0.0715785     -1172.17
0.0694019     -1185.61
0.067178     -1198.12
0.0649133     -1209.84
0.0626129     -1220.87
0.060281     -1231.28
0.057921     -1241.15
0.0555356     -1250.52
0.0531274     -1259.46
0.0506984     -1267.99
0.0482502     -1276.15
0.0457845     -1283.97
0.0433026     -1291.48
0.0408056     -1298.71
0.0382947     -1305.66
0.0357707     -1312.36
0.0332345     -1318.83
0.0306868     -1325.08
0.0281284     -1331.13
0.0255598     -1336.98
0.0229816     -1342.64
0.0203944     -1348.13
0.0177985     -1353.46
0.0151944     -1358.63
0.0125826     -1363.66
0.00996343     -1368.54
0.00733717     -1373.29
0.00470417     -1377.91
0.00206473     -1382.41
-0.000580871     -1386.79
-0.00323237     -1391.06
-0.00588954     -1395.22
-0.00855213     -1399.28
-0.0112199     -1403.23
-0.0138928     -1407.1
-0.0165704     -1410.87
-0.0192528     -1414.55
-0.0219396     -1418.15
-0.0246307     -1421.67
-0.027326     -1425.11
-0.0300253     -1428.47
-0.0327285     -1431.76
-0.0354355     -1434.97
-0.0381461     -1438.12
-0.0408603     -1441.2
-0.0435778     -1444.22
-0.0462987     -1447.17
-0.0490228     -1450.06
-0.05175     -1452.9
-0.0544802     -1455.68
-0.0572133     -1458.4
-0.0599493     -1461.06
-0.0626881     -1463.68
-0.0654295     -1466.25
-0.0681735     -1468.76
-0.0709201     -1471.23
-0.0736692     -1473.65
-0.0764206     -1476.02
-0.0791744     -1478.35
-0.0819305     -1480.64
-0.0846888     -1482.89
-0.0874492     -1485.09
-0.0902118     -1487.26
-0.0929764     -1489.38
-0.0957431     -1491.47
-0.0985116     -1493.52
-0.101282     -1495.54
-0.104054     -1497.52
-0.106829     -1499.46
-0.109605     -1501.38
-0.112382     -1503.26
-0.115162     -1505.1
-0.117943     -1506.92
-0.120725     -1508.7
-0.120403     -1360.02
-0.120081     -1211.33
-0.119759     -1062.64
-0.119437     -913.956
-0.119115     -765.27
-0.118792     -616.583
-0.11847     -467.897
-0.118148     -319.21
-0.117826     -170.524
-0.117504     -21.8375
-0.117182     126.849
-0.116859     275.536
-0.116537     424.222
-0.116215     572.909
-0.115893     721.595
-0.115577     867.32
-0.115552     951.989
-0.114982     1004.84
-0.11361     1041.02
-0.111867     1069.64
-0.1099     1093.74
-0.107779     1114.74
-0.105543     1133.46
-0.103218     1150.39
-0.100821     1165.88
-0.0983642     1180.19
-0.0958563     1193.49
-0.0933047     1205.92
-0.090715     1217.6
-0.0880915     1228.62
-0.085438     1239.04
-0.0827576     1248.94
-0.0800527     1258.36
-0.0773257     1267.34
-0.0745783     1275.93
-0.0718122     1284.16
-0.069029     1292.05
-0.0662297     1299.62
-0.0634156     1306.91
-0.0605876     1313.93
-0.0577467     1320.7
-0.0548937     1327.24
-0.0520292     1333.55
-0.0491539     1339.65
-0.0462684     1345.56
-0.0433734     1351.29
-0.0404692     1356.83
-0.0375564     1362.22
-0.0346354     1367.44
-0.0317065     1372.51
-0.0287701     1377.44
-0.0258267     1382.23
-0.0228764     1386.9
-0.0199196     1391.43
-0.0169566     1395.85
-0.0139876     1400.15
-0.0110129     1404.35
-0.00803265     1408.44
-0.0050471     1412.42
-0.00205647     1416.31
0.00093908     1420.11
0.00393935     1423.81
0.00694418     1427.43
0.00995341     1430.97
0.0129669     1434.42
0.0159845     1437.8
0.019006     1441.1
0.0220314     1444.33
0.0250605     1447.48
0.0280932     1450.57
0.0311293     1453.59
0.0341688     1456.55
0.0372116     1459.45
0.0402576     1462.28
0.0433067     1465.06
0.0463587     1467.78
0.0494137     1470.44
0.0524714     1473.06
0.0555319     1475.62
0.0585951     1478.12
0.0616608     1480.58
0.0647291     1483
0.0677998     1485.36
0.0708729     1487.68
0.0739484     1489.96
0.0770261     1492.19
0.080106     1494.38
0.0831881     1496.53
0.0862722     1498.64
0.0893585     1500.71
0.0924467     1502.74
0.0955368     1504.74
0.0986289     1506.7
0.101723     1508.63
0.104818     1510.52
0.107916     1512.37
0.111015     1514.2
0.114114     1515.99
0.117206     1517.74
0.1203     1519.47
0.119978     1370.78
0.119655     1222.1
0.119333     1073.41
0.119011     924.724
0.118689     776.037
0.118367     627.351
0.118045     478.664
0.117723     329.978
0.1174     181.291
0.117078     32.6047
0.116756     -116.082
0.116434     -264.768
0.116112     -413.455
0.11579     -562.141
0.115467     -710.828
0.115152     -856.587
0.115122     -941.625
0.114547     -994.734
0.113172     -1031.13
0.111429     -1059.95
0.109463     -1084.23
0.107343     -1105.41
0.105109     -1124.28
0.102787     -1141.36
0.100392     -1157
0.0979376     -1171.44
0.0954326     -1184.86
0.0928838     -1197.42
0.090297     -1209.22
0.0876765     -1220.36
0.0850261     -1230.9
0.0823487     -1240.9
0.0796469     -1250.43
0.076923     -1259.51
0.0741787     -1268.2
0.0714158     -1276.52
0.0686357     -1284.51
0.0658396     -1292.18
0.0630286     -1299.56
0.0602038     -1306.67
0.057366     -1313.53
0.0545161     -1320.14
0.0516547     -1326.54
0.0487825     -1332.73
0.0459002     -1338.72
0.0430082     -1344.52
0.0401071     -1350.15
0.0371974     -1355.6
0.0342794     -1360.9
0.0313536     -1366.05
0.0284203     -1371.05
0.0254798     -1375.91
0.0225326     -1380.65
0.0195788     -1385.25
0.0166187     -1389.74
0.0136527     -1394.11
0.0106808     -1398.37
0.00770352     -1402.52
0.00472087     -1406.57
0.00173311     -1410.53
-0.00125958     -1414.39
-0.00425701     -1418.15
-0.00725902     -1421.83
-0.0102654     -1425.43
-0.0132761     -1428.94
-0.0162909     -1432.38
-0.0193097     -1435.73
-0.0223324     -1439.02
-0.0253588     -1442.23
-0.0283887     -1445.38
-0.0314222     -1448.45
-0.0344591     -1451.47
-0.0374993     -1454.42
-0.0405426     -1457.3
-0.0435891     -1460.13
-0.0466385     -1462.91
-0.0496909     -1465.62
-0.0527461     -1468.28
-0.0558041     -1470.89
-0.0588647     -1473.45
-0.061928     -1475.96
-0.0649938     -1478.42
-0.0680621     -1480.83
-0.0711327     -1483.2
-0.0742058     -1485.52
-0.0772811     -1487.8
-0.0803586     -1490.04
-0.0834383     -1492.23
-0.0865201     -1494.39
-0.089604     -1496.51
-0.0926899     -1498.58
-0.0957777     -1500.62
-0.0988675     -1502.63
-0.101959     -1504.59
-0.105053     -1506.53
-0.108148     -1508.43
-0.111245     -1510.29
-0.114341     -1512.12
-0.11743     -1513.92
-0.120522     -1515.68
-0.1202     -1367
-0.119877     -1218.31
-0.119555     -1069.62
-0.119233     -920.938
-0.118911     -772.251
-0.118589     -623.565
-0.118267     -474.878
-0.117945     -326.192
-0.117622     -177.505
-0.1173     -28.8187
-0.116978     119.868
-0.116656     268.554
-0.116334     417.241
-0.116012     565.927
-0.115689     714.614
-0.115374     860.363
-0.115346     945.289
-0.114771     998.317
-0.113397     1034.64
-0.111653     1063.39
-0.109686     1087.61
-0.107565     1108.73
-0.10533     1127.55
-0.103005     1144.58
-0.100609     1160.16
-0.098153     1174.56
-0.0956462     1187.94
-0.0930958     1200.45
-0.0905072     1212.21
-0.087885     1223.3
-0.0852328     1233.8
-0.0825537     1243.77
-0.0798502     1253.26
-0.0771245     1262.31
-0.0743785     1270.96
-0.0716138     1279.25
-0.068832     1287.2
-0.0660341     1294.84
-0.0632215     1302.19
-0.060395     1309.27
-0.0575555     1316.09
-0.0547038     1322.68
-0.0518408     1329.05
-0.048967     1335.21
-0.046083     1341.17
-0.0431894     1346.94
-0.0402867     1352.54
-0.0373753     1357.97
-0.0344557     1363.24
-0.0315283     1368.36
-0.0285934     1373.34
-0.0256513     1378.18
-0.0227025     1382.89
-0.0197472     1387.47
-0.0167856     1391.93
-0.013818     1396.28
-0.0108447     1400.51
-0.00786581     1404.64
-0.00488167     1408.67
-0.00189242     1412.6
0.00110174     1416.44
0.00410063     1420.18
0.00710409     1423.84
0.010112     1427.42
0.0131241     1430.91
0.0161403     1434.32
0.0191605     1437.66
0.0221845     1440.92
0.0252123     1444.12
0.0282437     1447.24
0.0312785     1450.3
0.0343167     1453.29
0.0373582     1456.22
0.0404029     1459.09
0.0434507     1461.9
0.0465015     1464.66
0.0495551     1467.35
0.0526116     1470
0.0556709     1472.59
0.0587328     1475.13
0.0617973     1477.62
0.0648644     1480.06
0.0679339     1482.46
0.0710058     1484.81
0.07408     1487.12
0.0771565     1489.38
0.0802353     1491.6
0.0833161     1493.78
0.0863991     1495.92
0.0894842     1498.02
0.0925712     1500.08
0.0956602     1502.1
0.0987511     1504.09
0.101844     1506.04
0.104938     1507.96
0.108035     1509.85
0.111133     1511.7
0.114233     1513.51
0.117334     1515.3
0.120428     1517.05
