U_Link_disp     U_Link_shear
0.00588609     1325.15
0.00669381     1328.06
0.00750026     1330.7
0.00830525     1333.11
0.00910874     1335.33
0.00904187     1304.46
0.008975     1273.6
0.00890813     1242.73
0.00884126     1211.87
0.00877438     1181.01
0.00870751     1150.14
0.00864064     1119.28
0.00857377     1088.42
0.0085069     1057.55
0.00844003     1026.69
0.00837315     995.824
0.00830628     964.96
0.00823941     934.097
0.00817254     903.233
0.00810567     872.369
0.0080388     841.505
0.00797192     810.641
0.00790505     779.778
0.00783818     748.914
0.00777131     718.05
0.00770444     687.186
0.00763757     656.322
0.0075707     625.458
0.00750382     594.595
0.00743695     563.731
0.00737008     532.867
0.00730321     502.003
0.00723634     471.139
0.00716947     440.276
0.00710259     409.412
0.00703572     378.548
0.00696885     347.684
0.00690198     316.82
0.00683511     285.957
0.00676824     255.093
0.00670136     224.229
0.00663449     193.365
0.00656762     162.501
0.00650075     131.638
0.00643388     100.774
0.00636701     69.9099
0.00630014     39.0461
0.00623326     8.18231
0.00616639     -22.6815
0.00609952     -53.5453
0.00603265     -84.4091
0.00596578     -115.273
0.00589891     -146.137
0.00583203     -177.001
0.00576516     -207.864
0.00569829     -238.728
0.00563142     -269.592
0.00556455     -300.456
0.00549768     -331.32
0.0054308     -362.183
0.00536393     -393.047
0.00529706     -423.911
0.00523019     -454.775
0.00516332     -485.639
0.00509645     -516.503
0.00502957     -547.366
0.0049627     -578.23
0.00489583     -609.094
0.00482896     -639.958
0.00476209     -670.822
0.00469522     -701.685
0.00462835     -732.549
0.00456147     -763.413
0.0044946     -794.277
0.00442773     -825.141
0.00436086     -856.004
0.00429399     -886.868
0.00422712     -917.732
0.00416024     -948.596
0.00409337     -979.46
0.0040265     -1010.32
0.00395963     -1041.19
0.00389276     -1072.05
0.00382589     -1102.91
0.00375901     -1133.78
0.00369214     -1164.64
0.00362512     -1195.5
0.0035556     -1226.29
0.00346774     -1256.56
0.00330253     -1284.57
0.00296165     -1307.33
0.00241692     -1323.73
0.00172826     -1335.29
0.000959235     -1343.77
0.000149483     -1350.29
-0.000679094     -1355.5
-0.00151477     -1359.82
-0.00235142     -1363.48
-0.00318603     -1366.65
-0.00401724     -1369.45
-0.0048446     -1371.95
-0.00566814     -1374.2
-0.00648808     -1376.26
-0.00730475     -1378.15
-0.00811851     -1379.9
-0.00805164     -1349.04
-0.00798477     -1318.18
-0.0079179     -1287.31
-0.00785103     -1256.45
-0.00778415     -1225.58
-0.00771728     -1194.72
-0.00765041     -1163.86
-0.00758354     -1132.99
-0.00751667     -1102.13
-0.0074498     -1071.26
-0.00738292     -1040.4
-0.00731605     -1009.54
-0.00724918     -978.673
-0.00718231     -947.81
-0.00711544     -916.946
-0.00704857     -886.082
-0.00698169     -855.218
-0.00691482     -824.354
-0.00684795     -793.49
-0.00678108     -762.627
-0.00671421     -731.763
-0.00664734     -700.899
-0.00658047     -670.035
-0.00651359     -639.171
-0.00644672     -608.308
-0.00637985     -577.444
-0.00631298     -546.58
-0.00624611     -515.716
-0.00617924     -484.852
-0.00611236     -453.989
-0.00604549     -423.125
-0.00597862     -392.261
-0.00591175     -361.397
-0.00584488     -330.533
-0.00577801     -299.67
-0.00571113     -268.806
-0.00564426     -237.942
-0.00557739     -207.078
-0.00551052     -176.214
-0.00544365     -145.35
-0.00537678     -114.487
-0.0053099     -83.6228
-0.00524303     -52.759
-0.00517616     -21.8952
-0.00510929     8.9686
-0.00504242     39.8324
-0.00497555     70.6962
-0.00490868     101.56
-0.0048418     132.424
-0.00477493     163.288
-0.00470806     194.151
-0.00464119     225.015
-0.00457432     255.879
-0.00450745     286.743
-0.00444057     317.607
-0.0043737     348.471
-0.00430683     379.334
-0.00423996     410.198
-0.00417309     441.062
-0.00410622     471.926
-0.00403934     502.79
-0.00397247     533.653
-0.0039056     564.517
-0.00383873     595.381
-0.00377186     626.245
-0.00370499     657.109
-0.00363812     687.972
-0.00357124     718.836
-0.00350437     749.7
-0.0034375     780.564
-0.00337063     811.428
-0.00330376     842.292
-0.00323689     873.155
-0.00317001     904.019
-0.00310314     934.883
-0.00303627     965.747
-0.0029694     996.611
-0.00290253     1027.47
-0.00283566     1058.34
-0.00276878     1089.2
-0.00270191     1120.07
-0.00263495     1150.93
-0.00256653     1181.75
-0.00248778     1212.27
-0.00236364     1241.47
-0.00211697     1267
-0.0016845     1286.76
-0.00108628     1301.1
-0.000380922     1311.6
0.000384823     1319.59
0.00118256     1325.92
0.0019962     1331.1
0.0028168     1335.46
0.00363947     1339.21
0.00446162     1342.49
0.00528198     1345.4
0.00609997     1348.02
0.00691543     1350.4
0.00772841     1352.58
0.00853906     1354.59
0.00843876     1308.29
0.00833845     1262
0.00823814     1215.7
0.00813783     1169.41
0.00803753     1123.11
0.00793722     1076.81
0.00783691     1030.52
0.00773661     984.223
0.0076363     937.927
0.00753599     891.631
0.00743568     845.335
0.00733538     799.04
0.00723507     752.744
0.00713476     706.448
0.00703445     660.153
0.00693415     613.857
0.00683384     567.561
0.00673353     521.265
0.00663322     474.97
0.00653292     428.674
0.00643261     382.378
0.0063323     336.083
0.00623199     289.787
0.00613169     243.491
0.00603138     197.195
0.00593107     150.9
0.00583076     104.604
0.00573046     58.3082
0.00563015     12.0125
0.00552984     -34.2832
0.00542954     -80.5789
0.00532923     -126.875
0.00522892     -173.17
0.00512861     -219.466
0.00502831     -265.762
0.004928     -312.057
0.00482769     -358.353
0.00472738     -404.649
0.00462708     -450.945
0.00452677     -497.24
0.00442646     -543.536
0.00432615     -589.832
0.00422585     -636.128
0.00412554     -682.423
0.00402523     -728.719
0.00392492     -775.015
0.00382462     -821.31
0.00372431     -867.606
0.003624     -913.902
0.00352369     -960.198
0.00342339     -1006.49
0.00332308     -1052.79
0.00322277     -1099.08
0.00312246     -1145.38
0.00302161     -1191.66
0.00290389     -1237.46
0.0026368     -1278.89
0.00197109     -1308.1
0.00096041     -1325.84
-0.000207506     -1337.28
-0.00143222     -1345.38
-0.00267251     -1351.54
-0.00391255     -1356.49
-0.00514694     -1360.6
-0.00637444     -1364.12
-0.00759537     -1367.2
-0.00881058     -1369.94
-0.010021     -1372.4
-0.0112275     -1374.65
-0.0124307     -1376.71
-0.0136313     -1378.61
-0.0148298     -1380.39
-0.0160265     -1382.05
-0.0172218     -1383.61
-0.0184159     -1385.08
-0.0196091     -1386.48
-0.0208015     -1387.8
-0.0219933     -1389.07
-0.0231846     -1390.28
-0.0243754     -1391.43
-0.025566     -1392.54
-0.0267562     -1393.61
-0.0279463     -1394.63
-0.0291362     -1395.62
-0.0303259     -1396.58
-0.0315156     -1397.5
-0.0327052     -1398.39
-0.0338948     -1399.26
-0.0350843     -1400.1
-0.0362739     -1400.92
-0.0374634     -1401.72
-0.038653     -1402.49
-0.0398426     -1403.24
-0.0410322     -1403.98
-0.0422219     -1404.69
-0.0434116     -1405.39
-0.0446014     -1406.08
-0.0457913     -1406.75
-0.0469812     -1407.4
-0.0481712     -1408.04
-0.0480374     -1346.31
-0.0479037     -1284.58
-0.0477699     -1222.86
-0.0476362     -1161.13
-0.0475024     -1099.4
-0.0473687     -1037.67
-0.047235     -975.947
-0.0471012     -914.219
-0.0469675     -852.491
-0.0468337     -790.764
-0.0467     -729.036
-0.0465662     -667.308
-0.0464325     -605.581
-0.0462988     -543.853
-0.046165     -482.126
-0.0460313     -420.398
-0.0458975     -358.67
-0.0457638     -296.943
-0.04563     -235.215
-0.0454963     -173.487
-0.0453626     -111.76
-0.0452288     -50.0322
-0.0450951     11.6954
-0.0449613     73.423
-0.0448276     135.151
-0.0446938     196.878
-0.0445601     258.606
-0.0444264     320.334
-0.0442926     382.061
-0.0441589     443.789
-0.0440251     505.516
-0.0438914     567.244
-0.0437576     628.972
-0.0436239     690.699
-0.0434901     752.427
-0.0433564     814.154
-0.0432227     875.882
-0.0430889     937.61
-0.0429552     999.337
-0.0428214     1061.06
-0.0426876     1122.79
-0.0425449     1184.26
-0.0422362     1240.86
-0.0413299     1279
-0.0399235     1300.13
-0.03833     1313.1
-0.036684     1322.11
-0.035031     1328.92
-0.0333847     1334.38
-0.0317482     1338.91
-0.0301211     1342.81
-0.0285019     1346.21
-0.0268892     1349.25
-0.0252817     1351.98
-0.0236783     1354.48
-0.0220782     1356.78
-0.0204806     1358.9
-0.0188852     1360.88
-0.0172913     1362.74
-0.0156988     1364.48
-0.0141073     1366.13
-0.0125166     1367.69
-0.0109267     1369.18
-0.0093372     1370.59
-0.00774816     1371.95
-0.00615945     1373.24
-0.00457099     1374.49
-0.00298272     1375.68
-0.00139459     1376.84
0.000193441     1377.95
0.0017814     1379.02
0.00336933     1380.06
0.00495724     1381.07
0.00654516     1382.05
0.0081331     1383
0.00972108     1383.92
0.0113091     1384.81
0.0128972     1385.69
0.0144853     1386.54
0.0160735     1387.37
0.0176618     1388.18
0.0192502     1388.97
0.0208386     1389.74
0.0224271     1390.5
0.0240158     1391.24
0.0256044     1391.96
0.0271932     1392.67
0.0287821     1393.37
0.0303711     1394.05
0.0319601     1394.72
0.0335492     1395.38
0.0351384     1396.02
0.0367277     1396.66
0.0383171     1397.28
0.0399066     1397.89
0.0414962     1398.49
0.0430858     1399.09
0.0446755     1399.67
0.0462653     1400.25
0.0478552     1400.81
0.0477214     1339.09
0.0475877     1277.36
0.047454     1215.63
0.0473202     1153.9
0.0471865     1092.18
0.0470527     1030.45
0.046919     968.72
0.0467852     906.993
0.0466515     845.265
0.0465178     783.538
0.046384     721.81
0.0462503     660.082
0.0461165     598.355
0.0459828     536.627
0.045849     474.9
0.0457153     413.172
0.0455815     351.444
0.0454478     289.717
0.0453141     227.989
0.0451803     166.261
0.0450466     104.534
0.0449128     42.8061
0.0447791     -18.9215
0.0446453     -80.6491
0.0445116     -142.377
0.0443779     -204.104
0.0442441     -265.832
0.0441104     -327.56
0.0439766     -389.287
0.0438429     -451.015
0.0437091     -512.742
0.0435754     -574.47
0.0434417     -636.198
0.0433079     -697.925
0.0431742     -759.653
0.0430404     -821.381
0.0429067     -883.108
0.0427729     -944.836
0.0426392     -1006.56
0.0425055     -1068.29
0.0423716     -1130.02
0.0422281     -1191.47
0.0419059     -1247.65
0.0409711     -1284.75
0.0395547     -1305.16
0.0379664     -1317.7
0.0363323     -1326.45
0.0346928     -1333.08
0.0330597     -1338.41
0.0314353     -1342.85
0.029819     -1346.67
0.0282094     -1350.01
0.0266052     -1353
0.0250052     -1355.69
0.0234085     -1358.15
0.0218143     -1360.41
0.0202222     -1362.51
0.0186315     -1364.46
0.0170421     -1366.29
0.0154536     -1368.02
0.0138658     -1369.64
0.0122786     -1371.19
0.0106917     -1372.65
0.0091052     -1374.05
0.00751888     -1375.39
0.0059327     -1376.67
0.00434661     -1377.9
0.00276056     -1379.08
0.00117452     -1380.22
-0.000411531     -1381.32
-0.00199763     -1382.38
-0.00358379     -1383.41
-0.00517003     -1384.41
-0.00675636     -1385.37
-0.00834278     -1386.31
-0.00992932     -1387.22
-0.011516     -1388.11
-0.0131027     -1388.97
-0.0146896     -1389.81
-0.0162766     -1390.63
-0.0178637     -1391.43
-0.019451     -1392.22
-0.0210383     -1392.98
-0.0226258     -1393.73
-0.0242134     -1394.46
-0.0258012     -1395.18
-0.027389     -1395.88
-0.028977     -1396.57
-0.0305651     -1397.24
-0.0321533     -1397.9
-0.0337416     -1398.56
-0.03533     -1399.19
-0.0369186     -1399.82
-0.0385072     -1400.44
-0.040096     -1401.04
-0.0416848     -1401.64
-0.0432738     -1402.23
-0.0448628     -1402.81
-0.046452     -1403.38
-0.0480412     -1403.94
-0.0479075     -1342.21
-0.0477737     -1280.48
-0.04764     -1218.75
-0.0475063     -1157.03
-0.0473725     -1095.3
-0.0472388     -1033.57
-0.047105     -971.843
-0.0469713     -910.115
-0.0468375     -848.387
-0.0467038     -786.66
-0.0465701     -724.932
-0.0464363     -663.205
-0.0463026     -601.477
-0.0461688     -539.749
-0.0460351     -478.022
-0.0459013     -416.294
-0.0457676     -354.566
-0.0456339     -292.839
-0.0455001     -231.111
-0.0453664     -169.384
-0.0452326     -107.656
-0.0450989     -45.9284
-0.0449651     15.7993
-0.0448314     77.5269
-0.0446976     139.255
-0.0445639     200.982
-0.0444302     262.71
-0.0442964     324.437
-0.0441627     386.165
-0.0440289     447.893
-0.0438952     509.62
-0.0437614     571.348
-0.0436277     633.076
-0.043494     694.803
-0.0433602     756.531
-0.0432265     818.258
-0.0430927     879.986
-0.042959     941.714
-0.0428252     1003.44
-0.0426915     1065.17
-0.0425577     1126.89
-0.0424145     1188.35
-0.0420983     1244.72
-0.0411754     1282.28
-0.0397619     1303
-0.0381695     1315.74
-0.0365283     1324.6
-0.0348811     1331.32
-0.0332407     1336.69
-0.0316097     1341.18
-0.0299875     1345.03
-0.0283727     1348.4
-0.0267639     1351.4
-0.0251598     1354.11
-0.0235595     1356.59
-0.0219621     1358.86
-0.0203671     1360.97
-0.0187738     1362.94
-0.017182     1364.78
-0.0155913     1366.51
-0.0140015     1368.14
-0.0124124     1369.69
-0.0108239     1371.17
-0.00923577     1372.58
-0.00764797     1373.92
-0.00606041     1375.21
-0.00447304     1376.44
-0.00288578     1377.63
-0.00129861     1378.78
0.000288522     1379.88
0.00187564     1380.95
0.00346276     1381.98
0.00504991     1382.98
0.00663711     1383.95
0.00822436     1384.89
0.00981168     1385.81
0.0113991     1386.7
0.0129866     1387.56
0.0145741     1388.41
0.0161618     1389.23
0.0177495     1390.04
0.0193374     1390.82
0.0209254     1391.59
0.0225134     1392.34
0.0241016     1393.08
0.0256898     1393.8
0.0272782     1394.5
0.0288667     1395.19
0.0304552     1395.87
0.0320439     1396.54
0.0336327     1397.19
0.0352215     1397.83
0.0368105     1398.46
0.0383995     1399.08
0.0399887     1399.69
0.0415779     1400.29
0.0431673     1400.88
0.0447567     1401.46
0.0463462     1402.03
0.0479358     1402.6
0.0477686     1325.44
0.0476014     1248.28
0.0474342     1171.12
0.0472671     1093.96
0.0470999     1016.8
0.0469327     939.639
0.0467655     862.479
0.0465984     785.32
0.0464312     708.16
0.046264     631.001
0.0460968     553.841
0.0459296     476.682
0.0457625     399.522
0.0455953     322.363
0.0454281     245.203
0.0452609     168.044
0.0450937     90.8842
0.0449266     13.7247
0.0447594     -63.4349
0.0445922     -140.594
0.044425     -217.754
0.0442578     -294.913
0.0440907     -372.073
0.0439235     -449.233
0.0437563     -526.392
0.0435891     -603.552
0.043422     -680.711
0.0432548     -757.871
0.0430876     -835.03
0.0429204     -912.19
0.0427532     -989.349
0.0425861     -1066.51
0.0424186     -1143.66
0.0422001     -1219.34
0.0413574     -1276.08
0.0396513     -1304.05
0.0376543     -1319.18
0.0356022     -1329.05
0.0335527     -1336.29
0.0315167     -1341.99
0.0294939     -1346.69
0.0274815     -1350.71
0.0254771     -1354.21
0.0234785     -1357.32
0.0214842     -1360.13
0.0194931     -1362.69
0.0175043     -1365.03
0.0155172     -1367.21
0.0135313     -1369.23
0.0115464     -1371.13
0.0095621     -1372.91
0.00757827     -1374.6
0.00559474     -1376.19
0.00361139     -1377.71
0.00162814     -1379.16
-0.000355078     -1380.54
-0.00233832     -1381.86
-0.00432163     -1383.13
-0.00630503     -1384.36
-0.00828854     -1385.54
-0.0102722     -1386.67
-0.012256     -1387.77
-0.01424     -1388.84
-0.0162241     -1389.87
-0.0182084     -1390.87
-0.0201929     -1391.84
-0.0221775     -1392.78
-0.0241624     -1393.7
-0.0261474     -1394.6
-0.0281325     -1395.47
-0.0301179     -1396.32
-0.0321034     -1397.15
-0.0340891     -1397.96
-0.0360749     -1398.76
-0.0380609     -1399.54
-0.0400471     -1400.3
-0.0420334     -1401.04
-0.0440199     -1401.77
-0.0460065     -1402.49
-0.0479932     -1403.2
-0.0499801     -1403.89
-0.0519671     -1404.56
-0.0539543     -1405.23
-0.0559416     -1405.89
-0.057929     -1406.53
-0.0599165     -1407.17
-0.0619042     -1407.79
-0.0638919     -1408.4
-0.0658798     -1409.01
-0.0678678     -1409.61
-0.0698559     -1410.2
-0.0718441     -1410.78
-0.0736961     -1411.31
-0.0753167     -1411.77
-0.0769366     -1412.22
-0.0785558     -1412.67
-0.0801742     -1413.12
-0.0817921     -1413.56
-0.0834094     -1414
-0.085026     -1414.43
-0.0848254     -1321.84
-0.0846248     -1229.25
-0.0844242     -1136.66
-0.0842236     -1044.06
-0.084023     -951.472
-0.0838224     -858.881
-0.0836217     -766.289
-0.0834211     -673.698
-0.0832205     -581.106
-0.0830199     -488.515
-0.0828193     -395.924
-0.0826187     -303.332
-0.0824181     -210.741
-0.0822174     -118.149
-0.0820168     -25.5579
-0.0818162     67.0336
-0.0816156     159.625
-0.081415     252.216
-0.0812144     344.808
-0.0810138     437.399
-0.0808131     529.991
-0.0806125     622.582
-0.0804119     715.174
-0.0802113     807.765
-0.0800107     900.356
-0.0798101     992.948
-0.0796094     1085.54
-0.0794011     1177.91
-0.0787527     1257.16
-0.076848     1295.71
-0.074457     1313.99
-0.0719933     1325.16
-0.0695384     1333.11
-0.0671026     1339.27
-0.0646829     1344.31
-0.0622752     1348.58
-0.0598759     1352.3
-0.0574826     1355.59
-0.0550933     1358.55
-0.052707     1361.25
-0.0503227     1363.72
-0.0479398     1366
-0.0455579     1368.13
-0.0431766     1370.12
-0.0407957     1371.99
-0.0384151     1373.76
-0.0360346     1375.43
-0.0336541     1377.02
-0.0312735     1378.54
-0.0288928     1379.99
-0.026512     1381.38
-0.024131     1382.71
-0.0217497     1383.99
-0.0193683     1385.23
-0.0169867     1386.42
-0.0146048     1387.57
-0.0122227     1388.69
-0.00984033     1389.77
-0.00745776     1390.82
-0.00507495     1391.84
-0.00269193     1392.83
-0.000308683     1393.8
0.00207478     1394.74
0.00445845     1395.66
0.00684233     1396.55
0.00922641     1397.43
0.0116107     1398.28
0.0139952     1399.12
0.0163798     1399.94
0.0187646     1400.74
0.0211496     1401.53
0.0235348     1402.3
0.0259202     1403.06
0.0283057     1403.8
0.0306913     1404.53
0.0330771     1405.25
0.0354631     1405.95
0.0378491     1406.65
0.0402354     1407.33
0.0426217     1408
0.0450082     1408.66
0.0473948     1409.31
0.0497815     1409.96
0.0521684     1410.59
0.0545553     1411.22
0.0569424     1411.83
0.0593296     1412.44
0.0615757     1413
0.0635172     1413.49
0.065458     1413.96
0.067398     1414.44
0.0693374     1414.91
0.0712762     1415.37
0.0732143     1415.83
0.0751519     1416.28
0.077089     1416.73
0.0790255     1417.18
0.0809616     1417.62
0.0828972     1418.06
0.0848323     1418.49
0.0846317     1325.9
0.0844311     1233.31
0.0842305     1140.72
0.0840299     1048.13
0.0838292     955.535
0.0836286     862.944
0.083428     770.352
0.0832274     677.761
0.0830268     585.169
0.0828262     492.578
0.0826256     399.987
0.0824249     307.395
0.0822243     214.804
0.0820237     122.212
0.0818231     29.6209
0.0816225     -62.9705
0.0814219     -155.562
0.0812213     -248.153
0.0810206     -340.745
0.08082     -433.336
0.0806194     -525.928
0.0804188     -618.519
0.0802182     -711.111
0.0800176     -803.702
0.079817     -896.293
0.0796163     -988.885
0.0794157     -1081.48
0.0792077     -1173.86
0.0785749     -1253.56
0.0766929     -1292.74
0.0743136     -1311.31
0.071857     -1322.64
0.069407     -1330.69
0.0669748     -1336.92
0.064558     -1342.02
0.0621526     -1346.34
0.0597552     -1350.09
0.0573634     -1353.42
0.0549756     -1356.41
0.0525904     -1359.13
0.0502072     -1361.62
0.0478253     -1363.93
0.0454443     -1366.07
0.0430639     -1368.08
0.0406838     -1369.97
0.0383038     -1371.75
0.0359239     -1373.44
0.033544     -1375.04
0.031164     -1376.57
0.0287839     -1378.03
0.0264035     -1379.43
0.024023     -1380.77
0.0216422     -1382.07
0.0192612     -1383.31
0.01688     -1384.51
0.0144985     -1385.68
0.0121167     -1386.8
0.00973475     -1387.89
0.00735252     -1388.95
0.00497004     -1389.98
0.00258733     -1390.98
0.000204386     -1391.95
-0.00217879     -1392.9
-0.00456218     -1393.82
-0.00694579     -1394.72
-0.00932961     -1395.6
-0.0117136     -1396.47
-0.0140979     -1397.31
-0.0164823     -1398.13
-0.0188669     -1398.94
-0.0212516     -1399.73
-0.0236366     -1400.51
-0.0260217     -1401.27
-0.028407     -1402.02
-0.0307925     -1402.76
-0.0331781     -1403.48
-0.0355638     -1404.19
-0.0379497     -1404.89
-0.0403358     -1405.57
-0.042722     -1406.25
-0.0451083     -1406.92
-0.0474947     -1407.57
-0.0498813     -1408.22
-0.052268     -1408.86
-0.0546548     -1409.48
-0.0570417     -1410.1
-0.0594287     -1410.72
-0.0616533     -1411.28
-0.0635948     -1411.76
-0.0655355     -1412.24
-0.0674755     -1412.72
-0.0694148     -1413.19
-0.0713536     -1413.66
-0.0732917     -1414.12
-0.0752292     -1414.58
-0.0771662     -1415.03
-0.0791027     -1415.48
-0.0810387     -1415.92
-0.0829743     -1416.36
-0.0849094     -1416.8
-0.0847088     -1324.21
-0.0845081     -1231.62
-0.0843075     -1139.03
-0.0841069     -1046.43
-0.0839063     -953.842
-0.0837057     -861.251
-0.0835051     -768.659
-0.0833044     -676.068
-0.0831038     -583.477
-0.0829032     -490.885
-0.0827026     -398.294
-0.082502     -305.702
-0.0823014     -213.111
-0.0821008     -120.519
-0.0819001     -27.928
-0.0816995     64.6634
-0.0814989     157.255
-0.0812983     249.846
-0.0810977     342.438
-0.0808971     435.029
-0.0806965     527.621
-0.0804958     620.212
-0.0802952     712.803
-0.0800946     805.395
-0.079894     897.986
-0.0796934     990.578
-0.0794928     1083.17
-0.0792846     1175.55
-0.0786453     1255.06
-0.076754     1293.98
-0.0743699     1312.43
-0.0719105     1323.69
-0.0694585     1331.7
-0.0670249     1337.9
-0.064607     1342.97
-0.0622007     1347.27
-0.0598026     1351.01
-0.0574102     1354.32
-0.0550218     1357.3
-0.0526362     1360.01
-0.0502526     1362.49
-0.0478703     1364.79
-0.0454889     1366.93
-0.0431082     1368.93
-0.0407278     1370.81
-0.0383476     1372.58
-0.0359674     1374.27
-0.0335873     1375.86
-0.0312071     1377.39
-0.0288267     1378.85
-0.0264462     1380.24
-0.0240654     1381.58
-0.0216845     1382.87
-0.0193033     1384.11
-0.0169219     1385.31
-0.0145403     1386.47
-0.0121584     1387.59
-0.00977627     1388.67
-0.0073939     1389.73
-0.00501129     1390.75
-0.00262846     1391.75
-0.000245396     1392.72
0.00213789     1393.66
0.00452139     1394.59
0.00690511     1395.49
0.00928903     1396.36
0.0116732     1397.22
0.0140575     1398.06
0.016442     1398.89
0.0188267     1399.69
0.0212115     1400.48
0.0235966     1401.26
0.0259818     1402.02
0.0283672     1402.76
0.0307527     1403.5
0.0331384     1404.22
0.0355242     1404.92
0.0379102     1405.62
0.0402963     1406.3
0.0426825     1406.98
0.0450689     1407.64
0.0474554     1408.3
0.0498421     1408.94
0.0522288     1409.58
0.0546157     1410.2
0.0570026     1410.82
0.0593897     1411.43
0.0616227     1412
0.0635642     1412.48
0.0655049     1412.96
0.067445     1413.44
0.0693843     1413.91
0.0713231     1414.37
0.0732612     1414.83
0.0751987     1415.29
0.0771358     1415.74
