L_Link_disp     L_Link_shear
0.0377527     2027.86
0.03972     2031.31
0.0416862     2034.69
0.0436515     2038.02
0.0456157     2041.29
0.0475791     2044.5
0.0495415     2047.66
0.051503     2050.76
0.0534637     2053.81
0.0554235     2056.81
0.0573825     2059.77
0.0593407     2062.67
0.0612981     2065.52
0.0632547     2068.33
0.0652106     2071.1
0.0671658     2073.82
0.0691203     2076.5
0.0710741     2079.14
0.0730272     2081.73
0.0749796     2084.29
0.0769314     2086.81
0.0766942     1931.68
0.0764569     1776.56
0.0762197     1621.43
0.0759824     1466.3
0.0757452     1311.18
0.0755079     1156.05
0.0752707     1000.92
0.0750334     845.798
0.0747962     690.672
0.0745589     535.545
0.0743217     380.419
0.0740844     225.292
0.0738472     70.1656
0.0736099     -84.9609
0.0733727     -240.087
0.0731354     -395.214
0.0728982     -550.34
0.0726609     -705.467
0.0724237     -860.593
0.0721864     -1015.72
0.0719491     -1170.85
0.0717119     -1325.97
0.0711262     -1467.54
0.0688431     -1543.07
0.0659851     -1594.77
0.0632002     -1631.65
0.0605271     -1660.57
0.0579219     -1684.86
0.0553632     -1706.02
0.0528388     -1724.88
0.0503411     -1741.97
0.047865     -1757.63
0.0454068     -1772.12
0.0429638     -1785.62
0.0405339     -1798.26
0.0381154     -1810.16
0.035707     -1821.42
0.0333076     -1832.09
0.0309163     -1842.24
0.0285323     -1851.93
0.026155     -1861.2
0.0237838     -1870.07
0.0214182     -1878.59
0.0190578     -1886.78
0.0167022     -1894.67
0.0143511     -1902.27
0.0120042     -1909.61
0.00966123     -1916.71
0.00732194     -1923.57
0.00498612     -1930.22
0.00265356     -1936.67
0.000324097     -1942.92
-0.00200244     -1948.99
-0.0043262     -1954.9
-0.00664732     -1960.63
-0.00896594     -1966.21
-0.0112822     -1971.65
-0.0135961     -1976.94
-0.0159079     -1982.1
-0.0182175     -1987.13
-0.0205252     -1992.04
-0.022831     -1996.83
-0.0251349     -2001.51
-0.0274371     -2006.08
-0.0297375     -2010.54
-0.0320364     -2014.91
-0.0343336     -2019.18
-0.0366294     -2023.35
-0.0389237     -2027.44
-0.0412166     -2031.44
-0.0435081     -2035.36
-0.0457983     -2039.2
-0.0480872     -2042.96
-0.050375     -2046.64
-0.0526615     -2050.25
-0.0549468     -2053.8
-0.0572311     -2057.27
-0.0595143     -2060.68
-0.0617964     -2064.02
-0.0640775     -2067.3
-0.0663576     -2070.52
-0.0686368     -2073.69
-0.070915     -2076.79
-0.0731924     -2079.84
-0.0754688     -2082.84
-0.0777444     -2085.78
-0.0800192     -2088.67
-0.0822931     -2091.52
-0.0845663     -2094.31
-0.0868387     -2097.06
-0.0891103     -2099.76
-0.0913812     -2102.41
-0.0936514     -2105.03
-0.0959209     -2107.6
-0.0981898     -2110.12
-0.100458     -2112.61
-0.102725     -2115.06
-0.104992     -2117.47
-0.107259     -2119.84
-0.109524     -2122.18
-0.109253     -1944.89
-0.108982     -1767.6
-0.108711     -1590.31
-0.10844     -1413.03
-0.108169     -1235.74
-0.107898     -1058.45
-0.107626     -881.164
-0.107355     -703.877
-0.107084     -526.59
-0.106813     -349.302
-0.106542     -172.015
-0.106271     5.2727
-0.105999     182.56
-0.105728     359.848
-0.105457     537.135
-0.105186     714.422
-0.104915     891.71
-0.104644     1069
-0.104373     1246.28
-0.103953     1417.78
-0.101487     1509.69
-0.0982611     1568.47
-0.0951433     1609.08
-0.0921394     1640.77
-0.0892043     1667.29
-0.0863162     1690.35
-0.0834629     1710.86
-0.0806367     1729.42
-0.0778324     1746.4
-0.0750462     1762.08
-0.0722756     1776.67
-0.0695182     1790.32
-0.0667725     1803.16
-0.0640371     1815.28
-0.0613108     1826.77
-0.0585929     1837.69
-0.0558825     1848.09
-0.0531789     1858.03
-0.0504815     1867.54
-0.04779     1876.66
-0.0451038     1885.42
-0.0424225     1893.85
-0.0397459     1901.97
-0.0370736     1909.8
-0.0344054     1917.36
-0.0317409     1924.67
-0.0290801     1931.75
-0.0264226     1938.6
-0.0237684     1945.24
-0.0211171     1951.69
-0.0184688     1957.94
-0.0158232     1964.02
-0.0131802     1969.93
-0.0105396     1975.68
-0.00790151     1981.27
-0.00526563     1986.72
-0.00263193     1992.03
-3.15824e-07     1997.2
0.00262931     2002.25
0.00525701     2007.17
0.00788288     2011.98
0.010507     2016.67
0.0131294     2021.26
0.0157501     2025.73
0.0183693     2030.11
0.0209869     2034.4
0.0236031     2038.59
0.0262178     2042.68
0.0288311     2046.69
0.0314432     2050.62
0.0340539     2054.47
0.0366634     2058.24
0.0392717     2061.93
0.0418788     2065.54
0.0444847     2069.09
0.0470896     2072.57
0.0496934     2075.97
0.0522962     2079.32
0.0548979     2082.6
0.0574987     2085.82
0.0600985     2088.98
0.0626974     2092.08
0.0652953     2095.12
0.0678924     2098.11
0.0704887     2101.05
0.0730841     2103.93
0.0756787     2106.76
0.0782725     2109.55
0.0808656     2112.28
0.0834579     2114.97
0.0860495     2117.61
0.0886403     2120.21
0.0912305     2122.77
0.0938199     2125.28
0.0964087     2127.75
0.0989969     2130.18
0.101584     2132.57
0.104171     2134.92
0.106758     2137.23
0.109343     2139.51
0.109072     1962.22
0.108801     1784.93
0.10853     1607.64
0.108259     1430.36
0.107988     1253.07
0.107717     1075.78
0.107445     898.494
0.107174     721.207
0.106903     543.919
0.106632     366.632
0.106361     189.345
0.10609     12.0571
0.105818     -165.23
0.105547     -342.518
0.105276     -519.805
0.105005     -697.093
0.104734     -874.38
0.104463     -1051.67
0.104192     -1228.95
0.103774     -1400.54
0.101326     -1493.14
0.098119     -1552.43
0.0950179     -1593.45
0.0920263     -1625.49
0.0891011     -1652.34
0.0862214     -1675.69
0.0833754     -1696.47
0.0805556     -1715.28
0.077757     -1732.5
0.074976     -1748.4
0.07221     -1763.21
0.069457     -1777.06
0.0667153     -1790.09
0.0639836     -1802.4
0.0612608     -1814.07
0.0585461     -1825.16
0.0558386     -1835.73
0.0531379     -1845.82
0.0504432     -1855.49
0.0477542     -1864.76
0.0450703     -1873.67
0.0423913     -1882.24
0.0397168     -1890.5
0.0370466     -1898.47
0.0343802     -1906.16
0.0317176     -1913.61
0.0290585     -1920.81
0.0264027     -1927.78
0.02375     -1934.55
0.0211002     -1941.11
0.0184533     -1947.48
0.0158091     -1953.67
0.0131674     -1959.69
0.0105281     -1965.55
0.00789116     -1971.25
0.00525644     -1976.81
0.00262383     -1982.22
-6.73923e-06     -1987.49
-0.00263536     -1992.64
-0.0052621     -1997.66
-0.00788704     -2002.57
-0.0105102     -2007.36
-0.0131318     -2012.03
-0.0157517     -2016.61
-0.0183701     -2021.08
-0.020987     -2025.45
-0.0236024     -2029.73
-0.0262164     -2033.91
-0.0288291     -2038.01
-0.0314405     -2042.02
-0.0340506     -2045.95
-0.0366595     -2049.8
-0.0392673     -2053.57
-0.0418738     -2057.27
-0.0444793     -2060.9
-0.0470836     -2064.45
-0.0496869     -2067.94
-0.0522892     -2071.36
-0.0548906     -2074.72
-0.0574909     -2078.01
-0.0600903     -2081.24
-0.0626888     -2084.42
-0.0652864     -2087.53
-0.0678831     -2090.59
-0.0704791     -2093.6
-0.0730741     -2096.55
-0.0756684     -2099.45
-0.0782619     -2102.31
-0.0808547     -2105.11
-0.0834467     -2107.86
-0.086038     -2110.57
-0.0886286     -2113.23
-0.0912185     -2115.85
-0.0938078     -2118.43
-0.0963964     -2120.96
-0.0989843     -2123.45
-0.101572     -2125.9
-0.104158     -2128.32
-0.106744     -2130.69
-0.10933     -2133.03
-0.109059     -1955.74
-0.108788     -1778.45
-0.108517     -1601.16
-0.108245     -1423.88
-0.107974     -1246.59
-0.107703     -1069.3
-0.107432     -892.015
-0.107161     -714.727
-0.10689     -537.44
-0.106619     -360.152
-0.106347     -182.865
-0.106076     -5.57756
-0.105805     171.71
-0.105534     348.997
-0.105263     526.285
-0.104992     703.572
-0.104721     880.86
-0.104449     1058.15
-0.104178     1235.43
-0.10376     1406.98
-0.101305     1499.33
-0.0980912     1558.43
-0.0949843     1599.29
-0.0919885     1631.2
-0.0890602     1657.92
-0.0861779     1681.16
-0.0833297     1701.84
-0.0805081     1720.55
-0.077708     1737.68
-0.0749257     1753.5
-0.0721586     1768.22
-0.0694045     1782
-0.0666619     1794.96
-0.0639294     1807.2
-0.0612059     1818.79
-0.0584906     1829.82
-0.0557826     1840.32
-0.0530814     1850.36
-0.0503863     1859.97
-0.0476969     1869.19
-0.0450128     1878.04
-0.0423335     1886.56
-0.0396588     1894.76
-0.0369883     1902.68
-0.0343218     1910.32
-0.0316591     1917.72
-0.0289999     1924.87
-0.026344     1931.8
-0.0236913     1938.52
-0.0210415     1945.03
-0.0183946     1951.36
-0.0157504     1957.51
-0.0131087     1963.49
-0.0104695     1969.31
-0.00783263     1974.97
-0.00519798     1980.48
-0.00256548     1985.86
6.49734e-05     1991.09
0.00269346     1996.2
0.00532007     2001.19
0.00794486     2006.06
0.0105679     2010.81
0.0131893     2015.45
0.015809     2019.99
0.0184272     2024.43
0.0210439     2028.77
0.0236591     2033.01
0.026273     2037.16
0.0288854     2041.23
0.0314966     2045.21
0.0341065     2049.11
0.0367152     2052.93
0.0393226     2056.67
0.041929     2060.34
0.0445342     2063.93
0.0471383     2067.46
0.0497413     2070.92
0.0523434     2074.31
0.0549444     2077.64
0.0575445     2080.9
0.0601436     2084.11
0.0627418     2087.25
0.0653392     2090.34
0.0679356     2093.38
0.0705312     2096.36
0.0731261     2099.29
0.0757201     2102.16
0.0783133     2104.99
0.0809058     2107.77
0.0834975     2110.5
0.0860885     2113.18
0.0886788     2115.82
0.0912684     2118.41
0.0938574     2120.97
0.0964457     2123.47
0.0990333     2125.94
0.10162     2128.37
0.104207     2130.76
0.106793     2133.11
0.109378     2135.43
0.109073     1935.98
0.108768     1736.53
0.108463     1537.08
0.108158     1337.63
0.107853     1138.19
0.107548     938.737
0.107243     739.289
0.106938     539.84
0.106632     340.392
0.106327     140.943
0.106022     -58.5049
0.105717     -257.953
0.105412     -457.402
0.105107     -656.85
0.104802     -856.298
0.104497     -1055.75
0.104192     -1255.2
0.103343     -1433.47
0.100145     -1522.69
0.0965387     -1578.83
0.0931278     -1618.36
0.0898162     -1649.99
0.0865675     -1676.78
0.083363     -1700.22
0.0801918     -1721.16
0.077047     -1740.15
0.0739235     -1757.56
0.0708181     -1773.66
0.067728     -1788.65
0.0646511     -1802.67
0.061586     -1815.87
0.0585311     -1828.33
0.0554856     -1840.13
0.0524483     -1851.35
0.0494187     -1862.03
0.046396     -1872.23
0.0433797     -1881.99
0.0403692     -1891.35
0.0373642     -1900.33
0.0343642     -1908.97
0.031369     -1917.28
0.0283781     -1925.29
0.0253914     -1933.03
0.0224086     -1940.5
0.0194294     -1947.73
0.0164537     -1954.72
0.0134812     -1961.5
0.0105119     -1968.07
0.00754545     -1974.44
0.00458184     -1980.62
0.0016209     -1986.64
-0.0013375     -1992.48
-0.00429348     -1998.16
-0.00724714     -2003.69
-0.0101986     -2009.07
-0.0131479     -2014.31
-0.0160952     -2019.42
-0.0190405     -2024.41
-0.0219839     -2029.27
-0.0249255     -2034.01
-0.0278654     -2038.64
-0.0308036     -2043.15
-0.0337402     -2047.57
-0.0366752     -2051.88
-0.0396088     -2056.1
-0.0425409     -2060.22
-0.0454715     -2064.25
-0.0484009     -2068.19
-0.0513289     -2072.05
-0.0542556     -2075.83
-0.0571811     -2079.53
-0.0601054     -2083.15
-0.0630286     -2086.69
-0.0659506     -2090.17
-0.0688716     -2093.57
-0.0717915     -2096.91
-0.0747104     -2100.18
-0.0776283     -2103.38
-0.0805452     -2106.53
-0.0834612     -2109.61
-0.0863763     -2112.64
-0.0892905     -2115.6
-0.0922038     -2118.52
-0.0951163     -2121.37
-0.098028     -2124.18
-0.100939     -2126.94
-0.103849     -2129.64
-0.106758     -2132.3
-0.109667     -2134.9
-0.112575     -2137.47
-0.115482     -2139.98
-0.118388     -2142.46
-0.121294     -2144.89
-0.124199     -2147.28
-0.127104     -2149.62
-0.130008     -2151.93
-0.132911     -2154.2
-0.135814     -2156.43
-0.138716     -2158.62
-0.141618     -2160.78
-0.141279     -1939.17
-0.14094     -1717.56
-0.140601     -1495.95
-0.140262     -1274.34
-0.139923     -1052.73
-0.139584     -831.126
-0.139245     -609.516
-0.138906     -387.907
-0.138567     -166.298
-0.138229     55.3116
-0.13789     276.921
-0.137551     498.53
-0.137212     720.139
-0.136873     941.749
-0.136534     1163.36
-0.136067     1379.98
-0.132781     1492.39
-0.128806     1556.75
-0.125049     1600.58
-0.1214     1635.17
-0.117817     1664.25
-0.114281     1689.57
-0.11078     1712.1
-0.107307     1732.48
-0.103855     1751.11
-0.100422     1768.3
-0.0970054     1784.27
-0.0936022     1799.2
-0.0902111     1813.21
-0.0868307     1826.43
-0.0834599     1838.93
-0.0800977     1850.8
-0.0767433     1862.09
-0.0733961     1872.85
-0.0700555     1883.14
-0.066721     1893
-0.0633921     1902.44
-0.0600684     1911.52
-0.0567496     1920.25
-0.0534353     1928.65
-0.0501253     1936.76
-0.0468194     1944.58
-0.0435173     1952.13
-0.0402187     1959.44
-0.0369235     1966.51
-0.0336315     1973.36
-0.0303426     1980
-0.0270566     1986.44
-0.0237734     1992.7
-0.0204927     1998.77
-0.0172146     2004.67
-0.013939     2010.41
-0.0106656     2015.99
-0.00739439     2021.42
-0.00412533     2026.71
-0.000858303     2031.86
0.00240677     2036.88
0.00566997     2041.78
0.00893136     2046.55
0.012191     2051.21
0.015449     2055.76
0.0187053     2060.2
0.0219601     2064.53
0.0252134     2068.77
0.0284652     2072.91
0.0317157     2076.95
0.0349647     2080.91
0.0382125     2084.78
0.0414589     2088.56
0.0447041     2092.26
0.0479482     2095.89
0.051191     2099.44
0.0544327     2102.91
0.0576734     2106.31
0.060913     2109.65
0.0641515     2112.91
0.067389     2116.11
0.0706256     2119.25
0.0738612     2122.32
0.0770959     2125.33
0.0803297     2128.29
0.0835626     2131.18
0.0867947     2134.03
0.090026     2136.82
0.0932564     2139.55
0.0964861     2142.24
0.099715     2144.87
0.102943     2147.46
0.106171     2149.99
0.109397     2152.49
0.112623     2154.93
0.115849     2157.34
0.119073     2159.7
0.122297     2162.02
0.125521     2164.29
0.128744     2166.53
0.131966     2168.73
0.135152     2170.87
0.138213     2172.88
0.141275     2174.87
0.140936     1953.26
0.140597     1731.65
0.140258     1510.04
0.13992     1288.43
0.139581     1066.82
0.139242     845.215
0.138903     623.606
0.138564     401.997
0.138225     180.387
0.137886     -41.2219
0.137547     -262.831
0.137208     -484.44
0.136869     -706.05
0.13653     -927.659
0.136191     -1149.27
0.135726     -1365.95
0.132459     -1479.01
0.128501     -1543.85
0.124756     -1588.06
0.121115     -1622.99
0.117539     -1652.37
0.114009     -1677.95
0.110512     -1700.73
0.107042     -1721.34
0.103593     -1740.18
0.100163     -1757.57
0.0967485     -1773.74
0.0933472     -1788.84
0.0899577     -1803.04
0.0865787     -1816.42
0.083209     -1829.08
0.0798478     -1841.1
0.0764943     -1852.54
0.0731479     -1863.45
0.0698078     -1873.88
0.0664738     -1883.86
0.0631452     -1893.44
0.0598218     -1902.64
0.0565032     -1911.49
0.053189     -1920.02
0.0498791     -1928.24
0.0465731     -1936.17
0.0432709     -1943.84
0.0399722     -1951.26
0.0366768     -1958.43
0.0333846     -1965.39
0.0300954     -1972.13
0.026809     -1978.67
0.0235254     -1985.02
0.0202444     -1991.19
0.0169659     -1997.18
0.0136897     -2003.01
0.0104158     -2008.68
0.00714415     -2014.2
0.00387455     -2019.57
0.000606964     -2024.81
-0.00265869     -2029.92
-0.00592249     -2034.9
-0.0091845     -2039.75
-0.0124448     -2044.49
-0.0157034     -2049.12
-0.0189604     -2053.63
-0.0222159     -2058.04
-0.0254699     -2062.35
-0.0287224     -2066.57
-0.0319735     -2070.69
-0.0352233     -2074.71
-0.0384718     -2078.65
-0.041719     -2082.51
-0.0449649     -2086.28
-0.0482097     -2089.97
-0.0514533     -2093.59
-0.0546958     -2097.12
-0.0579372     -2100.59
-0.0611776     -2103.99
-0.0644169     -2107.32
-0.0676552     -2110.58
-0.0708926     -2113.78
-0.074129     -2116.91
-0.0773645     -2119.98
-0.080599     -2123
-0.0838328     -2125.95
-0.0870656     -2128.85
-0.0902977     -2131.7
-0.0935289     -2134.49
-0.0967594     -2137.23
-0.0999891     -2139.92
-0.103218     -2142.56
-0.106446     -2145.15
-0.109674     -2147.7
-0.112901     -2150.2
-0.116127     -2152.65
-0.119352     -2155.06
-0.122577     -2157.43
-0.125801     -2159.76
-0.129025     -2162.05
-0.132248     -2164.29
-0.13543     -2166.48
-0.138488     -2168.54
-0.141548     -2170.57
-0.141209     -1948.96
-0.14087     -1727.35
-0.140531     -1505.74
-0.140192     -1284.13
-0.139854     -1062.52
-0.139515     -840.912
-0.139176     -619.302
-0.138837     -397.693
-0.138498     -176.084
-0.138159     45.5256
-0.13782     267.135
-0.137481     488.744
-0.137142     710.353
-0.136803     931.963
-0.136464     1153.57
-0.135998     1370.24
-0.132725     1483.1
-0.128762     1547.79
-0.125014     1591.88
-0.121372     1626.7
-0.117794     1655.98
-0.114263     1681.49
-0.110766     1704.19
-0.107295     1724.72
-0.103847     1743.5
-0.100416     1760.82
-0.0970016     1776.93
-0.0936005     1791.98
-0.0902112     1806.12
-0.0868325     1819.45
-0.0834632     1832.06
-0.0801024     1844.03
-0.0767493     1855.42
-0.0734034     1866.29
-0.0700638     1876.67
-0.0667303     1886.62
-0.0634023     1896.16
-0.0600795     1905.32
-0.0567615     1914.13
-0.053448     1922.62
-0.0501387     1930.8
-0.0468334     1938.7
-0.0435318     1946.34
-0.0402338     1953.72
-0.0369391     1960.87
-0.0336476     1967.79
-0.0303591     1974.5
-0.0270735     1981.01
-0.0237906     1987.33
-0.0205103     1993.47
-0.0172325     1999.43
-0.0139571     2005.23
-0.0106839     2010.88
-0.00741299     2016.37
-0.00414413     2021.72
-0.000877287     2026.93
0.00238763     2032.01
0.00565068     2036.96
0.00891194     2041.79
0.0121715     2046.51
0.0154294     2051.11
0.0186856     2055.6
0.0219404     2059.99
0.0251936     2064.28
0.0284454     2068.47
0.0316958     2072.57
0.0349448     2076.57
0.0381925     2080.49
0.041439     2084.32
0.0446843     2088.08
0.0479283     2091.75
0.0511712     2095.34
0.054413     2098.86
0.0576537     2102.31
0.0608933     2105.69
0.0641319     2109
0.0673695     2112.24
0.0706062     2115.42
0.0738419     2118.53
0.0770767     2121.59
0.0803105     2124.58
0.0835436     2127.52
0.0867758     2130.41
0.0900071     2133.23
0.0932377     2136.01
0.0964675     2138.73
0.0996965     2141.4
0.102925     2144.03
0.106152     2146.6
0.109379     2149.13
0.112605     2151.62
0.115831     2154.06
0.119056     2156.45
0.12228     2158.81
0.125504     2161.12
0.128726     2163.39
0.131949     2165.62
0.135171     2167.82
0.138392     2169.98
0.141475     2172
