5.9824	0.059590	2.010
6.0421	0.059590	2.020
6.1021	0.059590	2.030
6.1623	0.059590	2.040
6.2229	0.059590	2.050
6.2838	0.059590	2.060
6.3449	0.059590	2.070
6.4064	0.059590	2.080
6.4681	0.059590	2.090
6.5302	0.059590	2.100
6.5925	0.059590	2.110
6.6551	0.059590	2.120
6.7181	0.059590	2.130
6.7813	0.059590	2.140
6.8448	0.059590	2.150
6.9086	0.059590	2.160
6.9728	0.059590	2.170
7.0372	0.059590	2.180
7.1019	0.059590	2.190
7.1669	0.059590	2.200
7.2322	0.059590	2.210
7.2978	0.059590	2.220
7.3637	0.059590	2.230
7.4299	0.059590	2.240
7.4964	0.059590	2.250
7.5631	0.059590	2.260
7.6302	0.059590	2.270
7.6976	0.059590	2.280
7.7653	0.059590	2.290
7.8332	0.059590	2.300
7.9015	0.059590	2.310
7.9700	0.059590	2.320
8.0389	0.059590	2.330
8.1081	0.059590	2.340
8.1775	0.059590	2.350
8.2472	0.059590	2.360
8.3173	0.059590	2.370
8.3876	0.059590	2.380
8.4583	0.059590	2.390
8.5292	0.059590	2.400
8.6004	0.059590	2.410
8.6719	0.059590	2.420
8.7437	0.059590	2.430
8.8159	0.059590	2.440
8.8883	0.059590	2.450
8.9610	0.059590	2.460
9.0340	0.059590	2.470
9.1073	0.059590	2.480
9.1809	0.059590	2.490
9.2548	0.059590	2.500
9.3289	0.059590	2.510
9.4034	0.059590	2.520
9.4782	0.059590	2.530
9.5533	0.059590	2.540
9.6286	0.059590	2.550
9.7043	0.059590	2.560
9.7803	0.059590	2.570
9.8565	0.059590	2.580
9.9331	0.059590	2.590
10.0099	0.059590	2.600
10.0871	0.059590	2.610
10.1645	0.059590	2.620
10.2423	0.059590	2.630
10.3203	0.059590	2.640
10.3986	0.059590	2.650
10.4773	0.059590	2.660
10.5562	0.059590	2.670
10.6354	0.059590	2.680
10.7149	0.059590	2.690
10.7947	0.059590	2.700
10.8749	0.059590	2.710
10.9553	0.059590	2.720
11.0360	0.059590	2.730
11.1170	0.059590	2.740
11.1983	0.059590	2.750
11.2798	0.059590	2.760
11.3617	0.059590	2.770
11.4439	0.059590	2.780
11.5264	0.059590	2.790
11.6092	0.059590	2.800
11.6922	0.059590	2.810
11.7756	0.059590	2.820
11.8593	0.059590	2.830
11.9432	0.059590	2.840
12.0275	0.059590	2.850
12.1120	0.059590	2.860
12.1969	0.059590	2.870
12.2820	0.059590	2.880
12.3675	0.059590	2.890
12.4532	0.059590	2.900
12.5392	0.059590	2.910
12.6256	0.059590	2.920
12.7122	0.059590	2.930
12.7991	0.059590	2.940
12.8863	0.059590	2.950
12.9738	0.059590	2.960
13.0616	0.059590	2.970
13.1497	0.059590	2.980
13.2382	0.059590	2.990
13.3268	0.059590	3.000
