qc av (%)	Lateral Force (kN)
0.292397981	462.91
0.286755488	450.33
0.291288588	437.52
0.277515333	425.09
0.231219704	412.78
0.249101203	400.46
0.261700668	387.94
0.255255264	375.78
0.226199309	363.16
0.236564144	351.04
0.21937969	338.21
0.224638337	326.16
0.21620705	314.06
0.210224051	302.16
0.20816471	289.41
0.186733963	277.49
0.17061611	263.9
0.167486912	253.15
0.175545498	240.84
0.169895076	228.77
0.151577899	216.49
0.164157839	204.63
0.126386524	193.02
0.157716414	180.72
0.126947468	168.96
0.122394479	157.17
0.124918527	145.18
0.106953869	133.76
0.120037571	121.75
0.111787608	110.5
0.088861254	98.57
0.090234794	86.95
0.071368379	75.49
0.069535698	64.18
0.054227104	53.25
0.058581839	41.73
0.039663114	30.29
0.041937134	19.03
0.032472627	7.83
0.036672774	-2.61
0.022083431	-13.49
0.016024864	-24.19
0.012825238	-34.88
0.003372316	-45
-0.006057587	-55.7
-0.011400922	-66.09
-0.021184124	-76.39
-0.023471903	-86.58
-0.026883166	-96.6
-0.033948357	-106.59
-0.046818775	-116.47
-0.048158415	-126.39
-0.05946107	-136.07
-0.05401526	-145.61
-0.055783879	-154.96
-0.062252268	-164.28
-0.079030238	-173.38
-0.072636779	-182.57
-0.090247197	-191.29
-0.089442492	-200.19
-0.09247309	-208.64
-0.097104947	-217.01
-0.09767503	-225.37
-0.108610555	-233.71
-0.115951162	-241.82
-0.118228269	-250.02
-0.118552368	-257.6
-0.127207566	-265.28
-0.140731622	-272.76
-0.137471635	-280.33
-0.142518658	-287.6
-0.144771336	-294.74
-0.150564148	-301.86
-0.149188289	-308.65
-0.164602722	-315.47
-0.164302416	-322.37
-0.171006508	-329.01
-0.167025071	-335.56
-0.16987965	-341.99
-0.180543009	-348.16
-0.1735331	-354.19
-0.18534582	-360.04
-0.190945735	-365.99
-0.198447832	-371.97
-0.195531253	-377.59
-0.199251735	-382.91
-0.210788331	-387.63
-0.20954158	-393.78
-0.20765234	-399.14
-0.212464033	-404.3
-0.210983618	-409.58
-0.224457258	-414.6
-0.220516729	-419.79
-0.22608505	-424.33
-0.223347058	-429.28
-0.228584268	-433.88
-0.23042684	-438.28
-0.235027153	-442.9
-0.239540683	-447.23
-0.247688959	-451.82
-0.238595142	-455.93
-0.247364119	-460.18
-0.248687559	-464
-0.256302093	-468.3
-0.257753494	-472.3
-0.260257254	-475.88
-0.253326231	-479.95
-0.263321687	-483.73
-0.260708467	-487.18
-0.261833483	-490.94
-0.266208751	-494.6
-0.267949147	-497.93
-0.270709171	-501.59
-0.268701496	-504.53
-0.277794304	-508.31
-0.278138949	-511.28
-0.282204366	-514.38
-0.28341423	-517.5
-0.283562923	-520.87
-0.28578448	-523.92
-0.286979661	-527
-0.287992063	-529.79
-0.289233337	-533.12
-0.294216707	-535.96
-0.290525289	-538.81
-0.298067657	-541.43
-0.295000238	-544.41
-0.299181489	-547.08
-0.300463985	-549.62
-0.299057663	-552.35
-0.307665521	-555.08
-0.303162771	-557.63
-0.302855844	-560.23
-0.306213139	-562.54
-0.30646115	-565.33
-0.309328601	-567.56
-0.308736825	-570.07
-0.314708175	-572.35
-0.311933284	-574.9
-0.320238266	-575.84
-0.312838193	-579.25
-0.316998354	-581.43
-0.319001739	-583.4
-0.320367907	-585.72
-0.318130295	-587.81
-0.320675685	-589.66
-0.321469485	-591.62
-0.326851484	-593.64
-0.330166089	-595.64
-0.325737333	-597.56
-0.333879568	-599.51
-0.332223407	-601.27
-0.32584064	-603.51
-0.330964675	-605.32
-0.339332165	-607.41
-0.346174329	-608.95
-0.344425642	-610.94
-0.332514468	-612.52
-0.339423369	-614.2
-0.338483059	-615.91
-0.344686011	-617.57
-0.342384191	-619.16
-0.340700114	-621.1
-0.335414295	-622.82
-0.350768759	-624.24
-0.341744404	-625.9
-0.339671562	-627.27
-0.347786343	-628.94
-0.348589063	-630.6
-0.349987238	-631.77
-0.346774112	-633.31
-0.358258608	-634.56
-0.353574183	-635.9
-0.350884863	-637.29
-0.347986537	-638.74
-0.354818169	-639.94
-0.359875633	-641.26
-0.359535374	-642.81
-0.357752257	-644.15
-0.348537579	-645.64
-0.365545055	-646.7
-0.358978513	-648.11
-0.365481471	-647.73
-0.361128903	-650.47
-0.359169788	-651.9
-0.36566616	-652.91
-0.36134391	-654.17
-0.362801824	-655.24
-0.358361065	-656.6
-0.364021477	-657.73
-0.36437449	-658.84
-0.3699149	-659.88
-0.368449887	-660.9
-0.370506346	-662.08
-0.369903226	-663.24
-0.37699972	-664.07
-0.373210498	-665.05
-0.370069063	-666.38
-0.374135054	-666.95
-0.377110721	-668.17
-0.373648184	-669.36
-0.37647844	-670.25
-0.373129581	-670.97
-0.377508427	-671.86
-0.376798009	-672.64
-0.377092276	-673.37
-0.379436325	-673.94
-0.38013944	-674.96
-0.378356808	-675.75
-0.390244619	-676.66
-0.384206391	-677.2
-0.387509803	-678.26
-0.386693959	-678.86
-0.386303718	-679.7
-0.382797551	-680.37
-0.42188853	-680.94
-0.396367078	-681.73
-0.385523442	-682.5
-0.390949945	-683.05
-0.400486588	-683.9
-0.401254489	-684.6
-0.389066028	-685.52
-0.393953736	-686.06
-0.405618358	-686.9
-0.400753875	-687.26
-0.382472849	-634.23
-0.370889869	-619.85
-0.365578414	-606.04
-0.355912791	-592.21
-0.353196307	-578.95
-0.339583698	-565.6
-0.335219272	-552.45
-0.32907082	-538.98
-0.322055132	-525.9
-0.318408874	-512.61
-0.30671132	-499.63
-0.30188598	-486.37
-0.293387348	-473.37
-0.286095307	-460.07
-0.277280377	-447.19
-0.270928285	-434.39
-0.263127663	-421.29
-0.260728552	-408.33
-0.252446605	-395.51
-0.242173695	-382.53
-0.234597692	-369.6
-0.229033349	-356.76
-0.218927325	-344.01
-0.208107532	-331.22
-0.205879728	-318.34
-0.198299323	-305.6
-0.191622228	-292.41
-0.183286071	-279.68
-0.176992679	-267.09
-0.168601072	-254.34
-0.160313663	-241.86
-0.150917202	-229.07
-0.146337873	-216.64
-0.146991744	-203.45
-0.132222819	-191.37
-0.126102377	-178.85
-0.119184684	-166.44
-0.114075065	-153.8
-0.106339397	-141.55
-0.096615323	-128.93
-0.09013803	-116.99
-0.080687164	-104.71
-0.077175898	-92.77
-0.077558388	-80.54
-0.060491984	-68.83
-0.058739641	-56.03
-0.049336123	-45.9
-0.042054353	-34.31
-0.035645582	-22.75
-0.035608509	-11.62
-0.025897908	-0.77
-0.017633284	10.36
-0.007760801	20.98
-0.00186659	32.94
0.007092219	43.95
0.001700218	54.82
0.018949373	65.9
0.011802793	76.39
0.028225876	87
0.022949063	97.34
0.026487159	107.3
0.059326739	117.35
0.056171479	128.08
0.061940342	138.03
0.074188919	148.14
0.067327673	157.76
0.076544623	167.38
0.080369448	177.03
0.082166807	186.53
0.095315688	195.66
0.109083995	204.79
0.108113071	213.84
0.109676434	222.82
0.111169464	231.65
0.130337031	240.16
0.132762865	248.48
0.135967181	256.84
0.151080937	265.11
0.136295213	273.33
0.164766993	281.35
0.161821742	289.08
0.151147379	296.87
0.162238539	304.39
0.175556807	311.91
0.187674764	318.96
0.181187191	326.27
0.182115145	333.44
0.190356881	340.36
0.186914482	347.41
0.193404439	353.98
0.20349627	360.53
0.218924212	367.02
0.187053492	373.39
0.224499813	379.71
0.22115364	385.9
0.208904391	391.87
0.191620556	397.8
0.227932513	403.75
0.23574016	409.28
0.245916043	414.88
0.245145834	420.33
0.216054267	426.04
0.241743163	431.21
0.238378244	436.34
0.239573034	441.3
0.250647695	446.17
0.243815231	450.31
0.251701084	455.98
0.247986094	461.05
0.254761402	465.42
0.279661407	469.91
0.280525011	474.24
0.273319407	478.61
0.277420518	482.99
0.284113258	487.28
0.280793964	491.57
0.27130192	495.36
0.289846423	499.56
0.288328574	503.67
0.292484309	507.57
0.282022796	511.12
0.294937272	514.99
0.28072518	518.78
0.293878128	522.38
0.302822465	525.76
0.306363997	529.41
0.292256578	532.68
0.310935165	536.3
0.321759943	539.5
0.306271718	542.4
0.29084657	546.05
0.305848336	549.2
0.32796921	552.3
0.323322502	555.32
0.30012237	558.42
0.302004269	561.38
0.324454954	563.97
0.322031949	566.88
0.330306785	569.83
0.338496884	572.3
0.334211058	575.11
0.32074366	577.56
0.32544193	580.26
0.333020735	582.54
0.339692194	585.23
0.333758265	587.6
0.334775498	584.21
0.324090932	590.98
0.325510525	594.78
0.33540305	597.5
0.331230652	599.49
0.319465485	601.97
0.347056052	604.06
0.3462264	606.31
0.355820441	608.29
0.359026539	610.36
0.327607433	612.54
0.346481206	614.68
0.35553239	616.63
0.368242629	618.37
0.345107781	618.89
0.342248766	622.03
0.358214596	624.15
0.364010997	625.78
0.369772058	627.9
0.359286385	629.8
0.360420092	631.54
0.349649897	633.47
0.366834267	635.17
0.364732387	636.88
0.368708933	638.66
0.353446449	640.53
0.366315701	642.04
0.370676114	643.66
0.374151265	644.96
0.36358232	646.67
0.360331248	648.11
0.372225492	649.78
0.396684148	651.5
0.364826467	652.7
0.365727318	654.03
0.383880967	655.46
0.375386698	656.9
0.37978319	658.32
0.384125254	659.56
0.382786166	660.8
0.387586284	662.19
0.38147866	663.6
0.381233896	664.81
0.369946253	662.22
0.386468699	666.44
0.382874202	668.52
0.331686708	669.85
0.39618789	671.2
0.3607278	672.41
0.385970382	673.72
0.397248986	674.87
0.365675958	676.09
0.373992357	677.36
0.369623974	678.84
0.413919588	679.98
0.399681587	681.19
0.382732852	682.29
0.386895335	683.71
0.402513234	684.8
0.373319045	685.97
0.37973155	686.61
0.40332799	687.5
0.378410849	688.5
0.389292141	689.7
0.416445403	690.5
0.357201737	691.7
0.379040375	692.8
0.388577847	693.6
0.393408647	694.8
0.387591488	695.7
0.39635146	696.7
0.396256805	697.5
0.393943417	698.2
0.409821369	699.3
0.411287284	700.1
0.414689078	700.7
0.415976572	701.8
0.392271719	702.5
0.424256439	703.6
0.406497075	704.2
0.421419796	705.1
0.408057739	705.9
0.412700421	706.6
0.399318038	707.2
0.419358787	708.1
0.414721524	708.5
0.396973668	709.5
0.401001824	710
0.421236735	711.1
0.396316335	711.5
0.414321358	712.5
0.415067148	712.8
0.420370451	714
0.419669938	714.3
0.396086049	678.94
0.394421841	665.03
0.371623408	651.89
0.373044946	638.65
0.381294106	625.84
0.371325574	612.73
0.355095933	600.15
0.361342967	586.88
0.340030414	574.57
0.327946453	561.35
0.341116157	548.58
0.330543753	535.85
0.341827416	523.02
0.329081955	510.52
0.305332864	497.71
0.295965593	485.16
0.297801467	472.62
0.288686208	460.19
0.293240394	447.75
0.282678699	435.48
0.289508448	423.26
0.289622214	410.29
0.246608416	398.24
0.248808303	385.66
0.232580813	373.31
0.234307583	360.63
0.217040164	348.65
0.236334331	336.17
0.247170592	324.11
0.211656451	311.8
0.205760102	300.25
0.204516989	288.07
0.193359925	275.43
0.194221594	263.87
0.183882251	251.67
0.172822661	239.48
0.164805191	227.54
0.159384292	215.71
0.142455266	203.85
0.144655186	192.19
0.127332424	180.01
0.141495406	168.44
0.085046885	156.77
0.122309198	144.77
0.126742328	132.76
0.110176357	121.46
0.088264606	110.02
0.064824782	98.32
0.078111948	86.97
0.05680406	75.78
0.076222665	64.31
0.056256856	53.02
0.057840183	42.01
0.040016829	30.71
0.041743483	19.25
0.037871291	8.55
0.032204134	-2.41
0.017158067	-13.07
0.013146681	-23.36
0.005754488	-34.01
0.002506424	-44.32
-0.005216306	-54.59
-0.013079598	-64.79
-0.013829691	-75.2
-0.023021369	-85.36
-0.025272705	-95.27
-0.042212619	-105.08
-0.042763758	-114.8
-0.03999279	-124.55
-0.060690381	-134.09
-0.063188703	-143.54
-0.06522308	-152.87
-0.08637642	-162.19
-0.070320721	-171.31
-0.077742324	-180.15
-0.082976405	-188.66
-0.097218485	-197.52
-0.0888825	-205.78
-0.096837555	-214.41
-0.103655358	-222.63
-0.098061204	-230.57
-0.10727883	-238.77
-0.115699975	-246.77
-0.125844129	-254.35
-0.124109858	-261.96
-0.127110437	-269.62
-0.134460531	-276.91
-0.142600087	-284.13
-0.146565551	-291.3
-0.150907476	-298.4
-0.155096584	-305.3
-0.155137618	-311.89
-0.16263007	-318.64
-0.167008554	-325.21
-0.169441962	-331.76
-0.173349992	-338.35
-0.172956404	-344.4
-0.182263066	-350.44
-0.183609709	-356.39
-0.187408583	-362.38
-0.189527423	-367.89
-0.195895592	-373.47
-0.20991186	-379.24
-0.205077811	-384.56
-0.214620841	-390
-0.204855911	-395.25
-0.210633501	-400.5
-0.214543934	-406.01
-0.218954719	-410.6
-0.221320603	-415.62
-0.225357016	-420.47
-0.229659652	-425.46
-0.231299303	-429.84
-0.236508207	-434.35
-0.233375588	-439.1
-0.243610709	-443.38
-0.240722992	-447.51
-0.244349512	-452.11
-0.243979998	-456.26
-0.248964005	-460.43
-0.249772343	-464.23
-0.252134486	-468.53
-0.261356509	-472.51
-0.256717926	-476.14
-0.26094229	-479.71
-0.265525022	-483.69
-0.263846606	-486.98
-0.269740492	-490.95
-0.270626891	-494.16
-0.270185742	-497.51
-0.275128738	-500.92
-0.274490127	-504.26
-0.274114246	-507.43
-0.284892541	-511.23
-0.281866897	-513.93
-0.283229193	-517.3
-0.284521267	-520.34
-0.288277261	-523.27
-0.28857622	-526.51
-0.293173422	-528.99
-0.293320968	-532.14
-0.301043501	-535.07
-0.297584069	-537.71
-0.298716256	-540.55
-0.299544642	-543.4
-0.297148698	-545.83
-0.302328593	-548.63
-0.303382364	-551.23
-0.307783615	-553.64
-0.309665638	-556.37
-0.313474724	-558.87
-0.305824066	-561.01
-0.317184308	-563.65
-0.315202147	-566.01
-0.317248008	-568.27
-0.315957071	-570.34
-0.318703159	-572.84
-0.324294882	-574.78
-0.324851275	-576.92
-0.324478608	-579.32
-0.323424654	-581.16
-0.332708605	-583.61
-0.327999451	-585.44
-0.327428042	-587.53
-0.326464658	-589.52
-0.337007696	-591.45
-0.338269292	-593.45
-0.33681213	-595.64
-0.339135792	-597.39
-0.345307585	-599.56
-0.343152475	-601.23
-0.341534005	-603
-0.336842236	-604.74
-0.339255895	-606.58
-0.332396607	-608.19
-0.347998932	-610.08
-0.34747551	-611.71
-0.343532954	-613.91
-0.342088647	-615.2
-0.343013454	-616.92
-0.346867848	-618.4
-0.347814766	-620.07
-0.345756501	-621.64
-0.361472403	-623.37
-0.36133725	-625.04
-0.367632349	-626.53
-0.361042905	-627.66
-0.352042483	-629.21
-0.35558552	-630.71
-0.355012004	-632.33
-0.361540059	-633.71
-0.361511807	-635.2
-0.365268198	-636.65
-0.36471541	-638.05
-0.365811656	-639.01
-0.370467423	-640.38
-0.366396611	-641.76
-0.36845958	-643.15
-0.367396688	-644.32
-0.366123123	-646.05
-0.368658355	-647.14
-0.362977114	-648.63
-0.377155855	-649.7
-0.37519542	-650.9
-0.369016333	-652.46
-0.367372749	-653.75
-0.376876148	-654.51
-0.379809334	-655.99
-0.374448024	-657.27
-0.371593713	-658.37
-0.381582783	-659.5
-0.376157655	-660.91
-0.376162085	-662.13
-0.382499121	-663.34
-0.379136432	-664.43
-0.37283951	-665.58
-0.385810177	-666.8
-0.376308382	-667.58
-0.385911607	-668.47
-0.386351892	-669.64
-0.381481028	-670.39
-0.382133496	-671.34
-0.389176151	-672.48
-0.386127393	-673.71
-0.384452125	-674.35
-0.386330571	-675.65
-0.386981534	-676.41
-0.387064453	-677.44
-0.393828344	-678.62
-0.386744353	-679.31
-0.393649426	-680.4
-0.39728256	-681.17
-0.389208672	-682.12
-0.388508473	-682.92
-0.403446327	-684.08
-0.397211468	-685.1
-0.39688194	-685.95
-0.395643552	-686.71
-0.403034301	-687.62
-0.400898772	-688.53
-0.400231542	-652.58
-0.376379305	-638.08
-0.378145338	-624.16
-0.366760265	-610.64
-0.358520902	-596.9
-0.352788987	-583.84
-0.345024316	-570.36
-0.333644989	-556.92
-0.334862702	-543.99
-0.318177657	-530.98
-0.320172704	-517.52
-0.306487365	-504.44
-0.3034559	-491.68
-0.294375851	-478.32
-0.291639207	-464.91
-0.28007856	-452.36
-0.269587703	-439.13
-0.266081485	-425.9
-0.259414838	-413.36
-0.253172273	-400.51
-0.244252893	-387.3
-0.239448952	-374.99
-0.236474727	-361.92
-0.226323957	-349.13
-0.216988311	-336.56
-0.207748146	-323.93
-0.197415039	-310.85
-0.193123379	-297.97
-0.184827496	-285.53
-0.182024687	-272.77
-0.168469616	-260.01
-0.167634352	-247.54
-0.166101733	-235.01
-0.153108354	-222.24
-0.146618886	-210.03
-0.147733738	-197.23
-0.124291335	-184.73
-0.124478023	-172.11
-0.113133872	-159.91
-0.10631727	-147.37
-0.100930279	-135.21
-0.086812453	-122.94
-0.087130422	-110.9
-0.084831416	-98.38
-0.073324141	-86.4
-0.063832335	-74.5
-0.055938795	-62.88
-0.052250973	-51.2
-0.049292892	-39.79
-0.038793416	-28.65
-0.027519296	-16.99
-0.023458487	-6.29
-0.016746728	5.06
-0.006264336	15.8
-0.002734483	26.9
0.00214927	38.38
0.015658994	49.37
0.01617448	60.22
-0.002722452	70.76
0.029932931	81.46
0.014750369	91.86
0.019874988	102.05
0.05019946	111.96
0.051902868	122.11
0.058097278	132.43
0.068290687	142.34
0.07901412	152.53
0.084251465	162.23
0.079470519	171.83
0.091296146	181.31
0.093133124	190.4
0.110293622	199.38
0.106008614	208.66
0.112369865	217.56
0.118836118	226.45
0.118593321	234.83
0.131261163	243.62
0.124762776	252.05
0.134776419	260.3
0.141764407	268.16
0.144485604	276.61
0.16134125	284.16
0.163774359	292.06
0.166941943	299.87
0.171772714	307.45
0.180325647	314.37
0.164257393	321.98
0.183482039	328.68
0.176328027	335.93
0.184483049	342.93
0.185588985	349.73
0.208391981	356.22
0.207795456	363.04
0.211964202	369.35
0.206540154	375.68
0.209139309	381.94
0.216634392	388.05
0.210857415	393.92
0.222198264	399.93
0.233089418	405.67
0.237900596	411.1
0.204658414	416.8
0.242430964	422.34
0.246525188	427.47
0.236198454	432.76
0.241847598	438.04
0.247259185	443.19
0.214817623	448.11
0.262495266	452.91
0.238620003	457.52
0.248310193	462.34
0.270460821	466.65
0.269517111	471.69
0.272042992	475.72
0.259077724	480.11
0.278249899	484.53
0.287750623	488.78
0.274369059	493.04
0.284280798	497.16
0.293822934	501.22
0.283429246	504.96
0.292681301	508.89
0.297992036	512.85
0.294616877	516.37
0.299782726	519.96
0.318810611	523.89
0.29947561	527
0.308595471	530.95
0.288259397	533.99
0.301538989	537.68
0.308555065	540.77
0.303439939	544.1
0.306304781	547.06
0.308062293	550.08
0.314408232	552.87
0.297155401	556.18
0.308992102	559.02
0.295061935	561.99
0.331284698	564.64
0.317997659	567.44
0.316120656	570.35
0.306181562	572.89
0.324442152	575.71
0.319723469	578.04
0.326668338	580.59
0.318649592	583.29
0.330413449	585.92
0.342763636	588.31
0.326819725	590.68
0.355180104	593.46
0.357687809	595.58
0.307348739	598.02
0.339726944	600.33
0.345679955	602.39
0.357282971	604.4
0.359947493	606.63
0.358677924	609.01
0.339590171	611.19
0.342915079	612.93
0.33743901	615.32
0.360840006	617.11
0.36175388	619.24
0.346810614	621
0.350102112	622.84
0.358631997	624.79
0.349617582	626.82
0.359549197	628.45
0.373940666	630.44
0.376519555	632.23
0.357017606	633.94
0.368965862	635.69
0.373149581	637.48
0.374522396	639.13
0.362391885	641.11
0.358142546	642.31
0.38345482	644.3
0.385708027	645.74
0.348218958	647.37
0.374016077	648.95
0.383076243	649.95
0.371603498	651.77
0.369504043	653.18
0.359472289	654.45
0.377629493	656.32
0.374184107	657.49
0.368219916	658.89
0.38007081	659.98
0.34929662	661.24
0.376406705	662.61
0.389983372	663.9
0.393717635	664.88
0.383757088	666.38
0.389555639	667.76
0.37707661	669.1
0.404461152	670.49
0.387643909	671.76
0.397855096	672.86
0.394772592	674.02
0.379468334	675.25
0.393406479	676.38
0.371194605	677.72
0.39609525	679.19
0.400858186	680.03
0.394126456	681.41
0.363706512	682.45
0.394134106	683.85
0.388408944	684.62
0.385231926	685.7
0.379704609	686.7
0.392619932	688.03
0.40343136	689.1
0.409281749	690.5
0.397618737	691.5
0.397874131	692.6
0.404657308	693.4
0.385510491	692.3
0.403136778	695.7
0.406683559	696.5
0.38872377	697.9
0.412904308	698.7
0.41102419	699.5
0.408458599	700.2
0.400382211	701.2
0.402508756	702.2
0.410236204	703.1
0.416733635	704.1
0.400782719	704.8
0.411011604	705.7
0.415927724	706.6
0.408478939	707.2
0.411825317	708.4
0.415558348	709
0.417676225	709.9
0.396951753	710.6
0.421278877	711.5
0.407216253	712.2
0.42659919	713.3
0.38605534	713.8
0.425563679	714.6
0.420352299	715.5
0.425332048	716.2
0.409319716	716.4
0.415186454	717
0.425415087	717.5
0.426443926	718.4
0.426278983	718.6
0.412819252	719.9
0.428766733	720.2
0.424853831	720.7
0.429677831	721.2
0.414136364	721.8
0.428949769	722.4
0.419656662	722.9
0.430629509	723.4
0.424794882	724.3
0.432891519	725
0.431254007	725.5
0.42834633	726.1
0.436187037	726.6
0.427098011	727.1
0.446917466	727.7
0.4398418	728.3
0.446284254	728.9
0.428283331	729.5
0.431024404	675.62
0.418439683	662.3
0.410230983	648.99
0.405676986	635.87
0.402495237	623.07
0.36860324	609.87
0.367747276	597.18
0.35973032	584.21
0.357170203	571.9
0.373542869	559.09
0.35758217	546.33
0.349845655	534.08
0.331344955	521.11
0.324081768	508.4
0.310437833	496.08
0.326254982	483.67
0.32859404	471
0.312165529	458.71
0.301155804	446.17
0.295357764	433.86
0.287999115	421.49
0.265864009	409.1
0.27726125	396.75
0.26965051	384.52
0.258822934	372.29
0.278101159	360.09
0.247754093	348.09
0.239278368	335.5
0.228562218	323.65
0.236729772	311.66
0.244320228	299.7
0.233008919	287.5
0.216655078	275.33
0.213825831	263.24
0.199117399	251.58
0.199089421	239.41
0.185843884	227.59
0.156147063	215.88
0.166910168	204.16
0.154462065	192.38
0.154693716	180.47
0.157134767	168.87
0.136862649	157.24
0.152148743	146.04
0.121388261	134.26
0.13830773	122.9
0.109451615	111.73
0.10876904	100.37
0.10939543	89.11
0.089747541	77.56
0.076143992	67
0.085147317	55.76
0.064908036	44.83
0.078773721	33.19
0.067318607	22.4
0.054802428	11.2
0.050008984	0.88
0.032184677	-9.56
0.022879846	-19.66
0.024750945	-29.95
0.025327608	-40.44
0.024008379	-50.27
0.008315389	-60.52
-6.9387E-05	-70.03
-0.00504556	-79.98
-0.003974422	-89.67
-0.013690953	-99.56
-0.011884873	-108.99
-0.024787555	-118.38
-0.029453775	-127.74
-0.036521284	-137.24
-0.051350973	-146.15
-0.051485095	-155.13
-0.056645518	-164.05
-0.060942471	-172.69
-0.071457248	-181.38
-0.070490727	-189.83
-0.07068699	-197.93
-0.078621952	-206.1
-0.085582615	-214.25
-0.085915033	-222.26
-0.086562748	-229.97
-0.111114555	-237.65
-0.114255661	-245.12
-0.107355051	-252.66
-0.109493829	-259.84
-0.109389395	-267.47
-0.117739378	-274.15
-0.120193006	-281.5
-0.122865999	-287.9
-0.133463411	-294.64
-0.134877578	-301.27
-0.14375992	-308.07
-0.145818598	-314.35
-0.146962074	-320.42
-0.151629553	-326.6
-0.159294955	-332.91
-0.155211378	-338.96
-0.157691974	-344.63
-0.166805921	-350.26
-0.166912276	-356
-0.178405437	-361.08
-0.179171472	-366.8
-0.179012492	-372.19
-0.186997932	-377.42
-0.187026328	-382.35
-0.187847587	-387.46
-0.189018759	-392.59
-0.196706416	-397.42
-0.197174853	-402.18
-0.202360896	-406.83
-0.209616593	-411.32
-0.211160419	-416.14
-0.206697912	-420.6
-0.220843862	-425.01
-0.219151655	-429
-0.22270787	-433.24
-0.225597214	-437.44
-0.235682415	-441.57
-0.230712039	-445.58
-0.239047161	-449.49
-0.238357393	-453.35
-0.23707644	-456.9
-0.237297493	-460.9
-0.249469896	-464.46
-0.238717528	-467.9
-0.245605428	-471.46
-0.24755025	-475.02
-0.250004023	-478.43
-0.248935135	-481.65
-0.255952929	-485.18
-0.255798267	-488.88
-0.254914181	-491.61
-0.264085256	-494.82
-0.266263702	-498.02
-0.261703749	-501.09
-0.272203051	-504.17
-0.266436818	-507.32
-0.273043931	-510.21
-0.274196997	-512.92
-0.277947454	-515.86
-0.282850574	-518.86
-0.284985813	-521.6
-0.287557314	-524.2
-0.290118385	-526.88
-0.291270832	-529.46
-0.28775126	-532.17
-0.288617481	-534.71
-0.290930991	-537.01
-0.289824519	-539.74
-0.2922196	-542.2
-0.293199951	-544.37
-0.290275899	-546.55
-0.302462455	-549.18
-0.300954731	-551.27
-0.30308412	-553.51
-0.305341618	-555.7
-0.30745507	-557.9
-0.309291463	-560.23
-0.305840455	-562.59
-0.307454039	-564.62
-0.309205606	-566.7
-0.310909058	-568.7
-0.310517897	-570.75
-0.311543555	-572.8
-0.316608447	-574.83
-0.322649746	-576.88
-0.320879651	-578.65
-0.316657126	-580.52
-0.322335309	-582.6
-0.321112579	-584.43
-0.326255571	-586.24
-0.323008883	-587.64
-0.32731109	-589.87
-0.327910722	-591.63
-0.333231879	-593.52
-0.331543394	-595.52
-0.326810386	-596.99
-0.329562303	-598.58
-0.33377166	-600.09
-0.334873886	-601.69
-0.326492019	-603.48
-0.333393599	-604.76
-0.33401513	-606.6
-0.335839163	-608.14
-0.337572448	-609.78
-0.340691632	-611.35
-0.342150226	-612.94
-0.341550197	-614.61
-0.346276959	-616.21
-0.341358208	-617.64
-0.342401697	-619.17
-0.343564765	-620.54
-0.347708599	-621.88
-0.348448667	-623.03
-0.353359466	-624.54
-0.355622837	-626.06
-0.358155924	-627.32
-0.35844045	-628.64
-0.361091115	-629.82
-0.364591141	-631.02
-0.35921877	-632.99
-0.361771265	-633.82
-0.361176892	-635.21
-0.367785693	-636.7
-0.364127579	-637.81
-0.359802248	-639.08
-0.369043766	-640.39
-0.356064123	-641.61
-0.3637904	-642.96
-0.353787505	-643.88
-0.371354773	-644.98
-0.367609494	-646.1
-0.367865357	-647.33
-0.372165285	-648.46
-0.36429452	-649.81
-0.369979171	-650.8
-0.368605029	-651.95
-0.368379451	-652.96
-0.369831363	-654.27
-0.361791009	-655.24
-0.377883429	-656.4
-0.370988608	-657.6
-0.371627145	-658.74
-0.377000713	-659.57
-0.369960903	-660.59
-0.380100662	-661.64
-0.374058649	-662.69
-0.374200489	-663.83
-0.380297436	-664.76
-0.381493491	-665.93
-0.37776996	-666.76
-0.380348676	-668.06
-0.375718073	-669.16
-0.382307969	-670.03
-0.384400842	-670.84
-0.387143804	-671.93
-0.381133153	-672.8
-0.385224876	-674.05
-0.388622323	-675.24
-0.38850597	-675.73
-0.38979289	-676.77
-0.390937124	-677.7
-0.388259706	-678.67
-0.390553507	-679.66
-0.393880288	-680.36
-0.38922685	-681.42
-0.395971656	-682.03
-0.389893721	-683.22
-0.396823222	-683.86
-0.389055609	-685.01
-0.393631165	-685.89
-0.397155575	-686.79
-0.397113651	-687.22
-0.396206685	-688.41
-0.400132369	-688.74
-0.399958061	-689.85
-0.401115334	-690.76
-0.40165598	-691.69
-0.402034035	-692.26
-0.404521643	-693.14
-0.407909323	-693.68
-0.40185575	-694.71
-0.407777815	-695.51
-0.408734412	-696.1
-0.416318215	-696.43
-0.406327212	-697.18
-0.412694789	-697.57
-0.410950064	-698.28
-0.409162178	-699.28
-0.423959831	-700.01
-0.41659453	-700.52
-0.420039202	-701.36
-0.414816863	-701.72
-0.426089237	-702.64
-0.428501955	-703.52
-0.426181965	-704.11
-0.421114036	-704.72
-0.436566124	-705.27
-0.435644136	-705.99
-0.435406411	-706.37
-0.436139759	-707.15
-0.427346405	-708.22
-0.437772143	-708.89
-0.44051455	-709.17
-0.445422886	-710.18
-0.443423257	-710.34
-0.4514397	-711.32
-0.418543171	-654.07
-0.407903756	-639.77
-0.408242711	-625.37
