qc av (%)	Lateral Force (kN)
0.097040493	244.76
0.144909256	254.72
0.136530452	264.39
0.14048615	273.98
0.124356048	283.75
0.151941229	293.27
0.133186394	302.59
0.158177546	312.04
0.155498554	321.28
0.183466632	303.72
0.166318499	293.94
0.159730385	283.21
0.151029688	273.53
0.15632267	263.57
0.150661922	253.37
0.140421407	243.56
0.157950492	233.84
0.1456017	223.31
0.133009717	213.12
0.103903266	203.27
0.123455271	193.58
0.11989928	183.56
0.095228393	173.61
0.110726331	164.05
0.076951195	154.01
0.097557629	144.37
0.080072985	134.61
0.06671981	124.7
0.077288876	114.9
0.053928566	105.01
0.052142289	95.3
0.046124265	85.54
0.052241696	75.27
0.054983348	65.69
0.043032795	55.81
0.033012096	45.78
0.023910221	35.88
0.023095859	25.67
0.019512243	15.45
0.013155754	6
0.001968504	-4.13
-0.005337622	-13.43
-0.005862822	-23.42
-0.015867495	-33.22
-0.018313161	-43.34
-0.01432707	-52.96
-0.031406484	-62.93
-0.029591233	-73.16
-0.045447444	-83.37
-0.038468845	-93.33
-0.04875021	-103.4
-0.053376382	-113.58
-0.056645209	-123.28
-0.0748029	-133.74
-0.066505753	-143.81
-0.082788899	-153.83
-0.084792691	-163.85
-0.08791079	-173.83
-0.088667078	-184.03
-0.092223188	-194.11
-0.10323313	-204.48
-0.108011095	-214.57
-0.111610891	-225.09
-0.136045238	-235.16
-0.150884026	-245.19
-0.138369393	-255.67
-0.139569105	-265.29
-0.142982752	-274.74
-0.147963606	-284.35
-0.156803997	-293.54
-0.186793424	-302.85
-0.174445143	-312.01
-0.166642905	-320.68
-0.170661508	-302.33
-0.184446947	-291.56
-0.160665843	-281.22
-0.149883204	-271.27
-0.147124943	-261.39
-0.136262689	-250.92
-0.143836102	-240.76
-0.129600452	-230.46
-0.13641213	-220.03
-0.116137059	-209.95
-0.105595896	-199.8
-0.10448014	-189.42
-0.099687815	-179.67
-0.099129315	-168.94
-0.0931533	-158.74
-0.085383953	-148.79
-0.080179477	-138.67
-0.071197688	-128.22
-0.078876708	-118.27
-0.058175266	-107.89
-0.06053741	-98.17
-0.050047826	-88.04
-0.057222213	-78.04
-0.037307285	-68.28
-0.039744998	-58.22
-0.020044714	-48.6
-0.023314509	-38.34
-0.013878354	-28.83
-0.015213706	-19.1
-0.002892089	-9.37
-0.014053405	0.45
-0.003017501	10.15
-0.001975481	20.08
0.04716285	89.35
0.037227083	98.77
0.049019938	108.79
0.083620399	118.41
0.076714423	128.39
0.07705578	137.92
0.073225959	148.25
0.079910755	158.25
0.093124674	168.11
0.102002944	178.4
0.099171385	188.28
0.108840903	198.03
0.114934095	207.73
0.108131924	217.78
0.117529374	227.63
0.128057686	237.73
0.14431053	247.36
0.140779401	257.39
0.152082176	267.08
0.151304404	277.09
0.165253919	286.8
0.153917227	296.49
0.140101403	306.25
0.17973173	316.06
0.155924858	325.37
0.16081572	309.71
0.178768042	299.51
0.170470542	289.28
0.155326325	279.34
0.158336339	269.46
0.148735185	259.38
0.139183233	249.64
0.141178254	239.69
0.12169399	229.67
0.125504997	219.85
0.115944002	209.85
0.123693473	199.97
0.120269973	190.13
0.104856947	180.21
0.10391748	170.43
0.08835672	160.35
0.092676182	150.69
0.091295615	141.17
0.087595441	130.89
0.071207357	121.31
0.059634067	111.39
0.060552544	101.66
0.060735617	91.95
0.051186631	82.05
0.051135767	72.31
0.035943626	61.94
0.031438502	52.39
0.0349293	42.34
0.035010798	32.62
0.017229586	22.01
0.020745837	12.14
0.014475215	2.74
-0.003147753	-6.97
0.001846093	-16.7
0.00134039	-26.54
-0.012949801	-36.39
-0.006233458	-46.24
-0.035434323	-56.12
-0.032957131	-66.05
-0.042595217	-76.22
-0.02655318	-86.25
-0.043374753	-96.3
-0.043761373	-106.28
-0.064119336	-116.43
-0.06005227	-126.92
-0.062968293	-136.79
-0.07055952	-146.63
-0.073384672	-156.92
-0.088298289	-166.91
-0.089881382	-176.8
-0.094511706	-186.99
-0.108623309	-197.24
-0.112360643	-207.03
-0.10463329	-217.21
-0.116093977	-227.51
-0.133819456	-237.6
-0.132703909	-247.89
-0.147898386	-258.12
-0.136304148	-268.1
-0.139267297	-277.87
-0.154420679	-287.84
-0.160657846	-297.89
-0.18318724	-308
-0.197960187	-317.66
-0.170214999	-303.27
-0.152250801	-292.59
-0.154243257	-282.15
-0.142139624	-272.14
-0.142665546	-261.87
-0.142622019	-251.64
-0.130998824	-241.29
-0.147492153	-231.18
-0.125697235	-221.05
-0.129440106	-210.8
-0.111703967	-200.14
-0.116494964	-190.2
-0.10496289	-180.1
-0.094982165	-169.79
-0.095210934	-159.42
-0.082675454	-149.4
-0.082448893	-139.11
-0.059334996	-129.28
-0.083202801	-118.59
-0.071858539	-108.59
-0.062683686	-98.65
-0.064110195	-88.5
-0.047413283	-78.66
-0.04600846	-68.77
-0.049867523	-58.69
-0.032061983	-49.14
-0.027222442	-39.18
-0.010820148	-29.36
-0.00298173	-19.65
-0.008210962	-9.94
-0.009669032	-0.22
-0.000958049	9.62
0.010238663	19.35
-0.011134836	29.72
0.008697315	39.52
0.017386505	49.37
0.019838195	59.25
0.033229404	69.19
0.038263969	78.73
0.03288045	88.92
0.057159538	98.48
0.069623684	108.6
0.065960255	117.93
0.073103417	128.07
0.082280985	137.45
0.093123056	147.59
0.102151005	157.83
0.100482838	167.63
0.105060338	177.77
0.116970137	187.64
0.10965304	197.79
0.109166223	207.43
0.101325783	217.64
0.10193217	227.45
0.137750206	237.45
0.130506718	247.2
0.160690155	257.4
0.132283514	266.97
0.125875593	276.97
0.089494715	286.82
0.083050428	296.54
-0.110500571	306.29
0.111485435	316.03
0.167678033	325.8
0.177155634	308.62
0.185245124	298.35
0.157140923	288.52
0.159300746	278.43
0.146992436	268.59
0.153780955	258.41
0.137497815	248.48
0.125679778	238.82
0.10237296	228.89
0.094049996	218.81
0.117934037	209.11
0.109790228	199.41
0.121380027	189.43
0.084491452	179.6
0.090437346	170.03
0.102395609	159.87
0.095135147	150.5
0.074544361	140.47
0.098817475	130.66
0.078273465	121.16
0.068566592	111.15
0.076396623	101.11
0.041207045	91.32
0.051150868	81.55
0.031345525	71.63
0.044401011	61.62
0.035150024	51.9
0.035136845	41.93
0.02859146	32.04
0.011976887	21.76
0.019286283	11.62
0.011721591	2.07
-0.001806132	-7.5
0.001158436	-17.2
-0.008459819	-27.16
-0.02049245	-37
-0.018105082	-46.46
-0.018863394	-56.45
-0.02942135	-66.56
-0.032987969	-76.76
-0.032687318	-86.69
-0.037933802	-96.68
-0.054885162	-107.02
-0.071803267	-116.96
-0.061830308	-126.9
-0.062603554	-137.23
-0.080733283	-147.21
-0.075786493	-157.29
-0.087083915	-167.32
-0.10197385	-177.43
-0.097533759	-187.53
-0.102829128	-197.25
-0.103800865	-207.41
-0.111942849	-217.55
-0.122662198	-227.73
-0.119730997	-237.75
-0.134133445	-248.02
-0.131399918	-258.1
-0.151863553	-268.16
-0.138802702	-278.17
-0.151416639	-287.83
-0.154467003	-297.71
-0.167517586	-307.88
-0.181444935	-317.97
-0.176630452	-303.63
-0.160311336	-292.96
-0.14956689	-282.35
-0.147289508	-272.14
-0.146217754	-262.06
-0.135049076	-251.66
-0.141925428	-241.7
-0.129428303	-231.29
-0.122575725	-221.21
-0.114688305	-210.81
-0.110915286	-200.56
-0.113950592	-190.52
-0.09997563	-180.31
-0.093512978	-169.72
-0.104749272	-159.42
-0.081278755	-149.76
-0.088124841	-139.17
-0.069901093	-129.13
-0.07816221	-118.84
-0.05917684	-108.77
-0.060322657	-98.82
-0.052919954	-88.86
-0.052792094	-78.76
-0.056231879	-68.92
-0.045544254	-59.11
-0.036662357	-49.06
-0.034145723	-39.41
-0.026633333	-29.5
-0.035066852	-19.7
-0.013811164	-10.14
-0.012624325	-0.34
-0.00447943	9.24
0.005660524	18.87
0.020353243	29.18
0.039227459	39.3
0.007901371	49.13
0.021222039	59.2
0.031215239	68.98
0.038400282	78.83
0.029686711	88.69
0.050402256	98.38
0.063338008	107.94
0.05044172	117.68
0.074354695	127.84
0.079480095	137.41
0.077536261	147.41
0.079463649	157.57
0.095477663	167.49
0.103182617	177.57
0.10998469	187.38
0.110039153	197.53
0.109123768	206.96
0.107676954	217.12
0.106734561	227.08
0.114453312	237.04
0.122927571	246.98
0.148356025	256.67
0.144294351	266.38
0.165433931	276.38
0.093411796	286.42
0.010360589	296.15
0.086681274	305.75
-0.005109443	315.84
0.071506117	325.69
0.170140884	309.86
0.172539046	299.72
0.159923558	289.62
0.167112198	279.28
0.146496361	269.57
0.155108162	259.75
0.142962392	250.15
0.125761928	240.08
0.135779414	230
0.10290398	220.23
0.126864349	210.28
0.132183535	200.33
0.122605637	190.65
0.106753519	180.54
0.110215812	170.99
0.104109571	160.85
0.089768115	151.23
0.093140805	141.54
0.076988751	131.54
0.073811554	121.69
0.066081102	111.92
0.06352884	101.68
0.071892724	92.31
0.053837991	82.34
0.064620002	72.14
0.022848252	62.29
0.04109378	52.37
0.034330545	42.69
0.026938948	32.78
0.022292241	22.51
0.026095681	12.5
0.011995913	2.86
0.004854729	-6.84
-0.00582606	-16.79
0.008214748	-26.56
-0.022508379	-36.41
-0.024087594	-45.76
-0.04142261	-56.11
-0.026354445	-65.99
-0.033563643	-75.78
-0.041848358	-86.08
-0.041583291	-96.15
-0.058246704	-106.4
-0.057513307	-116.22
-0.065668437	-126.4
-0.067731328	-136.57
-0.066807702	-146.66
-0.080992468	-156.36
-0.078621598	-166.64
-0.102043502	-176.49
-0.099839385	-186.98
-0.103493019	-197.03
-0.105773593	-206.95
-0.107506845	-217.26
-0.121710338	-227.27
-0.13211545	-237.29
-0.129973236	-247.77
-0.133291327	-257.63
-0.138733762	-267.76
-0.147745826	-277.78
-0.157239375	-287.51
-0.18517418	-297.9
-0.192762052	-307.76
-0.165390249	-318
-0.191529892	-303.02
-0.168822498	-292.63
-0.147861726	-282.04
-0.150572368	-271.95
-0.14394613	-261.92
-0.150161623	-251.45
-0.143770078	-241.12
-0.135920646	-231.1
-0.126345645	-220.39
-0.116116185	-210.3
-0.11403851	-200.33
-0.109592251	-190.2
-0.099787897	-180.2
-0.106904918	-169.87
-0.095625327	-159.42
-0.08847399	-149.57
-0.102287392	-139.19
-0.070126913	-128.87
-0.070230839	-118.89
-0.057959925	-108.7
-0.054379776	-98.8
-0.059921411	-88.69
-0.049332941	-78.46
-0.038825993	-68.96
-0.038458164	-58.78
-0.038086559	-49.09
-0.026374323	-39.07
-0.014589114	-29.67
-0.017928844	-19.79
-0.010255234	-10.1
-0.015009741	-0.21
0.006736266	9.6
0.006339658	22.12
0.019045915	35.72
0.021918393	49.13
0.023669795	62.37
0.051539681	75.57
0.025596691	88.53
0.04987763	101.66
0.047454282	114.75
0.071376318	127.67
0.072264947	140.63
0.095644175	154.1
0.100267729	167.5
0.108621016	180.88
0.097443291	194.01
0.105029565	207.29
0.105650243	220.52
0.118359892	233.64
0.090835656	246.94
0.124600724	260.23
0.149839435	273.08
0.148029	286.45
0.169085602	299.71
0.118176562	312.83
0.168651532	325.71
0.192207107	338.9
0.190932296	351.22
0.20528056	363.63
0.209589404	375.78
0.216322305	387.7
0.223122919	399.6
0.208949942	410.9
0.235133623	422.3
0.238831777	433.53
0.250043346	444.69
0.253878176	455.42
0.233275122	466.33
0.270410812	438.32
0.25046525	424.78
0.22110359	411.13
0.22225646	397.88
0.214279769	384.63
0.22954106	371.56
0.212707931	358.01
0.212573113	345.12
0.214421246	331.74
0.211273927	318.78
0.189257324	305.34
0.191734309	292.73
0.185622974	279.27
0.163848247	266.1
0.154907992	253.15
0.149784225	239.97
0.124683122	226.99
0.150258135	214.24
0.133916355	200.89
0.122918789	187.93
0.111427353	175.15
0.121907707	162.17
0.072887843	148.92
0.099029572	135.73
0.073884173	123.08
0.079443622	110.07
0.066594434	97.17
0.05902344	84.25
0.042479212	71.06
0.054617958	57.87
0.026474703	45.01
0.025765973	31.43
0.027786002	18.09
0.019518297	5.65
0.008439426	-7.2
-0.002823421	-20.03
-0.012400184	-32.85
-0.009622759	-45.76
-0.026216185	-59
-0.030067158	-71.9
-0.036337084	-85.24
-0.038099591	-98.61
-0.045430581	-111.58
-0.05651358	-124.84
-0.063508885	-137.72
-0.066050726	-151.02
-0.087623445	-164.13
-0.086705663	-177.36
-0.086837379	-190.05
-0.104239433	-203.28
-0.105430742	-216.56
-0.114425254	-229.5
-0.121131436	-242.71
-0.134409938	-255.64
-0.14251717	-268.88
-0.141989965	-281.45
-0.153401177	-294.43
-0.171949199	-306.84
-0.199862353	-319.86
-0.177792717	-332.65
-0.191865778	-345.3
-0.215636344	-357.34
-0.184700674	-368.73
-0.190842629	-380.47
-0.21440248	-391.7
-0.206970734	-402.78
-0.217640459	-413.77
-0.22119918	-424.32
-0.227664507	-435.05
-0.233942882	-445.46
-0.239516844	-455.74
-0.24578632	-465.81
-0.240538603	-437.28
-0.233128946	-422.95
-0.232358175	-409.34
-0.222264699	-395.66
-0.216345787	-381.99
-0.217083563	-368.6
-0.211778899	-355.36
-0.190563528	-341.42
-0.184525414	-327.62
-0.172844901	-314.63
-0.176123328	-300.88
-0.163235315	-287.49
-0.162323691	-274.39
-0.149010824	-260.81
-0.144696865	-247.67
-0.138790952	-233.71
-0.129547648	-220.5
-0.128605074	-206.73
-0.11633129	-193.37
-0.10508892	-180.29
-0.103201318	-166.62
-0.088965807	-153.03
-0.094431996	-139.68
-0.075053455	-126.6
-0.072930224	-113.21
-0.064172179	-100.12
-0.055838963	-86.63
-0.051657939	-73.57
-0.033282203	-60.63
-0.033256994	-47.88
-0.036496755	-34.91
-0.00904614	-21.94
-0.017712627	-9.41
-0.014854002	3.44
0.006486122	15.81
0.009538274	29.27
0.015765339	42.54
0.015418728	55.15
0.030357648	68.2
0.013718683	81.05
0.051960407	93.86
0.037027016	106.74
0.053763072	119.24
0.065383166	131.98
0.074012985	144.43
0.082576928	157.05
0.10140801	169.54
0.105956636	182.23
0.109300804	195.5
0.114000426	208.26
0.111513442	220.88
0.025127309	233.43
0.107868665	245.97
0.044755759	258.71
0.139499104	271.47
0.144619087	283.91
0.158318648	296.45
0.174501986	308.71
0.168229541	321
0.170412392	333.38
0.164373007	345.52
0.186899737	358.07
0.232557738	370.21
0.199200232	382.19
0.203162566	394.18
0.229296151	406.55
0.228200096	418.04
0.222813735	430.29
0.242129607	441.86
0.257153995	453.76
0.262472836	465.16
0.250732309	476.76
0.2517164	452.23
0.247581607	438.52
0.233460688	425.02
0.241964858	411.96
0.23804975	398.69
0.212662229	385.29
0.212783859	372.11
0.193923629	358.9
0.20426477	345.45
0.196513428	332.12
0.183102843	319.6
0.17976459	306.81
0.168762531	293.55
0.180423173	280.58
0.163335455	267.45
0.15738634	254.44
0.146633738	241.52
0.148094581	228.84
0.126556798	215.62
0.130626962	202.92
0.111396434	189.84
0.108085818	177.16
0.086632868	163.91
0.097894269	150.76
0.085553508	138.04
0.086243999	125.16
0.088860875	112.19
0.06669233	99.31
0.051227536	86.13
0.056459487	73.38
0.047889627	60.03
0.043928309	47.09
0.020652245	33.69
0.031319397	21.1
0.010300686	8.24
0.005659044	-4.85
-0.000930055	-17.63
-0.002155204	-30.61
-0.019931268	-43.55
-0.016088527	-56.44
-0.03804841	-69.51
-0.038829296	-82.41
-0.054577865	-95.74
-0.061019507	-108.97
-0.062314781	-121.5
-0.069357716	-134.91
-0.076954765	-147.79
-0.080318156	-160.62
-0.085293124	-173.5
-0.098813208	-186.64
-0.101281263	-199.75
-0.110712354	-212.75
-0.115862157	-225.68
-0.119034161	-238.47
-0.129423844	-251.74
-0.138590692	-264.53
-0.145095244	-277.2
-0.149345958	-290.21
-0.157607778	-302.85
-0.170209278	-315.44
-0.17430166	-328.3
-0.186640143	-340.91
-0.194859331	-353.17
-0.202723963	-365.62
-0.199132706	-377.59
-0.205650088	-390.17
-0.214243839	-401.96
-0.218600679	-413.88
-0.22689565	-426.19
-0.23385676	-438.12
-0.238394917	-449.81
-0.25028581	-461.64
-0.250531326	-440.73
-0.229669499	-426.58
-0.220619569	-412.86
-0.234196358	-399.57
-0.218456897	-385.33
-0.207418279	-371.84
-0.207607064	-358.58
-0.204297906	-345.17
-0.199469099	-331.68
-0.185472276	-318.04
-0.188273368	-304.47
-0.168821845	-291.04
-0.176296818	-277.76
-0.162461399	-264.34
-0.141754434	-250.78
-0.135156459	-237.66
-0.131546979	-224.21
-0.133137141	-211.09
-0.114232936	-197.21
-0.114032826	-184.14
-0.103360891	-170.24
-0.094860904	-157.27
-0.09115347	-143.6
-0.081801727	-130.25
-0.075945263	-117.22
-0.072497242	-103.65
-0.062785308	-90.41
-0.056595276	-77.42
-0.03972235	-64.15
-0.036872234	-51.46
-0.029818722	-38.69
-0.0256228	-25.48
-0.025216577	-12.89
-0.008123535	-0.25
0.001655597	12.56
0.006257112	25.53
0.010793206	38.86
0.02373393	51.98
0.021416183	64.99
0.040730768	77.63
0.048040822	90.62
0.043708644	103.22
0.062014727	115.83
0.066529976	128.67
0.071902492	141.64
0.089320076	153.71
0.093706796	166.71
0.087835333	179.02
0.101898436	191.55
0.108725406	204.79
0.125206942	217.86
0.120550936	230.46
0.126369185	243.2
0.135672053	256.15
0.125126854	268.95
0.08850068	281.41
0.088754934	293.94
0.150178633	306.43
0.162420608	318.89
0.186252393	330.92
0.181575156	343.22
0.192052206	355.56
0.19599466	368.03
0.212352557	380.48
0.210118909	392.47
0.229931257	404.66
0.231564429	416.91
0.231743097	429.36
0.228857065	440.98
0.246537483	452.9
0.260499345	464.44
0.276152775	476.61
0.258386883	487.89
0.269542161	499
0.288070375	509.82
0.28401035	520.66
0.287284796	530.89
0.307434223	540.63
0.317861209	549.47
0.306594439	558.27
0.321133208	566.67
0.333614731	574.66
0.34302547	582.13
0.330739555	588.68
0.318047949	548.96
0.30666398	535.45
0.287680144	521.97
0.283111821	508.82
0.287969958	495.38
0.282544016	482.23
0.268528138	468.77
0.258301231	455.79
0.263147415	442.45
0.270357798	429.31
0.24480597	415.82
0.25168213	403.03
0.230800685	389.98
0.232342733	376.71
0.202327178	363.69
0.223189382	350.59
0.208396926	337.57
0.215058911	324.55
0.209892998	311.53
0.180123516	298.85
0.176647144	285.65
0.177869815	272.86
0.176401083	259.86
0.153791287	246.86
0.152753337	234.32
0.145837841	221.34
0.131921487	208.43
0.139566411	195.34
0.127813632	182.82
0.120027279	170.02
0.093488161	157.19
0.097738111	144.27
0.091303667	131.72
0.085430899	118.96
0.08177995	105.95
0.074184901	93.08
0.053188932	80.57
0.051081625	68
0.050527712	55.23
0.036838362	42.08
0.032584817	29.01
0.028589112	15.8
0.017319991	3.75
0.004590231	-9.01
-0.00129317	-21.29
-0.004360323	-33.82
-0.016603616	-46.34
-0.01521073	-58.87
-0.02145757	-71.5
-0.031054098	-84.24
-0.039411341	-96.86
-0.050375257	-109.37
-0.054856805	-121.76
-0.062380858	-134.44
-0.070145764	-147.09
-0.076114975	-159.51
-0.083130908	-171.67
-0.091465373	-184
-0.100521367	-196.27
-0.111169214	-208.47
-0.111456723	-220.82
-0.115802945	-233.24
-0.129045184	-245.87
-0.124716627	-257.92
-0.135733785	-270.06
-0.142380194	-282
-0.146474219	-293.93
-0.156437061	-305.71
-0.161043336	-317.61
-0.190631349	-329.28
-0.18520709	-341.27
-0.187440299	-353.11
-0.18610319	-364.56
-0.200221693	-375.85
-0.210975307	-387.19
-0.204263134	-398.03
-0.210371341	-409.38
-0.226562699	-420.43
-0.223411031	-430.74
-0.229560616	-441.64
-0.234504299	-452.31
-0.243242782	-462.77
-0.246480718	-473.09
-0.255098152	-483.42
-0.259629229	-493.41
-0.269918177	-502.88
-0.27335005	-512.32
-0.27300214	-521.23
-0.277909585	-529.45
-0.288257018	-537.46
-0.289305857	-544.91
-0.297715428	-552.02
-0.303268342	-558.33
-0.306100343	-564.34
-0.307674225	-569.68
-0.316178791	-574.49
-0.298106866	-530.83
-0.294980454	-517.13
-0.282514414	-502.64
-0.278129454	-489.52
-0.268888994	-475.9
-0.256151434	-462.47
-0.256496964	-448.88
-0.252746993	-435.66
-0.246427519	-422.04
-0.233181481	-409.07
-0.236516643	-395.86
-0.226685338	-381.86
-0.221590133	-368.61
-0.205969258	-355.46
-0.195451451	-342.07
-0.193087786	-328.52
-0.189742779	-315.16
-0.179165431	-302.06
-0.184553202	-288.52
-0.16567975	-275.39
-0.159656337	-262.07
-0.146564743	-248.91
-0.142181868	-235.72
-0.132484546	-222.51
-0.125071283	-209.22
-0.12403351	-195.82
-0.112853316	-183.03
-0.102247446	-169.54
-0.099375749	-156.68
-0.097547307	-142.23
-0.081508042	-130.17
-0.079531097	-117.4
-0.067006315	-104.26
-0.067412063	-91.09
-0.058713112	-78.14
-0.046730463	-65.5
-0.044367833	-52.77
-0.03228055	-40.42
-0.023823825	-27.86
-0.019300163	-15.39
-0.011131342	-3.24
-0.006161399	9.15
-0.000433717	21.43
0.016624685	34.34
0.009378513	47.03
0.024818498	59.21
0.021897499	71.92
0.043969685	84.03
0.058946886	96.49
0.041395416	108.26
0.062991221	120.84
0.080020502	132.92
0.071427568	145.27
0.081252471	157.52
0.071252141	169.22
0.108349298	181.49
0.10515628	193.59
0.09999154	205.35
0.132985677	217.37
0.128631449	228.95
0.146859443	240.71
0.122503743	252.34
0.140987121	263.8
0.13238564	275.35
0.147678181	286.49
0.143643075	298.04
0.182616882	309.3
0.173298817	320.48
0.18717606	331.4
0.198622856	342.46
0.186522699	353.4
0.194498019	364.05
0.219697081	375.34
0.206752313	386.05
0.213833137	396.67
0.226897053	407.17
0.229351282	417.9
0.252106954	428.68
0.24971794	438.59
0.273149091	448.94
0.26822738	458.87
0.244275672	468.77
0.281290334	479.03
0.263022035	488.81
0.277083078	498.04
0.289928981	507.64
0.308469616	517.19
0.287951106	526.41
0.294717553	535.71
0.305357103	544.65
0.308841597	553.39
0.303136782	562.18
0.311648901	570.82
0.311719865	579.1
0.324862843	586.92
0.315853636	593.88
0.329081745	561.23
0.315301179	547.62
0.29495162	534.13
0.293251366	520.92
0.274816812	507.72
0.289042276	494.26
0.265671881	481.14
0.278180431	467.66
0.264131716	454.49
0.267141485	441.5
0.261444274	428.58
0.19859685	415.52
0.246748374	402.49
0.246067594	390.13
0.228926552	376.74
0.239976508	363.97
0.209336825	350.81
0.205916719	337.75
0.210636282	325.07
0.191166247	312.11
0.18731316	299.27
0.182314124	286.18
0.160451872	273.09
0.166249527	260.3
0.147475811	247.76
0.155187579	235.05
0.134240043	222.23
0.130786161	209.27
0.1257485	196.45
0.119032417	183.9
0.11794889	170.95
0.092932666	158.12
0.091492454	145.68
0.076886577	132.99
0.085508526	119.99
0.069982761	106.91
0.074490759	94.64
0.060366791	81.93
0.057252136	69.31
0.045720003	56.52
0.035764955	43.71
0.032545687	30.66
0.017813851	17.32
0.012641527	5.6
0.005324747	-7.05
0.005457341	-19.13
-0.006754943	-31.57
-0.015570081	-44.21
-0.025480038	-56.74
-0.028704927	-69.13
-0.035700656	-81.65
-0.046685257	-94
-0.050546276	-106.04
-0.064304704	-118.56
-0.063702911	-130.74
-0.069883057	-143.17
-0.079797589	-155.23
-0.084699072	-167.53
-0.093112026	-179.53
-0.096684095	-191.59
-0.110562591	-203.54
-0.113211858	-215.75
-0.11512244	-227.72
-0.119314604	-239.97
-0.132542059	-251.7
-0.136360606	-263.62
-0.149198068	-275.46
-0.150367589	-286.84
-0.15671369	-298.5
-0.168124337	-309.57
-0.156402083	-321.32
-0.176823349	-333.02
-0.182321996	-344.24
-0.188622868	-355.27
-0.195126232	-366.05
-0.203602233	-377.08
-0.209590438	-387.73
-0.211106825	-398.56
-0.227963974	-408.79
-0.227203349	-419.17
-0.236899969	-430.07
-0.238597838	-440.1
-0.252537543	-450.28
-0.247205978	-460.12
-0.254131194	-470.2
-0.257288525	-479.87
-0.262678881	-489.51
-0.273595406	-499.15
-0.274097886	-508.64
-0.284398272	-517.69
-0.288664046	-527.26
-0.296228991	-536.46
-0.298680232	-544.85
-0.305076581	-553.53
-0.305913391	-561.56
-0.312522949	-569.31
-0.307924885	-542.82
-0.301127282	-528.52
-0.290365691	-514.29
-0.284986294	-500.65
-0.280058957	-487.14
-0.274424823	-473.97
-0.261500611	-460.3
-0.252820611	-446.97
-0.255758609	-433.63
-0.236328046	-420.37
-0.235712074	-406.85
-0.220106398	-393.63
-0.230243688	-379.85
-0.220441436	-366.66
-0.210234169	-353.49
-0.201888862	-340.4
-0.193417595	-326.65
-0.183412633	-313.49
-0.18407726	-300.13
-0.166439476	-287.1
-0.169840122	-273.37
-0.157097005	-260.42
-0.149111591	-247.23
-0.137874476	-234.32
-0.134708679	-220.86
-0.130524229	-207.67
-0.122004985	-194.44
-0.111843237	-181.24
-0.107481228	-167.88
-0.097258488	-154.91
-0.095465285	-141.64
-0.0886978	-128.85
-0.070829919	-115.91
-0.072378899	-102.77
-0.06635512	-89.66
-0.056887226	-76.89
-0.046928446	-63.96
-0.040263628	-51.69
-0.039509644	-38.92
-0.029667127	-26.7
-0.012762357	-13.72
-0.010100363	-1.49
-0.013343745	10.55
0.006961567	22.91
0.007360609	35.8
0.018000855	48.76
0.022647085	61.25
0.034505903	73.61
0.029834764	86.02
0.042244886	97.9
0.06013451	110.44
0.062284628	122.51
0.071964277	134.71
0.082964504	146.97
0.080646582	159.24
0.088000115	171.39
0.102773348	183.46
0.114632793	195.58
0.118647376	207.48
0.120035521	219.44
0.126520581	231.24
0.144438806	242.77
0.155911568	254.61
0.148155892	266.26
0.156441911	277.46
0.155016047	289.13
0.165602526	300.48
0.162701792	312.09
0.178744748	323.19
0.187295077	334.31
0.185741193	345.47
0.200703069	356.41
0.196476746	367.36
0.217278513	378.39
0.212560177	389.22
0.212742474	399.83
0.212919864	410.67
0.222783353	421.14
0.230763376	431.7
0.244339043	442.35
0.213897295	452.51
0.246553109	462.98
0.278576123	472.92
0.274116361	483.03
0.2901689	492.98
0.296664907	502.82
0.258455907	512.6
0.301807218	522.23
0.322160563	531.8
0.29079415	541.1
0.321953323	550.02
0.335476495	559.52
0.34694762	568.78
0.334883035	577.24
0.340271378	585.77
0.315187544	593.79
0.324937375	601.1
0.353268276	606.85
0.350975877	612.4
0.317566936	617.29
0.345955626	620.94
0.346152891	624.62
0.341842888	627.59
0.324008088	630.22
0.355831482	632.36
0.349574194	634.72
0.349761134	636.31
0.348621067	638.3
0.351293268	639.87
0.35891904	641.24
0.351960205	642.65
0.373199026	643.99
0.368701809	645.38
0.335530539	646.44
0.357863177	647.49
0.375156862	648.52
0.354576309	649.28
0.373109651	650.21
0.368452291	650.9
0.35485559	651.8
0.338724569	616.29
0.310810163	602.8
0.329604735	589.55
0.324853121	576.21
0.327536924	562.73
0.307745073	549.81
0.302438489	536.45
0.304460613	523.2
0.29247963	510.15
0.284554715	496.92
0.284455904	483.82
0.278140143	470.74
0.269649496	457.71
0.273358216	444.89
0.25483356	431.86
0.265752742	418.79
0.236115444	406.13
0.239353048	393.22
0.20924105	380.37
0.224554307	367.37
0.233300804	354.6
0.219455717	341.82
0.197449452	329.28
0.201293053	316.31
0.189944534	303.84
0.199901502	290.83
0.179841868	278.11
0.168402111	265.69
0.165473555	252.88
0.156447968	240.58
0.149734159	227.85
0.141285099	216.27
0.128854492	203.03
0.123466569	190.42
0.129238609	177.62
0.118898396	165.26
0.09875226	152.78
0.098243297	140.61
0.104329016	127.83
0.075844098	115.39
0.059380297	103.24
0.06068063	90.96
0.058707077	78.77
0.047123614	66.62
0.041738862	54.19
0.035486824	41.95
0.031098377	29.37
0.021616953	17.28
0.017485093	5.51
0.010469991	-6.56
0.002559757	-18.19
-0.008181623	-29.61
-0.010986749	-41.55
-0.015023164	-53.12
-0.024523845	-64.53
-0.034316069	-76.09
