[JOINT]-[J1]-[2]     [BEAMCOLUMN]-[E3]-[1]-[2]
-0.000437418     130.632
-0.000459289     137.164
-0.00048116     143.695
-0.000503031     150.227
-0.000524902     156.758
-0.000546773     163.29
-0.000524902     156.758
-0.000503031     150.227
-0.00048116     143.695
-0.000459289     137.164
-0.000437418     130.632
-0.000415547     124.1
-0.000393677     117.569
-0.000371806     111.037
-0.000349935     104.506
-0.000328064     97.9741
-0.000306193     91.4425
-0.000284322     84.9109
-0.000262451     78.3792
-0.00024058     71.8476
-0.000218709     65.316
-0.000196838     58.7844
-0.000174967     52.2528
-0.000153096     45.7212
-0.000131226     39.1896
-0.000109355     32.658
-8.74837e-05     26.1264
-6.56128e-05     19.5948
-4.37418e-05     13.0632
-2.18709e-05     6.5316
-8.47033e-19     3.83401e-14
2.18709e-05     -6.5316
4.37418e-05     -13.0632
6.56128e-05     -19.5948
8.74837e-05     -26.1264
0.000109355     -32.658
0.000131226     -39.1896
0.000153096     -45.7212
0.000174967     -52.2528
0.000196838     -58.7844
0.000218709     -65.316
0.00024058     -71.8476
0.000262451     -78.3792
0.000284322     -84.9109
0.000306193     -91.4425
0.000328064     -97.9741
0.000349935     -104.506
0.000371806     -111.037
0.000393677     -117.569
0.000415547     -124.1
0.000437418     -130.632
0.000459289     -137.164
0.00048116     -143.695
0.000503031     -150.227
0.000524902     -156.758
0.000546773     -163.29
0.000519434     -155.126
0.000492096     -146.961
0.000464757     -138.797
0.000437418     -130.632
0.00041008     -122.468
0.000382741     -114.303
0.000355402     -106.139
0.000328064     -97.9741
0.000300725     -89.8096
0.000273386     -81.6451
0.000246048     -73.4805
0.000218709     -65.316
0.000191371     -57.1515
0.000164032     -48.987
0.000136693     -40.8225
0.000109355     -32.658
8.20159e-05     -24.4935
5.46773e-05     -16.329
2.73386e-05     -8.16451
-6.1664e-19     -5.26516e-14
-2.73386e-05     8.16451
-5.46773e-05     16.329
-8.20159e-05     24.4935
-0.000109355     32.658
-0.000136693     40.8225
-0.000164032     48.987
-0.000191371     57.1515
-0.000218709     65.316
-0.000246048     73.4805
-0.000273386     81.6451
-0.000300725     89.8096
-0.000328064     97.9741
-0.000355402     106.139
-0.000382741     114.303
-0.00041008     122.468
-0.000437418     130.632
-0.000464757     138.797
-0.000492096     146.961
-0.000519434     155.126
-0.000546773     163.29
-0.000574112     171.455
-0.00060145     179.619
-0.000628789     187.784
-0.000656128     195.948
-0.000683466     204.113
-0.000710805     212.277
-0.000738144     220.442
-0.000765482     228.606
-0.000792821     236.771
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000787353     -235.138
0.000754547     -225.34
0.00072174     -215.543
0.000688934     -205.746
0.000656128     -195.948
0.000623321     -186.151
0.000590515     -176.353
0.000557708     -166.556
0.000524902     -156.758
0.000492096     -146.961
0.000459289     -137.164
0.000426483     -127.366
0.000393677     -117.569
0.00036087     -107.771
0.000328064     -97.9741
0.000295257     -88.1767
0.000262451     -78.3792
0.000229645     -68.5818
0.000196838     -58.7844
0.000164032     -48.987
0.000131226     -39.1896
9.84191e-05     -29.3922
6.56128e-05     -19.5948
3.28064e-05     -9.79741
-2.71051e-19     2.56956e-14
-3.28064e-05     9.79741
-6.56128e-05     19.5948
-9.84191e-05     29.3922
-0.000131226     39.1896
-0.000164032     48.987
-0.000196838     58.7844
-0.000229645     68.5818
-0.000262451     78.3792
-0.000295257     88.1767
-0.000328064     97.9741
-0.00036087     107.771
-0.000393677     117.569
-0.000426483     127.366
-0.000459289     137.164
-0.000492096     146.961
-0.000524902     156.758
-0.000557708     166.556
-0.000590515     176.353
-0.000623321     186.151
-0.000656128     195.948
-0.000688934     205.746
-0.00072174     215.543
-0.000754547     225.34
-0.000787353     235.138
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000787353     -235.138
0.000754547     -225.34
0.00072174     -215.543
0.000688934     -205.746
0.000656128     -195.948
0.000623321     -186.151
0.000590515     -176.353
0.000557708     -166.556
0.000524902     -156.758
0.000492096     -146.961
0.000459289     -137.164
0.000426483     -127.366
0.000393677     -117.569
0.00036087     -107.771
0.000328064     -97.9741
0.000295257     -88.1767
0.000262451     -78.3792
0.000229645     -68.5818
0.000196838     -58.7844
0.000164032     -48.987
0.000131226     -39.1896
9.84191e-05     -29.3922
6.56128e-05     -19.5948
3.28064e-05     -9.79741
-2.71051e-19     2.56956e-14
-3.28064e-05     9.79741
-6.56128e-05     19.5948
-9.84191e-05     29.3922
-0.000131226     39.1896
-0.000164032     48.987
-0.000196838     58.7844
-0.000229645     68.5818
-0.000262451     78.3792
-0.000295257     88.1767
-0.000328064     97.9741
-0.00036087     107.771
-0.000393677     117.569
-0.000426483     127.366
-0.000459289     137.164
-0.000492096     146.961
-0.000524902     156.758
-0.000557708     166.556
-0.000590515     176.353
-0.000623321     186.151
-0.000656128     195.948
-0.000688934     205.746
-0.00072174     215.543
-0.000754547     225.34
-0.000787353     235.138
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000787353     -235.138
0.000754547     -225.34
0.00072174     -215.543
0.000688934     -205.746
0.000656128     -195.948
0.000623321     -186.151
0.000590515     -176.353
0.000557708     -166.556
0.000524902     -156.758
0.000492096     -146.961
0.000459289     -137.164
0.000426483     -127.366
0.000393677     -117.569
0.00036087     -107.771
0.000328064     -97.9741
0.000295257     -88.1767
0.000262451     -78.3792
0.000229645     -68.5818
0.000196838     -58.7844
0.000164032     -48.987
0.000131226     -39.1896
9.84191e-05     -29.3922
6.56128e-05     -19.5948
3.28064e-05     -9.79741
-2.71051e-19     2.56956e-14
-3.28064e-05     9.79741
-6.56128e-05     19.5948
-9.84191e-05     29.3922
-0.000131226     39.1896
-0.000164032     48.987
-0.000196838     58.7844
-0.000229645     68.5818
-0.000262451     78.3792
-0.000295257     88.1767
-0.000328064     97.9741
-0.00036087     107.771
-0.000393677     117.569
-0.000426483     127.366
-0.000459289     137.164
-0.000492096     146.961
-0.000524902     156.758
-0.000557708     166.556
-0.000590515     176.353
-0.000623321     186.151
-0.000656128     195.948
-0.000688934     205.746
-0.00072174     215.543
-0.000754547     225.34
-0.000787353     235.138
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000787353     -235.138
0.000754547     -225.34
0.00072174     -215.543
0.000688934     -205.746
0.000656128     -195.948
0.000623321     -186.151
0.000590515     -176.353
0.000557708     -166.556
0.000524902     -156.758
0.000492096     -146.961
0.000459289     -137.164
0.000426483     -127.366
0.000393677     -117.569
0.00036087     -107.771
0.000328064     -97.9741
0.000295257     -88.1767
0.000262451     -78.3792
0.000229645     -68.5818
0.000196838     -58.7844
0.000164032     -48.987
0.000131226     -39.1896
9.84191e-05     -29.3922
6.56128e-05     -19.5948
3.28064e-05     -9.79741
-2.71051e-19     2.56956e-14
-3.28064e-05     9.79741
-6.56128e-05     19.5948
-9.84191e-05     29.3922
-0.000131226     39.1896
-0.000164032     48.987
-0.000196838     58.7844
-0.000229645     68.5818
-0.000262451     78.3792
-0.000295257     88.1767
-0.000328064     97.9741
-0.00036087     107.771
-0.000393677     117.569
-0.000426483     127.366
-0.000459289     137.164
-0.000492096     146.961
-0.000524902     156.758
-0.000557708     166.556
-0.000590515     176.353
-0.000623321     186.151
-0.000656128     195.948
-0.000688934     205.746
-0.00072174     215.543
-0.000754547     225.34
-0.000787353     235.138
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000787353     -235.138
0.000754547     -225.34
0.00072174     -215.543
0.000688934     -205.746
0.000656128     -195.948
0.000623321     -186.151
0.000590515     -176.353
0.000557708     -166.556
0.000524902     -156.758
0.000492096     -146.961
0.000459289     -137.164
0.000426483     -127.366
0.000393677     -117.569
0.00036087     -107.771
0.000328064     -97.9741
0.000295257     -88.1767
0.000262451     -78.3792
0.000229645     -68.5818
0.000196838     -58.7844
0.000164032     -48.987
0.000131226     -39.1896
9.84191e-05     -29.3922
6.56128e-05     -19.5948
3.28064e-05     -9.79741
-2.71051e-19     2.56956e-14
-3.28064e-05     9.79741
-6.56128e-05     19.5948
-9.84191e-05     29.3922
-0.000131226     39.1896
-0.000164032     48.987
-0.000196838     58.7844
-0.000229645     68.5818
-0.000262451     78.3792
-0.000295257     88.1767
-0.000328064     97.9741
-0.00036087     107.771
-0.000393677     117.569
-0.000426483     127.366
-0.000459289     137.164
-0.000492096     146.961
-0.000524902     156.758
-0.000557708     166.556
-0.000590515     176.353
-0.000623321     186.151
-0.000656128     195.948
-0.000688934     205.746
-0.00072174     215.543
-0.000754547     225.34
-0.000787353     235.138
-0.000820159     244.935
-0.000787353     235.138
-0.000754547     225.34
-0.00072174     215.543
-0.000688934     205.746
-0.000656128     195.948
-0.000623321     186.151
-0.000590515     176.353
-0.000557708     166.556
-0.000524902     156.758
-0.000492096     146.961
-0.000459289     137.164
-0.000426483     127.366
-0.000393677     117.569
-0.00036087     107.771
-0.000328064     97.9741
-0.000295257     88.1767
-0.000262451     78.3792
-0.000229645     68.5818
-0.000196838     58.7844
-0.000164032     48.987
-0.000131226     39.1896
-9.84191e-05     29.3922
-6.56128e-05     19.5948
-3.28064e-05     9.79741
-2.71051e-19     -2.95987e-14
3.28064e-05     -9.79741
6.56128e-05     -19.5948
9.84191e-05     -29.3922
0.000131226     -39.1896
0.000164032     -48.987
0.000196838     -58.7844
0.000229645     -68.5818
0.000262451     -78.3792
0.000295257     -88.1767
0.000328064     -97.9741
0.00036087     -107.771
0.000393677     -117.569
0.000426483     -127.366
0.000459289     -137.164
0.000492096     -146.961
0.000524902     -156.758
0.000557708     -166.556
0.000590515     -176.353
0.000623321     -186.151
0.000656128     -195.948
0.000688934     -205.746
0.00072174     -215.543
0.000754547     -225.34
0.000787353     -235.138
0.000820159     -244.935
0.000781885     -233.505
0.000743611     -222.075
0.000705337     -210.644
0.000667063     -199.214
0.000628789     -187.784
0.000590515     -176.353
0.000552241     -164.923
0.000513967     -153.493
0.000475692     -142.062
0.000437418     -130.632
0.000399144     -119.202
0.00036087     -107.771
0.000322596     -96.3412
0.000284322     -84.9109
0.000246048     -73.4805
0.000207774     -62.0502
0.0001695     -50.6199
0.000131226     -39.1896
9.29514e-05     -27.7593
5.46773e-05     -16.329
1.64032e-05     -4.8987
-2.18709e-05     6.5316
-6.0145e-05     17.9619
-9.84191e-05     29.3922
-0.000136693     40.8225
-0.000174967     52.2528
-0.000213241     63.6831
-0.000251516     75.1134
-0.00028979     86.5438
-0.000328064     97.9741
-0.000366338     109.404
-0.000404612     120.835
-0.000442886     132.265
-0.00048116     143.695
-0.000519434     155.126
-0.000557708     166.556
-0.000595983     177.986
-0.000634257     189.417
-0.000672531     200.847
-0.000710805     212.277
-0.000749079     223.707
-0.000787353     235.138
-0.000825627     246.568
-0.000863901     257.998
-0.000902175     269.429
-0.000940449     280.859
-0.000978724     292.289
-0.001017     303.72
-0.00105527     315.15
-0.00109355     326.58
-0.0010498     313.517
-0.00100606     300.454
-0.00096232     287.391
-0.000918579     274.327
-0.000874837     261.264
-0.000831095     248.201
-0.000787353     235.138
-0.000743611     222.075
-0.000699869     209.011
-0.000656128     195.948
-0.000612386     182.885
-0.000568644     169.822
-0.000524902     156.758
-0.00048116     143.695
-0.000437418     130.632
-0.000393677     117.569
-0.000349935     104.506
-0.000306193     91.4425
-0.000262451     78.3792
-0.000218709     65.316
-0.000174967     52.2528
-0.000131226     39.1896
-8.74837e-05     26.1264
-4.37418e-05     13.0632
-8.26704e-19     7.1476e-14
4.37418e-05     -13.0632
8.74837e-05     -26.1264
0.000131226     -39.1896
0.000174967     -52.2528
0.000218709     -65.316
0.000262451     -78.3792
0.000306193     -91.4425
0.000349935     -104.506
0.000393677     -117.569
0.000437418     -130.632
0.00048116     -143.695
0.000524902     -156.758
0.000568644     -169.822
0.000612386     -182.885
0.000656128     -195.948
0.000699869     -209.011
0.000743611     -222.075
0.000787353     -235.138
0.000831095     -248.201
0.000874837     -261.264
0.000918579     -274.327
0.00096232     -287.391
0.00100606     -300.454
0.0010498     -313.517
0.00109355     -326.58
0.0010498     -313.517
0.00100606     -300.454
0.00096232     -287.391
0.000918579     -274.327
0.000874837     -261.264
0.000831095     -248.201
0.000787353     -235.138
0.000743611     -222.075
0.000699869     -209.011
0.000656128     -195.948
0.000612386     -182.885
0.000568644     -169.822
0.000524902     -156.758
0.00048116     -143.695
0.000437418     -130.632
0.000393677     -117.569
0.000349935     -104.506
0.000306193     -91.4425
0.000262451     -78.3792
0.000218709     -65.316
0.000174967     -52.2528
0.000131226     -39.1896
8.74837e-05     -26.1264
4.37418e-05     -13.0632
-9.08019e-19     5.99293e-14
-4.37418e-05     13.0632
-8.74837e-05     26.1264
-0.000131226     39.1896
-0.000174967     52.2528
-0.000218709     65.316
-0.000262451     78.3792
-0.000306193     91.4425
-0.000349935     104.506
-0.000393677     117.569
-0.000437418     130.632
-0.00048116     143.695
-0.000524902     156.758
-0.000568644     169.822
-0.000612386     182.885
-0.000656128     195.948
-0.000699869     209.011
-0.000743611     222.075
-0.000787353     235.138
-0.000831095     248.201
-0.000874837     261.264
-0.000918579     274.327
-0.00096232     287.391
-0.00100606     300.454
-0.0010498     313.517
-0.00109355     326.58
-0.0010498     313.517
-0.00100606     300.454
-0.00096232     287.391
-0.000918579     274.327
-0.000874837     261.264
-0.000831095     248.201
-0.000787353     235.138
-0.000743611     222.075
-0.000699869     209.011
-0.000656128     195.948
-0.000612386     182.885
-0.000568644     169.822
-0.000524902     156.758
-0.00048116     143.695
-0.000437418     130.632
-0.000393677     117.569
-0.000349935     104.506
-0.000306193     91.4425
-0.000262451     78.3792
-0.000218709     65.316
-0.000174967     52.2528
-0.000131226     39.1896
-8.74837e-05     26.1264
-4.37418e-05     13.0632
-8.26704e-19     7.1476e-14
4.37418e-05     -13.0632
8.74837e-05     -26.1264
0.000131226     -39.1896
0.000174967     -52.2528
0.000218709     -65.316
0.000262451     -78.3792
0.000306193     -91.4425
0.000349935     -104.506
0.000393677     -117.569
0.000437418     -130.632
0.00048116     -143.695
0.000524902     -156.758
0.000568644     -169.822
0.000612386     -182.885
0.000656128     -195.948
0.000699869     -209.011
0.000743611     -222.075
0.000787353     -235.138
0.000831095     -248.201
0.000874837     -261.264
0.000918579     -274.327
0.00096232     -287.391
0.00100606     -300.454
0.0010498     -313.517
0.00109355     -326.58
0.0010498     -313.517
0.00100606     -300.454
0.00096232     -287.391
0.000918579     -274.327
0.000874837     -261.264
0.000831095     -248.201
0.000787353     -235.138
0.000743611     -222.075
0.000699869     -209.011
0.000656128     -195.948
0.000612386     -182.885
0.000568644     -169.822
0.000524902     -156.758
0.00048116     -143.695
0.000437418     -130.632
0.000393677     -117.569
0.000349935     -104.506
0.000306193     -91.4425
0.000262451     -78.3792
0.000218709     -65.316
0.000174967     -52.2528
0.000131226     -39.1896
8.74837e-05     -26.1264
4.37418e-05     -13.0632
-9.08019e-19     5.99293e-14
-4.37418e-05     13.0632
-8.74837e-05     26.1264
-0.000131226     39.1896
-0.000174967     52.2528
-0.000218709     65.316
-0.000262451     78.3792
-0.000306193     91.4425
-0.000349935     104.506
-0.000393677     117.569
-0.000437418     130.632
-0.00048116     143.695
-0.000524902     156.758
-0.000568644     169.822
-0.000612386     182.885
-0.000656128     195.948
-0.000699869     209.011
-0.000743611     222.075
-0.000787353     235.138
-0.000831095     248.201
-0.000874837     261.264
-0.000918579     274.327
-0.00096232     287.391
-0.00100606     300.454
-0.0010498     313.517
-0.00109355     326.58
-0.0010498     313.517
-0.00100606     300.454
-0.00096232     287.391
-0.000918579     274.327
-0.000874837     261.264
-0.000831095     248.201
-0.000787353     235.138
-0.000743611     222.075
-0.000699869     209.011
-0.000656128     195.948
-0.000612386     182.885
-0.000568644     169.822
-0.000524902     156.758
-0.00048116     143.695
-0.000437418     130.632
-0.000393677     117.569
-0.000349935     104.506
-0.000306193     91.4425
-0.000262451     78.3792
-0.000218709     65.316
-0.000174967     52.2528
-0.000131226     39.1896
-8.74837e-05     26.1264
-4.37418e-05     13.0632
-8.26704e-19     7.1476e-14
4.37418e-05     -13.0632
8.74837e-05     -26.1264
0.000131226     -39.1896
0.000174967     -52.2528
0.000218709     -65.316
0.000262451     -78.3792
0.000306193     -91.4425
0.000349935     -104.506
0.000393677     -117.569
0.000437418     -130.632
0.00048116     -143.695
0.000524902     -156.758
0.000568644     -169.822
0.000612386     -182.885
0.000656128     -195.948
0.000699869     -209.011
0.000743611     -222.075
0.000787353     -235.138
0.000831095     -248.201
0.000874837     -261.264
0.000918579     -274.327
0.00096232     -287.391
0.00100606     -300.454
0.0010498     -313.517
0.00109355     -326.58
0.0010498     -313.517
0.00100606     -300.454
0.00096232     -287.391
0.000918579     -274.327
0.000874837     -261.264
0.000831095     -248.201
0.000787353     -235.138
0.000743611     -222.075
0.000699869     -209.011
0.000656128     -195.948
0.000612386     -182.885
0.000568644     -169.822
0.000524902     -156.758
0.00048116     -143.695
0.000437418     -130.632
0.000393677     -117.569
0.000349935     -104.506
0.000306193     -91.4425
0.000262451     -78.3792
0.000218709     -65.316
0.000174967     -52.2528
0.000131226     -39.1896
8.74837e-05     -26.1264
4.37418e-05     -13.0632
-9.08019e-19     5.99293e-14
-4.37418e-05     13.0632
-8.74837e-05     26.1264
-0.000131226     39.1896
-0.000174967     52.2528
-0.000218709     65.316
-0.000262451     78.3792
-0.000306193     91.4425
-0.000349935     104.506
-0.000393677     117.569
-0.000437418     130.632
-0.00048116     143.695
-0.000524902     156.758
-0.000568644     169.822
-0.000612386     182.885
-0.000656128     195.948
-0.000699869     209.011
-0.000743611     222.075
-0.000787353     235.138
-0.000831095     248.201
-0.000874837     261.264
-0.000918579     274.327
-0.00096232     287.391
-0.00100606     300.454
-0.0010498     313.517
-0.00109355     326.58
-0.0010498     313.517
-0.00100606     300.454
-0.00096232     287.391
-0.000918579     274.327
-0.000874837     261.264
-0.000831095     248.201
-0.000787353     235.138
-0.000743611     222.075
-0.000699869     209.011
-0.000656128     195.948
-0.000612386     182.885
-0.000568644     169.822
-0.000524902     156.758
-0.00048116     143.695
-0.000437418     130.632
-0.000393677     117.569
-0.000349935     104.506
-0.000306193     91.4425
-0.000262451     78.3792
-0.000218709     65.316
-0.000174967     52.2528
-0.000131226     39.1896
-8.74837e-05     26.1264
-4.37418e-05     13.0632
-8.26704e-19     7.1476e-14
4.37418e-05     -13.0632
8.74837e-05     -26.1264
0.000131226     -39.1896
0.000174967     -52.2528
0.000218709     -65.316
0.000262451     -78.3792
0.000306193     -91.4425
0.000349935     -104.506
0.000393677     -117.569
0.000437418     -130.632
0.00048116     -143.695
0.000524902     -156.758
0.000568644     -169.822
0.000612386     -182.885
0.000656128     -195.948
0.000699869     -209.011
0.000743611     -222.075
0.000787353     -235.138
0.000831095     -248.201
0.000874837     -261.264
0.000918579     -274.327
0.00096232     -287.391
0.00100606     -300.454
0.0010498     -313.517
0.00109355     -326.58
0.00103887     -310.251
0.000984191     -293.922
0.000929514     -277.593
0.000874837     -261.264
0.000820159     -244.935
0.000765482     -228.606
0.000710805     -212.277
0.000656128     -195.948
0.00060145     -179.619
0.000546773     -163.29
0.000492096     -146.961
0.000437418     -130.632
0.000382741     -114.303
0.000328064     -97.9741
0.000273386     -81.6451
0.000218709     -65.316
0.000164032     -48.987
0.000109355     -32.658
5.46773e-05     -16.329
-3.65918e-19     -1.10507e-13
-5.46773e-05     16.329
-0.000109355     32.658
-0.000164032     48.987
-0.000218709     65.316
-0.000273386     81.6451
-0.000328064     97.9741
-0.000382741     114.303
-0.000437418     130.632
-0.000492096     146.961
-0.000546773     163.29
-0.00060145     179.619
-0.000656128     195.948
-0.000710805     212.277
-0.000765482     228.606
-0.000820159     244.935
-0.000874837     261.264
-0.000929514     277.593
-0.000984191     293.922
-0.00103887     310.251
-0.00109355     326.58
-0.00114822     342.909
-0.0012029     359.238
-0.00125758     375.567
-0.00131226     391.896
-0.00136693     408.225
-0.00142161     424.554
-0.00147629     440.883
-0.00153096     457.212
-0.00158564     473.541
-0.00164032     489.87
-0.00157471     470.275
-0.00150909     450.681
-0.00144348     431.086
-0.00137787     411.491
-0.00131226     391.896
-0.00124664     372.301
-0.00118103     352.707
-0.00111542     333.112
-0.0010498     313.517
-0.000984191     293.922
-0.000918579     274.327
-0.000852966     254.733
-0.000787353     235.138
-0.00072174     215.543
-0.000656128     195.948
-0.000590515     176.353
-0.000524902     156.758
-0.000459289     137.164
-0.000393677     117.569
-0.000328064     97.9741
-0.000262451     78.3792
-0.000196838     58.7844
-0.000131226     39.1896
-6.56128e-05     19.5948
3.25261e-19     -6.44016e-14
6.56128e-05     -19.5948
0.000131226     -39.1896
0.000196838     -58.7844
0.000262451     -78.3792
0.000328064     -97.9741
0.000393677     -117.569
0.000459289     -137.164
0.000524902     -156.758
0.000590515     -176.353
0.000656128     -195.948
0.00072174     -215.543
0.000787353     -235.138
0.000852966     -254.733
0.000918579     -274.327
0.000984191     -293.922
0.0010498     -313.517
0.00111542     -333.112
0.00118103     -352.707
0.00124664     -372.301
0.00131226     -391.896
0.00137787     -411.491
0.00144348     -431.086
0.00150909     -450.681
0.00157471     -470.275
0.00164032     -489.87
0.00157471     -470.275
0.00150909     -450.681
0.00144348     -431.086
0.00137787     -411.491
0.00131226     -391.896
0.00124664     -372.301
0.00118103     -352.707
0.00111542     -333.112
0.0010498     -313.517
0.000984191     -293.922
0.000918579     -274.327
0.000852966     -254.733
0.000787353     -235.138
0.00072174     -215.543
0.000656128     -195.948
0.000590515     -176.353
0.000524902     -156.758
0.000459289     -137.164
0.000393677     -117.569
0.000328064     -97.9741
0.000262451     -78.3792
0.000196838     -58.7844
0.000131226     -39.1896
6.56128e-05     -19.5948
3.25261e-19     4.6187e-14
-6.56128e-05     19.5948
-0.000131226     39.1896
-0.000196838     58.7844
-0.000262451     78.3792
-0.000328064     97.9741
-0.000393677     117.569
-0.000459289     137.164
-0.000524902     156.758
-0.000590515     176.353
-0.000656128     195.948
-0.00072174     215.543
-0.000787353     235.138
-0.000852966     254.733
-0.000918579     274.327
-0.000984191     293.922
-0.0010498     313.517
-0.00111542     333.112
-0.00118103     352.707
-0.00124664     372.301
