0.000 	0.785
0.113 	1.962
0.563 	1.962
0.663 	1.666
0.763 	1.447
0.863 	1.280
0.963 	1.147
1.063 	1.039
1.163 	0.949
1.263 	0.874
1.363 	0.810
1.463 	0.785
1.563 	0.785
1.663 	0.785
1.763 	0.785
1.863 	0.785
1.963 	0.785
2.063 	0.785
2.163 	0.785
2.263 	0.785
2.363 	0.785
2.463 	0.785
2.563 	0.785
2.663 	0.785
2.763 	0.785
2.863 	0.785
2.963 	0.785
3.063 	0.785
3.163 	0.785
3.263 	0.785
3.363 	0.785
3.463 	0.785
3.563 	0.785
3.663 	0.785
3.763 	0.785
3.863 	0.785
3.963 	0.785
4.063 	0.785
4.163 	0.785
4.263 	0.785
4.363 	0.785
4.463 	0.785
4.563 	0.785
4.663 	0.785
4.763 	0.785
4.863 	0.785
4.963 	0.785
