longitudinal	transverse	vertical
-11.115 	4.586 	-1.443 
-11.050 	4.766 	-0.707 
-11.024 	4.968 	-0.017 
-11.127 	5.030 	0.414 
-11.082 	5.165 	0.743 
-10.924 	5.413 	1.046 
-10.910 	5.570 	1.114 
-10.913 	5.717 	1.101 
-10.787 	5.957 	1.082 
-10.812 	6.104 	0.832 
-10.916 	6.087 	0.308 
-10.848 	6.115 	-0.246 
-10.749 	6.103 	-0.795 
-10.768 	5.899 	-1.410 
-10.638 	5.733 	-1.838 
-10.401 	5.631 	-2.176 
-10.256 	5.381 	-2.642 
-10.014 	4.996 	-3.147 
-9.561 	4.699 	-3.568 
-9.181 	4.295 	-3.965 
-8.829 	3.699 	-4.159 
-8.330 	3.093 	-3.966 
-7.841 	2.437 	-3.555 
-7.554 	1.673 	-3.035 
-7.236 	0.933 	-2.346 
-6.899 	0.350 	-1.733 
-6.785 	-0.265 	-1.486 
-6.711 	-0.884 	-1.315 
-6.543 	-1.371 	-1.021 
-6.479 	-1.833 	-0.837 
-6.458 	-2.294 	-0.798 
-6.336 	-2.587 	-0.771 
-6.271 	-2.756 	-0.813 
-6.375 	-2.981 	-0.842 
-6.387 	-3.124 	-0.730 
-6.305 	-3.115 	-0.687 
-6.441 	-3.180 	-0.982 
-6.555 	-3.390 	-1.435 
-6.543 	-3.481 	-1.970 
-6.637 	-3.640 	-2.631 
-6.726 	-3.998 	-3.109 
-6.623 	-4.306 	-3.322 
-6.510 	-4.609 	-3.451 
-6.457 	-5.077 	-3.674 
-6.286 	-5.483 	-3.865 
-6.001 	-5.700 	-4.069 
-5.803 	-5.986 	-4.277 
-5.545 	-6.284 	-4.158 
-5.163 	-6.418 	-3.723 
-4.829 	-6.477 	-3.417 
-4.572 	-6.642 	-3.142 
-4.214 	-6.700 	-2.609 
-3.840 	-6.710 	-2.111 
-3.548 	-6.771 	-1.914 
-3.167 	-6.735 	-1.924 
-2.763 	-6.543 	-2.219 
-2.514 	-6.466 	-2.780 
-2.208 	-6.461 	-3.142 
-1.797 	-6.319 	-3.197 
-1.516 	-6.178 	-3.289 
-1.336 	-6.141 	-3.423 
-1.046 	-6.022 	-3.477 
-0.756 	-5.865 	-3.660 
-0.591 	-5.834 	-4.040 
-0.350 	-5.771 	-4.256 
-0.074 	-5.629 	-4.091 
0.065 	-5.631 	-3.686 
0.256 	-5.702 	-3.096 
0.508 	-5.658 	-2.440 
0.589 	-5.626 	-1.968 
0.593 	-5.652 	-1.532 
0.758 	-5.547 	-0.896 
0.968 	-5.354 	-0.224 
1.021 	-5.282 	0.304 
1.171 	-5.192 	1.012 
1.381 	-5.095 	1.797 
1.470 	-5.108 	2.373 
1.567 	-5.153 	2.927 
1.827 	-5.143 	3.661 
1.981 	-5.166 	4.227 
2.061 	-5.207 	4.473 
2.184 	-5.035 	4.468 
2.230 	-4.772 	4.173 
2.138 	-4.626 	3.691 
2.101 	-4.447 	3.297 
2.140 	-4.203 	3.036 
2.009 	-4.105 	2.733 
1.888 	-4.131 	2.485 
1.904 	-4.146 	2.478 
1.851 	-4.274 	2.517 
1.725 	-4.539 	2.548 
1.776 	-4.685 	2.694 
1.820 	-4.749 	2.844 
1.768 	-4.968 	2.851 
1.885 	-5.106 	2.895 
2.139 	-5.122 	2.966 
2.291 	-5.230 	2.927 
2.561 	-5.271 	3.020 
3.011 	-5.125 	3.238 
3.403 	-5.003 	3.288 
3.722 	-4.971 	3.117 
4.151 	-4.830 	2.955 
4.530 	-4.748 	2.822 
4.725 	-4.857 	2.735 
4.966 	-4.979 	2.776 
5.188 	-5.106 	2.784 
5.187 	-5.422 	2.504 
5.159 	-5.818 	2.168 
5.270 	-6.132 	1.917 
5.309 	-6.490 	1.585 
5.327 	-6.916 	1.253 
5.489 	-7.194 	1.111 
5.617 	-7.396 	1.059 
5.621 	-7.718 	1.097 
5.735 	-7.949 	1.402 
5.937 	-8.055 	1.871 
6.012 	-8.188 	2.311 
6.078 	-8.398 	2.758 
6.285 	-8.506 	3.290 
6.472 	-8.644 	3.586 
6.539 	-8.836 	3.439 
6.729 	-8.913 	3.183 
6.988 	-8.898 	3.062 
7.168 	-9.061 	3.000 
7.407 	-9.272 	3.126 
7.679 	-9.365 	3.308 
7.762 	-9.555 	3.254 
7.720 	-9.856 	3.128 
7.768 	-10.045 	3.208 
7.787 	-10.184 	3.334 
7.724 	-10.431 	3.441 
7.773 	-10.604 	3.612 
7.847 	-10.656 	3.637 
7.864 	-10.815 	3.442 
7.952 	-10.991 	3.282 
8.188 	-11.007 	3.235 
8.276 	-11.063 	3.131 
8.271 	-11.226 	3.189 
8.305 	-11.251 	3.503 
8.205 	-11.233 	3.788 
7.950 	-11.273 	3.908 
7.695 	-11.231 	4.045 
7.404 	-11.068 	4.060 
6.951 	-10.992 	3.939 
6.511 	-10.991 	4.058 
6.157 	-10.904 	4.391 
5.679 	-10.881 	4.519 
5.192 	-10.977 	4.402 
4.847 	-10.965 	4.271 
4.546 	-10.958 	4.139 
4.301 	-11.062 	4.015 
4.222 	-11.166 	4.148 
4.209 	-11.156 	4.223 
4.003 	-11.198 	3.895 
3.843 	-11.234 	3.417 
3.839 	-11.165 	3.178 
3.771 	-11.047 	3.125 
3.708 	-10.919 	3.313 
3.782 	-10.625 	3.739 
3.803 	-10.263 	4.182 
3.733 	-9.984 	4.482 
3.816 	-9.599 	4.772 
3.915 	-9.073 	4.939 
3.825 	-8.558 	4.722 
3.701 	-8.052 	4.445 
3.661 	-7.479 	4.285 
3.512 	-7.073 	4.163 
3.320 	-6.801 	4.171 
3.259 	-6.373 	4.245 
3.128 	-5.942 	4.041 
2.927 	-5.687 	3.531 
2.807 	-5.357 	3.097 
2.655 	-4.930 	2.818 
2.328 	-4.633 	2.557 
2.104 	-4.430 	2.443 
2.028 	-4.087 	2.346 
1.953 	-3.782 	2.074 
1.926 	-3.606 	1.716 
2.104 	-3.256 	1.536 
2.229 	-2.802 	1.468 
2.148 	-2.457 	1.394 
2.187 	-2.021 	1.442 
2.191 	-1.547 	1.565 
1.938 	-1.160 	1.458 
1.684 	-0.830 	1.281 
1.468 	-0.458 	1.187 
1.035 	-0.233 	1.162 
0.492 	-0.100 	1.180 
0.039 	0.103 	1.199 
-0.537 	0.320 	1.003 
-1.244 	0.436 	0.478 
-1.780 	0.626 	-0.063 
-2.172 	0.936 	-0.547 
-2.647 	1.169 	-1.034 
-3.035 	1.419 	-1.323 
-3.278 	1.722 	-1.256 
-3.631 	1.937 	-1.251 
-4.035 	2.010 	-1.382 
-4.280 	2.223 	-1.523 
-4.604 	2.442 	-1.776 
-5.011 	2.583 	-2.084 
-5.299 	2.722 	-2.216 
-5.496 	2.853 	-2.253 
-5.765 	2.884 	-2.352 
-5.901 	2.949 	-2.399 
-5.883 	3.249 	-2.306 
-5.886 	3.566 	-2.265 
-5.879 	3.800 	-2.136 
-5.706 	4.152 	-1.844 
-5.633 	4.542 	-1.619 
-5.688 	4.776 	-1.479 
-5.658 	5.036 	-1.202 
-5.577 	5.329 	-0.865 
-5.615 	5.509 	-0.800 
-5.598 	5.646 	-0.866 
-5.463 	5.881 	-1.043 
-5.458 	6.062 	-1.514 
-5.472 	6.132 	-2.163 
-5.353 	6.241 	-2.739 
-5.299 	6.326 	-3.248 
-5.301 	6.192 	-3.559 
-5.083 	6.087 	-3.397 
-4.764 	6.013 	-2.996 
-4.559 	5.790 	-2.812 
-4.262 	5.608 	-2.888 
-3.875 	5.620 	-3.163 
-3.561 	5.588 	-3.559 
-3.216 	5.468 	-3.835 
-2.725 	5.455 	-3.781 
-2.310 	5.396 	-3.681 
-2.019 	5.183 	-3.695 
-1.669 	5.023 	-3.653 
-1.361 	4.940 	-3.714 
-1.265 	4.773 	-4.047 
-1.237 	4.688 	-4.401 
-1.215 	4.713 	-4.809 
-1.355 	4.686 	-5.414 
-1.523 	4.525 	-6.043 
-1.504 	4.433 	-6.337 
-1.450 	4.318 	-6.379 
-1.440 	4.122 	-6.243 
-1.261 	4.013 	-5.816 
-1.020 	4.055 	-5.322 
-0.975 	4.028 	-5.049 
-0.992 	4.104 	-4.828 
-0.983 	4.368 	-4.529 
-1.160 	4.665 	-4.301 
-1.390 	4.866 	-4.005 
-1.430 	5.141 	-3.500 
-1.515 	5.394 	-3.120 
-1.728 	5.516 	-2.916 
-1.822 	5.674 	-2.714 
-1.943 	5.922 	-2.620 
-2.236 	6.091 	-2.796 
-2.523 	6.197 	-2.919 
-2.771 	6.389 	-2.893 
-3.190 	6.428 	-2.915 
-3.662 	6.338 	-2.969 
-3.964 	6.305 	-3.020 
-4.240 	6.247 	-3.225 
-4.489 	6.120 	-3.640 
-4.515 	6.087 	-3.776 
-4.432 	6.187 	-3.703 
-4.481 	6.294 	-3.747 
-4.489 	6.542 	-3.875 
-4.410 	7.040 	-3.776 
-4.399 	7.517 	-3.547 
-4.354 	7.956 	-3.146 
-4.169 	8.550 	-2.666 
-4.016 	9.109 	-2.444 
-4.035 	9.453 	-2.476 
-3.927 	9.802 	-2.499 
-3.747 	10.172 	-2.496 
-3.729 	10.395 	-2.546 
-3.631 	10.584 	-2.497 
-3.353 	10.847 	-2.291 
-3.184 	10.978 	-2.278 
-3.033 	11.025 	-2.430 
-2.717 	11.240 	-2.501 
-2.402 	11.474 	-2.542 
-2.145 	11.534 	-2.443 
-1.719 	11.624 	-2.014 
-1.232 	11.720 	-1.560 
-0.885 	11.630 	-1.410 
-0.499 	11.438 	-1.333 
-0.002 	11.289 	-1.171 
0.405 	11.044 	-1.124 
0.774 	10.426 	-1.099 
1.275 	9.817 	-0.922 
1.683 	9.724 	-0.754 
1.973 	9.449 	-0.654 
2.344 	9.230 	-0.388 
2.741 	9.235 	0.040 
2.976 	9.211 	0.507 
3.215 	9.092 	1.105 
3.495 	8.977 	1.687 
3.543 	8.798 	1.930 
3.499 	8.398 	1.910 
3.562 	8.063 	1.897 
3.594 	7.611 	1.853 
3.552 	7.100 	1.851 
3.686 	6.596 	1.991 
3.923 	6.124 	2.195 
4.062 	5.673 	2.146 
4.329 	5.318 	1.918 
4.743 	5.196 	1.571 
5.021 	5.120 	1.214 
5.273 	5.085 	1.021 
5.622 	5.253 	1.101 
5.806 	5.449 	1.258 
5.803 	5.456 	1.383 
5.852 	5.502 	1.610 
5.883 	5.493 	1.814 
5.771 	5.299 	1.916 
5.627 	5.040 	2.098 
5.578 	4.791 	2.393 
5.394 	4.398 	2.554 
5.125 	3.834 	2.647 
4.973 	3.334 	2.841 
4.760 	2.871 	3.037 
4.515 	2.348 	3.072 
4.498 	2.002 	3.071 
4.502 	1.821 	2.950 
4.369 	1.589 	2.646 
4.273 	1.391 	2.526 
4.266 	1.311 	2.718 
4.077 	1.124 	2.887 
3.853 	0.814 	2.913 
3.694 	0.587 	2.843 
3.505 	0.313 	2.540 
3.215 	-0.114 	2.066 
3.002 	-0.520 	1.715 
2.768 	-0.900 	1.567 
2.393 	-1.452 	1.660 
2.061 	-2.076 	2.223 
1.952 	-2.558 	2.892 
1.648 	-3.022 	3.135 
1.280 	-3.435 	3.106 
1.051 	-3.607 	3.155 
0.812 	-3.651 	3.282 
0.520 	-3.724 	3.342 
0.441 	-3.657 	3.455 
0.371 	-3.507 	3.587 
0.254 	-3.470 	3.657 
0.263 	-3.409 	3.836 
0.410 	-3.221 	4.023 
0.355 	-3.047 	4.070 
0.222 	-2.961 	4.053 
0.168 	-2.713 	4.042 
-0.043 	-2.412 	3.878 
-0.334 	-2.188 	3.583 
-0.472 	-1.919 	3.397 
-0.503 	-1.613 	3.329 
-0.623 	-1.430 	3.039 
-0.673 	-1.248 	2.713 
-0.626 	-0.967 	2.536 
-0.637 	-0.782 	2.369 
-0.666 	-0.664 	2.304 
-0.580 	-0.476 	2.474 
-0.573 	-0.312 	2.473 
-0.727 	-0.326 	2.263 
-0.771 	-0.377 	2.176 
-0.761 	-0.439 	2.126 
-0.905 	-0.625 	1.950 
-0.958 	-0.818 	1.906 
-0.881 	-0.874 	1.968 
-0.887 	-0.993 	1.828 
-0.864 	-1.194 	1.533 
-0.667 	-1.244 	1.312 
-0.550 	-1.279 	1.037 
-0.499 	-1.451 	0.732 
-0.340 	-1.607 	0.611 
-0.122 	-1.697 	0.540 
-0.050 	-1.908 	0.311 
0.104 	-2.105 	0.112 
0.321 	-2.177 	-0.033 
0.486 	-2.224 	-0.415 
0.644 	-2.327 	-0.787 
0.934 	-2.311 	-0.850 
1.154 	-2.285 	-0.831 
1.270 	-2.354 	-0.812 
1.468 	-2.374 	-0.653 
1.711 	-2.296 	-0.531 
1.832 	-2.308 	-0.651 
1.975 	-2.295 	-0.811 
2.270 	-2.161 	-0.848 
2.470 	-2.100 	-0.982 
2.693 	-2.175 	-1.150 
3.103 	-2.187 	-1.247 
3.471 	-2.271 	-1.359 
3.844 	-2.546 	-1.423 
4.151 	-2.802 	-1.264 
4.376 	-3.021 	-1.164 
4.376 	-3.377 	-1.370 
4.363 	-3.821 	-1.676 
4.402 	-4.200 	-1.971 
4.345 	-4.704 	-2.280 
4.315 	-5.303 	-2.376 
4.438 	-5.789 	-2.242 
4.521 	-6.234 	-2.239 
4.551 	-6.727 	-2.461 
4.737 	-7.043 	-2.626 
5.015 	-7.171 	-2.669 
5.180 	-7.309 	-2.614 
5.405 	-7.398 	-2.400 
5.677 	-7.349 	-2.110 
5.792 	-7.361 	-1.968 
5.786 	-7.509 	-1.758 
5.849 	-7.584 	-1.404 
5.809 	-7.701 	-1.223 
5.580 	-7.962 	-1.267 
5.403 	-8.182 	-1.324 
5.187 	-8.355 	-1.420 
4.792 	-8.627 	-1.594 
4.452 	-8.842 	-1.661 
4.201 	-8.871 	-1.626 
3.849 	-8.922 	-1.723 
3.544 	-8.988 	-1.838 
3.387 	-8.921 	-1.765 
3.191 	-8.803 	-1.704 
2.893 	-8.751 	-1.769 
2.728 	-8.636 	-1.800 
2.610 	-8.442 	-1.915 
2.405 	-8.388 	-2.087 
2.256 	-8.354 	-2.083 
2.213 	-8.188 	-1.928 
2.051 	-8.128 	-1.939 
1.871 	-8.120 	-2.172 
1.838 	-8.027 	-2.299 
1.808 	-7.955 	-2.488 
1.706 	-8.025 	-2.767 
1.720 	-7.956 	-2.889 
1.762 	-7.803 	-2.896 
1.672 	-7.760 	-2.891 
1.710 	-7.677 	-2.687 
1.930 	-7.419 	-2.412 
2.029 	-7.114 	-2.372 
2.111 	-6.813 	-2.347 
2.284 	-6.413 	-2.085 
2.410 	-6.049 	-1.798 
2.416 	-5.925 	-1.578 
2.511 	-5.783 	-1.455 
2.576 	-5.627 	-1.665 
2.526 	-5.666 	-2.207 
2.562 	-5.738 	-2.811 
2.754 	-5.714 	-3.195 
2.827 	-5.743 	-3.326 
2.880 	-5.833 	-3.103 
3.108 	-5.747 	-2.512 
3.267 	-5.637 	-1.870 
3.305 	-5.607 	-1.362 
3.426 	-5.474 	-0.737 
3.499 	-5.205 	-0.189 
3.343 	-5.024 	-0.027 
3.197 	-4.810 	-0.075 
3.084 	-4.534 	-0.220 
2.907 	-4.316 	-0.380 
2.807 	-4.210 	-0.315 
2.917 	-3.946 	0.055 
3.027 	-3.608 	0.250 
3.020 	-3.311 	0.083 
3.087 	-2.870 	-0.222 
3.080 	-2.305 	-0.661 
3.045 	-1.806 	-1.178 
3.030 	-1.312 	-1.448 
3.109 	-0.729 	-1.475 
3.033 	-0.275 	-1.567 
2.922 	0.040 	-1.646 
2.911 	0.443 	-1.522 
2.773 	0.797 	-1.396 
2.479 	0.978 	-1.340 
2.247 	1.251 	-1.199 
2.023 	1.651 	-1.164 
1.637 	1.948 	-1.351 
1.321 	2.197 	-1.506 
1.165 	2.596 	-1.517 
0.978 	2.889 	-1.572 
0.849 	3.118 	-1.653 
0.926 	3.463 	-1.605 
0.988 	3.836 	-1.575 
0.991 	4.111 	-1.642 
1.114 	4.478 	-1.477 
1.326 	4.938 	-1.049 
1.399 	5.306 	-0.613 
1.552 	5.671 	-0.108 
1.728 	6.136 	0.364 
1.741 	6.474 	0.595 
1.687 	6.676 	0.719 
1.713 	6.849 	0.808 
1.614 	6.951 	0.698 
1.425 	6.894 	0.375 
1.373 	6.814 	0.182 
1.407 	6.696 	0.143 
1.438 	6.394 	0.158 
1.616 	6.137 	0.388 
1.914 	5.984 	0.680 
2.079 	5.832 	0.699 
2.209 	5.621 	0.541 
2.432 	5.440 	0.493 
2.546 	5.139 	0.500 
2.555 	4.673 	0.544 
2.666 	4.144 	0.738 
2.732 	3.687 	0.866 
2.660 	3.134 	0.696 
2.608 	2.579 	0.475 
2.696 	2.284 	0.267 
2.633 	2.100 	-0.113 
2.509 	1.987 	-0.603 
2.438 	2.080 	-1.005 
2.242 	2.201 	-1.381 
1.917 	2.203 	-1.757 
1.700 	2.290 	-1.906 
1.461 	2.439 	-1.892 
1.073 	2.443 	-1.828 
0.716 	2.453 	-1.658 
0.391 	2.536 	-1.324 
-0.119 	2.518 	-1.048 
-0.652 	2.352 	-0.753 
-1.059 	2.242 	-0.374 
-1.537 	2.067 	-0.047 
-2.039 	1.729 	0.229 
-2.343 	1.415 	0.674 
-2.633 	1.162 	1.145 
-2.975 	0.876 	1.348 
-3.271 	0.710 	1.420 
-3.436 	0.744 	1.559 
-3.697 	0.764 	1.684 
-3.923 	0.824 	1.882 
-4.027 	1.034 	2.243 
-4.235 	1.197 	2.582 
-4.549 	1.189 	2.859 
-4.712 	1.158 	3.273 
-4.777 	1.140 	3.525 
-4.940 	0.946 	3.396 
-4.983 	0.689 	3.063 
-4.855 	0.521 	2.603 
-4.837 	0.248 	1.998 
-4.842 	-0.097 	1.531 
-4.735 	-0.304 	1.392 
-4.751 	-0.442 	1.358 
-4.913 	-0.687 	1.419 
-4.976 	-0.813 	1.739 
-5.055 	-0.818 	2.158 
-5.315 	-0.830 	2.447 
-5.533 	-0.750 	2.676 
-5.696 	-0.479 	2.854 
-5.980 	-0.230 	2.887 
-6.179 	-0.032 	2.913 
-6.217 	0.238 	3.012 
-6.298 	0.493 	2.892 
-6.479 	0.594 	2.561 
-6.506 	0.780 	2.218 
-6.536 	0.982 	1.860 
-6.702 	1.049 	1.381 
-6.768 	1.080 	1.047 
-6.753 	1.230 	0.930 
-6.837 	1.327 	0.776 
-6.954 	1.363 	0.669 
-6.911 	1.537 	0.838 
-6.930 	1.670 	1.015 
-7.062 	1.711 	1.076 
-7.094 	1.891 	1.206 
-7.136 	2.171 	1.344 
-7.312 	2.320 	1.439 
-7.315 	2.520 	1.653 
-7.170 	2.858 	1.772 
-7.081 	3.159 	1.615 
-6.984 	3.383 	1.295 
-6.652 	3.675 	1.102 
-6.323 	3.945 	0.969 
-6.065 	4.074 	0.850 
-5.692 	4.300 	0.873 
-5.357 	4.557 	0.939 
-5.178 	4.614 	1.013 
-4.886 	4.610 	1.318 
-4.477 	4.688 	1.759 
-4.216 	4.660 	2.000 
-3.989 	4.521 	2.154 
-3.624 	4.474 	2.400 
-3.341 	4.396 	2.711 
-3.168 	4.232 	2.776 
-2.936 	4.192 	2.768 
-2.759 	4.189 	2.673 
-2.740 	4.069 	2.468 
-2.644 	3.992 	2.403 
-2.510 	4.088 	2.526 
-2.496 	4.133 	2.777 
-2.500 	4.113 	3.198 
-2.313 	4.254 	3.762 
-2.192 	4.421 	4.282 
-2.110 	4.487 	4.578 
-1.880 	4.656 	4.814 
-1.627 	4.919 	4.926 
-1.500 	5.026 	4.841 
-1.304 	5.130 	4.778 
-1.042 	5.296 	4.775 
-0.931 	5.268 	4.771 
-0.845 	5.102 	4.768 
-0.661 	5.073 	4.684 
-0.608 	5.045 	4.404 
-0.657 	4.826 	4.074 
-0.558 	4.678 	4.014 
-0.430 	4.532 	4.039 
-0.339 	4.222 	4.086 
-0.112 	3.844 	4.211 
0.317 	3.504 	4.422 
0.666 	3.033 	4.497 
1.112 	2.652 	4.465 
1.699 	2.436 	4.594 
2.197 	2.237 	4.714 
2.591 	2.006 	4.738 
3.012 	1.946 	4.764 
3.299 	2.058 	4.576 
3.399 	2.091 	4.176 
3.553 	2.096 	3.845 
3.780 	2.139 	3.667 
3.898 	1.988 	3.544 
3.966 	1.691 	3.538 
4.108 	1.433 	3.612 
4.151 	1.181 	3.561 
4.100 	0.816 	3.358 
4.129 	0.508 	3.291 
4.154 	0.249 	3.205 
4.067 	-0.126 	3.000 
4.000 	-0.501 	2.801 
4.043 	-0.740 	2.529 
4.014 	-1.069 	2.029 
4.146 	-1.475 	1.595 
4.462 	-1.683 	1.294 
4.743 	-1.804 	0.859 
4.965 	-1.993 	0.313 
5.344 	-2.112 	0.012 
5.702 	-2.200 	-0.072 
6.163 	-2.397 	-0.092 
6.521 	-2.591 	0.000 
6.722 	-2.686 	0.162 
6.695 	-2.864 	0.190 
6.594 	-3.096 	0.293 
6.609 	-3.223 	0.576 
6.529 	-3.388 	0.787 
6.389 	-3.636 	0.831 
6.357 	-3.780 	0.990 
6.317 	-3.865 	1.108 
6.117 	-4.051 	1.131 
5.979 	-4.225 	1.270 
5.877 	-4.237 	1.456 
5.639 	-4.212 	1.429 
5.375 	-4.196 	1.319 
5.236 	-4.039 	1.359 
4.987 	-3.861 	1.439 
4.646 	-3.771 	1.495 
4.420 	-3.646 	1.682 
4.227 	-3.538 	1.919 
3.841 	-3.571 	2.011 
3.477 	-3.623 	2.088 
3.167 	-3.590 	2.106 
2.715 	-3.559 	1.779 
2.273 	-3.545 	1.357 
1.956 	-3.388 	0.981 
1.588 	-3.198 	0.481 
1.159 	-3.118 	-0.053 
0.856 	-2.899 	-0.394 
0.577 	-2.595 	-0.633 
0.135 	-2.440 	-0.879 
-0.248 	-2.292 	-0.934 
-0.545 	-2.065 	-0.881 
-1.070 	-1.896 	-0.935 
-1.672 	-1.812 	-0.943 
-2.137 	-1.685 	-0.787 
-2.672 	-1.607 	-0.620 
-3.290 	-1.658 	-0.682 
-3.760 	-1.631 	-0.813 
-4.176 	-1.560 	-0.984 
-4.613 	-1.635 	-1.245 
-4.884 	-1.688 	-1.386 
-5.016 	-1.600 	-1.393 
-5.253 	-1.548 	-1.522 
-5.465 	-1.484 	-1.667 
-5.547 	-1.246 	-1.684 
-5.646 	-0.981 	-1.887 
-5.843 	-0.823 	-2.361 
-5.883 	-0.613 	-2.814 
-5.864 	-0.445 	-3.215 
-5.916 	-0.506 	-3.673 
-5.848 	-0.688 	-4.045 
-5.646 	-0.894 	-4.276 
-5.580 	-1.313 	-4.506 
-5.470 	-1.868 	-4.593 
-5.231 	-2.294 	-4.455 
-5.053 	-2.752 	-4.272 
-5.014 	-3.324 	-4.055 
-4.897 	-3.753 	-3.689 
-4.884 	-3.977 	-3.356 
-5.079 	-4.210 	-3.156 
-5.250 	-4.311 	-2.947 
-5.335 	-4.190 	-2.775 
-5.546 	-4.016 	-2.722 
-5.764 	-3.858 	-2.641 
-5.863 	-3.503 	-2.440 
-6.011 	-3.089 	-2.329 
-6.302 	-2.798 	-2.323 
-6.462 	-2.470 	-2.167 
-6.654 	-2.164 	-1.987 
-7.024 	-2.021 	-2.012 
-7.311 	-1.911 	-2.127 
-7.524 	-1.750 	-2.229 
-7.817 	-1.684 	-2.525 
-8.111 	-1.678 	-2.948 
-8.283 	-1.503 	-3.291 
-8.517 	-1.312 	-3.635 
-8.761 	-1.193 	-3.935 
-8.845 	-0.990 	-3.997 
-8.946 	-0.692 	-4.029 
-9.177 	-0.506 	-4.186 
-9.338 	-0.250 	-4.187 
-9.376 	0.182 	-4.051 
-9.527 	0.571 	-4.037 
-9.626 	0.896 	-4.136 
-9.587 	1.327 	-4.233 
-9.605 	1.754 	-4.494 
-9.706 	1.983 	-4.772 
-9.607 	2.199 	-4.728 
-9.475 	2.404 	-4.484 
-9.381 	2.426 	-4.434 
-9.219 	2.400 	-4.449 
-8.951 	2.450 	-4.521 
-8.778 	2.430 	-4.648 
-8.563 	2.368 	-4.516 
-8.168 	2.490 	-3.976 
-7.867 	2.618 	-3.438 
-7.641 	2.717 	-3.257 
-7.314 	2.915 	-3.266 
-7.007 	3.200 	-3.354 
-6.778 	3.395 	-3.431 
-6.431 	3.599 	-3.269 
-6.005 	3.918 	-2.833 
-5.733 	4.173 	-2.579 
-5.507 	4.368 	-2.533 
-5.180 	4.683 	-2.539 
-4.913 	5.017 	-2.561 
-4.702 	5.234 	-2.522 
-4.355 	5.510 	-2.243 
-4.034 	5.780 	-2.012 
-3.906 	5.856 	-2.078 
-3.724 	5.867 	-2.255 
-3.437 	5.985 	-2.354 
-3.186 	6.030 	-2.450 
-2.881 	5.973 	-2.388 
-2.376 	6.072 	-2.104 
-1.963 	6.145 	-1.896 
-1.633 	6.125 	-1.698 
-1.194 	6.193 	-1.428 
-0.753 	6.360 	-1.229 
-0.498 	6.413 	-1.283 
-0.194 	6.435 	-1.236 
0.162 	6.480 	-0.912 
0.324 	6.356 	-0.478 
0.427 	6.146 	-0.021 
0.615 	6.062 	0.353 
0.714 	5.926 	0.406 
0.764 	5.690 	0.197 
1.020 	5.609 	0.157 
1.334 	5.605 	0.340 
1.577 	5.548 	0.551 
1.896 	5.540 	0.776 
2.328 	5.671 	0.869 
2.662 	5.745 	0.660 
2.994 	5.800 	0.354 
3.445 	6.025 	0.178 
3.786 	6.241 	-0.017 
4.008 	6.149 	-0.337 
4.353 	6.216 	-0.570 
4.671 	6.457 	-0.762 
4.844 	6.516 	-0.884 
5.095 	6.615 	-0.787 
5.493 	6.786 	-0.525 
5.765 	6.791 	-0.399 
5.988 	6.750 	-0.452 
6.347 	6.843 	-0.531 
6.567 	6.901 	-0.732 
6.656 	6.814 	-0.878 
6.874 	6.839 	-0.756 
7.050 	7.028 	-0.536 
7.060 	7.121 	-0.403 
7.063 	7.225 	-0.300 
7.142 	7.429 	-0.083 
6.983 	7.625 	0.227 
6.839 	7.790 	0.688 
6.899 	7.985 	1.319 
6.808 	8.120 	1.773 
6.683 	8.097 	1.984 
6.677 	8.185 	2.114 
6.676 	8.328 	2.094 
6.518 	8.188 	1.886 
6.463 	8.127 	1.665 
6.439 	8.117 	1.461 
6.235 	7.924 	1.211 
6.001 	7.649 	1.074 
5.775 	7.431 	1.125 
5.449 	7.181 	1.131 
4.985 	6.794 	1.067 
4.679 	6.502 	1.139 
4.320 	6.284 	1.386 
3.876 	6.016 	1.720 
3.596 	5.853 	2.170 
3.510 	5.913 	2.576 
3.375 	6.012 	2.605 
3.341 	6.136 	2.484 
3.580 	6.373 	2.435 
3.806 	6.622 	2.306 
4.019 	6.712 	2.141 
4.379 	6.817 	2.032 
4.721 	6.910 	1.812 
4.909 	6.720 	1.407 
5.165 	6.438 	1.159 
5.469 	6.157 	1.066 
5.567 	5.706 	0.876 
5.673 	5.139 	0.662 
5.844 	4.656 	0.475 
5.970 	4.142 	0.068 
5.996 	3.524 	-0.416 
6.218 	3.063 	-0.666 
6.410 	2.719 	-0.704 
6.468 	2.358 	-0.673 
6.645 	2.076 	-0.587 
6.892 	1.975 	-0.523 
6.924 	1.852 	-0.604 
6.954 	1.678 	-0.701 
7.142 	1.611 	-0.637 
7.197 	1.480 	-0.685 
7.174 	1.146 	-0.781 
7.271 	0.821 	-0.698 
7.255 	0.517 	-0.660 
7.065 	0.064 	-0.841 
6.989 	-0.375 	-1.000 
6.858 	-0.748 	-0.951 
6.567 	-1.199 	-1.011 
6.201 	-1.683 	-1.090 
5.823 	-1.985 	-1.062 
5.376 	-2.280 	-1.058 
4.894 	-2.689 	-1.092 
4.347 	-3.009 	-0.936 
3.827 	-3.202 	-0.715 
3.242 	-3.498 	-0.571 
2.816 	-3.746 	-0.399 
2.576 	-3.882 	-0.271 
2.349 	-4.094 	-0.298 
2.249 	-4.330 	-0.253 
2.379 	-4.389 	-0.036 
2.460 	-4.417 	0.205 
2.414 	-4.539 	0.371 
