longitudinal	transverse	vertical
-33.987 	44.230 	8.580 
-36.000 	38.651 	8.359 
-37.938 	33.510 	4.536 
-39.608 	29.197 	-0.790 
-40.531 	25.540 	-5.153 
-40.393 	22.463 	-7.319 
-39.405 	19.729 	-6.652 
-37.943 	16.906 	-2.711 
-35.477 	14.111 	3.563 
-31.542 	11.751 	10.939 
-25.968 	9.743 	18.390 
-18.937 	7.331 	24.859 
-11.529 	4.628 	29.519 
-5.176 	2.063 	31.960 
-0.647 	-0.238 	28.495 
2.428 	-2.606 	23.971 
4.689 	-4.824 	17.651 
6.633 	-7.411 	11.042 
8.623 	-10.466 	5.138 
10.827 	-13.258 	-0.991 
12.301 	-15.665 	-8.164 
13.080 	-17.931 	-15.229 
13.973 	-19.847 	-19.710 
15.881 	-21.243 	-18.854 
18.725 	-22.410 	-11.682 
22.351 	-23.146 	0.218 
26.583 	-23.472 	13.840 
30.613 	-23.625 	26.104 
34.220 	-23.254 	36.354 
38.111 	-21.935 	45.878 
41.950 	-19.554 	51.247 
45.648 	-16.033 	51.959 
48.949 	-11.628 	48.858 
51.643 	-7.058 	43.218 
51.594 	-2.908 	35.958 
52.120 	0.706 	29.990 
53.257 	3.981 	25.647 
53.462 	6.939 	20.092 
52.855 	9.775 	12.336 
51.746 	11.963 	3.394 
50.435 	12.688 	-4.534 
48.794 	11.259 	-9.292 
46.653 	7.628 	-10.582 
43.685 	1.744 	-9.724 
41.335 	-6.427 	-7.875 
36.508 	-16.499 	-4.687 
31.848 	-27.557 	0.398 
27.488 	-38.627 	6.888 
23.486 	-48.179 	13.123 
20.091 	-55.739 	18.064 
17.314 	-61.614 	21.826 
15.380 	-66.523 	25.897 
14.582 	-70.725 	31.123 
14.577 	-74.241 	37.690 
14.768 	-76.997 	39.833 
14.932 	-78.826 	37.733 
15.218 	-79.979 	30.920 
15.822 	-80.992 	24.435 
17.219 	-81.933 	17.887 
19.510 	-82.467 	10.399 
22.051 	-82.982 	2.313 
24.453 	-83.854 	-5.558 
26.838 	-85.193 	-12.448 
29.368 	-86.821 	-17.991 
31.712 	-88.768 	-21.649 
33.676 	-91.326 	-22.846 
35.850 	-94.071 	-21.316 
37.451 	-97.136 	-17.324 
39.146 	-100.254 	-12.255 
39.950 	-102.614 	-8.162 
39.903 	-104.341 	-5.597 
39.774 	-105.696 	-3.362 
40.294 	-106.564 	-0.544 
41.481 	-106.957 	2.485 
43.070 	-107.186 	5.251 
45.307 	-107.415 	7.976 
48.058 	-107.315 	10.392 
50.790 	-106.802 	11.128 
53.279 	-105.504 	10.404 
55.705 	-104.023 	10.024 
57.884 	-102.973 	10.025 
60.034 	-102.316 	9.361 
62.144 	-101.095 	5.882 
63.949 	-99.105 	-1.881 
65.423 	-97.174 	-11.093 
67.674 	-96.466 	-15.780 
71.495 	-97.033 	-13.136 
75.907 	-98.253 	-5.135 
80.171 	-99.481 	4.131 
83.698 	-100.677 	11.396 
86.516 	-101.798 	15.798 
88.980 	-102.639 	17.870 
91.122 	-102.566 	19.229 
92.908 	-101.917 	21.558 
94.402 	-101.357 	25.866 
96.022 	-101.066 	30.898 
97.936 	-100.824 	34.951 
99.411 	-100.566 	36.198 
100.580 	-100.193 	36.796 
101.891 	-99.715 	35.158 
103.045 	-99.268 	37.418 
103.639 	-98.858 	37.946 
103.831 	-98.318 	34.306 
103.126 	-97.158 	29.420 
101.856 	-96.522 	23.508 
100.889 	-95.753 	17.175 
100.383 	-94.895 	10.286 
99.175 	-94.728 	3.515 
97.787 	-95.453 	-2.388 
97.019 	-96.381 	-7.170 
96.499 	-96.999 	-11.104 
95.525 	-98.424 	-14.189 
95.148 	-99.715 	-15.374 
95.986 	-102.411 	-14.479 
97.818 	-102.458 	-11.383 
92.997 	-102.396 	-9.502 
90.211 	-106.191 	-10.091 
89.891 	-108.667 	-12.802 
87.685 	-109.903 	-14.517 
83.621 	-111.674 	-15.769 
81.731 	-114.594 	-18.318 
79.048 	-115.217 	-22.676 
72.340 	-117.521 	-25.898 
67.441 	-119.020 	-26.285 
62.741 	-118.962 	-26.393 
57.100 	-118.921 	-27.869 
52.274 	-117.603 	-30.488 
48.438 	-116.091 	-34.017 
45.588 	-114.549 	-36.625 
44.061 	-112.071 	-37.133 
43.157 	-108.071 	-36.173 
41.683 	-102.319 	-35.104 
38.932 	-92.964 	-33.729 
37.156 	-79.425 	-31.998 
36.375 	-63.045 	-31.236 
34.831 	-48.851 	-29.915 
33.192 	-37.560 	-27.024 
30.311 	-28.847 	-23.435 
27.825 	-21.324 	-19.794 
25.212 	-15.493 	-16.794 
22.160 	-11.029 	-13.916 
20.417 	-7.459 	-9.236 
18.507 	-4.429 	-4.257 
15.723 	-1.245 	0.440 
14.700 	1.808 	2.304 
12.607 	4.467 	2.489 
9.438 	7.266 	1.498 
6.662 	11.102 	0.491 
5.594 	14.148 	2.245 
4.713 	17.886 	7.788 
5.075 	20.002 	15.621 
5.251 	20.707 	20.007 
1.381 	24.133 	17.982 
0.172 	26.184 	12.197 
-0.659 	26.989 	5.010 
-3.201 	29.291 	-0.201 
-4.428 	29.967 	-4.414 
-4.391 	30.775 	-10.018 
-6.794 	31.750 	-17.243 
-10.391 	32.898 	-27.329 
-13.245 	32.460 	-36.017 
-15.210 	31.821 	-38.628 
-18.218 	31.066 	-36.631 
-22.931 	33.424 	-31.201 
-25.687 	31.841 	-25.092 
-26.379 	26.180 	-21.839 
-30.854 	24.884 	-24.203 
-34.670 	21.781 	-24.999 
-32.702 	17.028 	-18.039 
-35.698 	13.830 	-14.702 
-34.972 	13.500 	-12.955 
-35.687 	12.337 	-5.271 
-36.798 	10.143 	-2.697 
-37.777 	11.897 	-5.763 
-37.742 	14.572 	-7.895 
-37.584 	16.450 	-14.020 
-37.141 	20.414 	-24.036 
-35.691 	24.012 	-32.650 
-34.454 	26.646 	-36.581 
-33.854 	30.465 	-37.042 
-34.202 	33.644 	-38.373 
-34.586 	37.468 	-41.690 
-33.289 	38.658 	-44.348 
-33.775 	41.797 	-47.697 
-34.784 	45.668 	-50.592 
-34.892 	47.002 	-49.471 
-36.872 	48.280 	-43.521 
-41.039 	48.024 	-36.639 
-41.602 	45.853 	-28.231 
-44.938 	43.897 	-22.332 
-48.034 	42.357 	-20.949 
-49.664 	41.330 	-17.424 
-54.517 	37.800 	-16.269 
-58.400 	36.409 	-18.721 
-61.553 	34.898 	-18.392 
-63.582 	33.743 	-14.181 
-66.546 	33.282 	-7.982 
-69.797 	34.509 	-6.055 
-73.081 	34.447 	-4.960 
-75.629 	34.202 	-2.432 
-77.741 	34.751 	-1.600 
-80.749 	35.001 	-4.061 
-84.086 	35.651 	-8.027 
-87.740 	34.604 	-13.157 
-89.969 	34.514 	-20.409 
-92.252 	34.563 	-25.887 
-95.405 	33.710 	-29.499 
-97.278 	34.297 	-32.178 
-97.862 	35.023 	-33.367 
-98.285 	35.404 	-31.087 
-98.710 	37.001 	-28.648 
-98.896 	38.479 	-29.273 
-98.738 	41.979 	-31.004 
-98.568 	44.824 	-32.132 
-97.883 	47.583 	-31.886 
-96.251 	50.100 	-32.841 
-92.890 	52.516 	-33.499 
-88.216 	55.201 	-32.656 
-81.960 	58.248 	-30.400 
-74.531 	62.048 	-27.587 
-66.673 	66.104 	-25.337 
-58.409 	70.479 	-24.533 
-50.221 	74.932 	-25.301 
-42.187 	78.462 	-26.247 
-34.733 	81.351 	-25.745 
-28.599 	83.780 	-24.173 
-23.920 	85.755 	-23.057 
-20.557 	87.279 	-22.260 
-17.581 	87.900 	-22.360 
-14.713 	88.412 	-25.349 
-12.263 	88.993 	-30.499 
-10.502 	88.639 	-34.606 
-9.054 	87.378 	-34.609 
-8.107 	85.721 	-30.203 
-8.101 	84.050 	-24.143 
-9.190 	83.107 	-19.634 
-11.616 	82.502 	-17.540 
-14.785 	81.185 	-16.186 
-17.365 	79.219 	-14.192 
-19.402 	76.288 	-12.149 
-21.560 	72.391 	-11.088 
-24.677 	67.243 	-11.233 
-27.939 	60.094 	-12.612 
-30.911 	50.963 	-13.652 
-33.055 	41.013 	-11.960 
-33.421 	32.120 	-6.540 
-32.075 	25.526 	-0.095 
-30.582 	21.191 	2.601 
-29.620 	19.108 	-0.427 
-29.240 	19.242 	-6.558 
-28.559 	20.480 	-12.270 
-27.563 	21.901 	-15.554 
-25.906 	23.344 	-16.514 
-24.524 	25.277 	-17.404 
-23.699 	27.074 	-19.739 
-23.089 	28.757 	-22.771 
-21.926 	30.915 	-25.047 
-19.909 	33.155 	-25.835 
-17.249 	35.080 	-24.905 
-14.357 	36.931 	-22.332 
-11.702 	38.231 	-19.346 
-9.722 	38.837 	-16.529 
-8.078 	38.841 	-13.211 
-6.401 	39.464 	-10.299 
-4.897 	39.300 	-10.185 
-3.128 	38.609 	-12.826 
-0.429 	37.503 	-16.192 
2.428 	36.278 	-17.980 
5.450 	34.961 	-17.187 
8.334 	34.005 	-14.678 
10.586 	34.005 	-12.490 
12.200 	34.499 	-12.210 
13.625 	35.500 	-12.168 
15.333 	36.238 	-9.817 
16.989 	36.822 	-5.233 
18.742 	37.870 	-0.215 
20.513 	38.440 	4.124 
21.185 	39.103 	7.465 
22.008 	38.926 	9.122 
22.684 	38.202 	10.329 
23.697 	37.668 	12.676 
24.200 	36.434 	15.874 
24.786 	35.628 	16.795 
24.627 	35.456 	14.070 
22.932 	35.508 	9.559 
21.085 	35.035 	6.442 
19.162 	34.422 	6.981 
17.796 	33.784 	9.710 
15.298 	33.419 	12.020 
12.139 	32.952 	12.120 
8.121 	32.260 	9.792 
4.247 	31.059 	7.441 
0.846 	29.893 	6.455 
-2.052 	29.380 	5.967 
-5.043 	29.104 	4.376 
-8.183 	28.456 	1.946 
-10.453 	27.243 	-0.055 
-12.386 	25.744 	-1.460 
-13.672 	24.333 	-1.784 
-15.258 	23.681 	-0.169 
-17.588 	23.754 	2.856 
-20.254 	23.717 	6.151 
-22.638 	23.896 	8.867 
-25.043 	23.986 	10.023 
-27.760 	23.725 	9.677 
-29.834 	23.852 	9.025 
-31.141 	23.452 	9.518 
-32.026 	22.786 	11.703 
-33.102 	22.219 	14.214 
-32.531 	20.308 	14.863 
-32.060 	18.130 	13.339 
-31.751 	15.904 	11.545 
-29.360 	12.595 	12.236 
-26.479 	10.509 	15.192 
-24.680 	9.109 	18.621 
-23.178 	5.791 	19.193 
-18.079 	2.673 	19.238 
-14.552 	2.154 	21.152 
-11.224 	1.043 	22.971 
-7.654 	2.125 	21.979 
-1.369 	-2.310 	20.130 
3.358 	-0.479 	20.929 
6.014 	1.878 	22.468 
9.920 	-0.529 	24.107 
14.540 	-2.548 	19.827 
16.436 	0.949 	18.169 
17.897 	5.605 	24.361 
19.624 	8.855 	31.582 
18.928 	9.289 	39.005 
20.096 	9.866 	41.489 
20.515 	12.852 	40.246 
19.890 	12.510 	42.383 
20.146 	10.031 	41.929 
21.573 	10.279 	38.223 
21.637 	11.307 	33.458 
20.788 	10.034 	30.415 
20.665 	8.737 	30.187 
20.551 	8.028 	33.953 
19.610 	5.902 	38.381 
18.534 	3.055 	40.186 
17.380 	1.555 	40.332 
15.746 	1.763 	41.832 
12.592 	2.452 	43.585 
11.516 	1.198 	47.124 
9.927 	-1.238 	50.287 
7.575 	-2.649 	52.172 
5.206 	-2.219 	52.314 
3.984 	-2.091 	50.138 
2.245 	-2.659 	45.646 
1.260 	-3.244 	41.710 
2.129 	-4.385 	39.903 
3.017 	-5.880 	36.784 
1.592 	-6.400 	30.486 
0.064 	-5.358 	25.584 
-0.570 	-5.388 	23.798 
-0.610 	-6.313 	25.584 
-0.357 	-6.227 	29.520 
-1.078 	-7.116 	35.084 
-3.025 	-9.273 	39.435 
-5.021 	-11.053 	40.553 
-7.300 	-12.286 	37.916 
-10.856 	-13.116 	36.203 
-13.812 	-14.480 	36.510 
-15.368 	-16.766 	38.431 
-16.301 	-20.098 	41.400 
-16.780 	-23.908 	45.015 
-16.967 	-27.722 	48.937 
-17.303 	-30.918 	51.061 
-17.832 	-33.219 	51.468 
-18.086 	-33.867 	50.750 
-18.969 	-32.791 	48.372 
-20.280 	-31.052 	43.848 
-21.845 	-29.369 	38.150 
-22.771 	-27.760 	34.548 
-23.133 	-26.267 	34.079 
-22.604 	-24.578 	35.724 
-20.874 	-21.915 	36.958 
-18.018 	-17.539 	36.061 
-14.509 	-10.259 	32.761 
-11.238 	0.211 	27.991 
-9.652 	11.507 	22.939 
-9.915 	20.241 	20.227 
-10.426 	25.861 	21.970 
-10.034 	29.256 	26.672 
-9.437 	31.190 	31.380 
-8.768 	31.905 	34.286 
-8.353 	31.976 	34.674 
-8.392 	32.273 	34.525 
-8.881 	32.628 	36.552 
-9.319 	33.503 	40.104 
-10.227 	34.540 	43.575 
-11.976 	35.297 	46.020 
-13.975 	35.419 	46.870 
-16.499 	35.888 	46.101 
-19.188 	36.457 	44.434 
-22.029 	37.595 	42.772 
-24.615 	38.811 	40.282 
-27.480 	39.767 	36.243 
-30.512 	40.240 	32.451 
-33.366 	40.412 	31.113 
-35.748 	40.521 	31.544 
-38.072 	40.354 	31.456 
-40.794 	39.520 	30.863 
-42.800 	37.652 	31.040 
-44.469 	35.234 	30.228 
-45.314 	32.703 	25.691 
-46.438 	30.516 	16.348 
-47.364 	28.012 	5.797 
-47.534 	24.773 	-1.671 
-46.333 	21.265 	-5.056 
-44.167 	17.796 	-7.301 
-41.485 	14.447 	-10.369 
-38.170 	11.291 	-12.799 
-34.318 	8.596 	-13.002 
-29.677 	6.713 	-11.376 
-24.938 	6.285 	-9.439 
-19.420 	7.354 	-7.605 
-13.314 	9.406 	-5.550 
-6.561 	11.888 	-3.235 
0.560 	14.751 	-1.621 
6.672 	17.832 	-1.668 
11.402 	20.645 	-4.098 
14.957 	23.354 	-8.060 
18.238 	25.925 	-11.103 
21.137 	27.684 	-12.120 
24.163 	28.350 	-11.496 
27.011 	28.385 	-9.249 
29.323 	27.793 	-7.169 
30.748 	27.113 	-7.805 
31.805 	26.967 	-10.900 
32.839 	26.771 	-13.848 
32.946 	26.137 	-14.230 
34.569 	24.765 	-11.301 
35.604 	23.254 	-6.153 
36.468 	21.954 	-1.351 
35.297 	21.313 	1.873 
35.491 	21.332 	4.180 
35.262 	21.702 	5.496 
35.278 	22.158 	4.732 
34.518 	22.646 	2.187 
34.222 	22.301 	-1.063 
34.198 	19.260 	-4.586 
34.520 	17.999 	-9.338 
33.648 	16.229 	-15.137 
33.656 	13.229 	-20.420 
32.670 	8.677 	-24.185 
31.660 	2.594 	-26.730 
30.831 	-4.600 	-28.945 
25.786 	-12.554 	-31.103 
20.311 	-20.273 	-32.908 
15.002 	-27.233 	-33.449 
10.382 	-33.689 	-31.561 
6.598 	-39.474 	-26.904 
3.226 	-44.415 	-20.605 
-0.220 	-48.463 	-14.614 
-3.943 	-51.638 	-10.046 
-7.204 	-54.173 	-7.647 
-9.955 	-55.965 	-8.278 
-12.016 	-56.652 	-12.007 
-13.060 	-56.225 	-16.717 
-12.851 	-54.791 	-20.278 
-11.746 	-53.042 	-22.806 
-9.787 	-51.211 	-25.563 
-7.173 	-49.347 	-29.177 
-4.145 	-47.806 	-33.007 
-0.763 	-46.407 	-35.634 
2.938 	-44.720 	-37.918 
6.093 	-43.001 	-41.325 
8.300 	-41.524 	-44.938 
9.733 	-40.144 	-47.374 
10.985 	-38.922 	-48.634 
11.775 	-37.778 	-50.594 
12.598 	-36.631 	-53.777 
13.457 	-35.581 	-57.176 
14.341 	-35.562 	-59.231 
15.428 	-36.426 	-58.722 
16.928 	-37.612 	-55.042 
18.205 	-39.174 	-48.894 
19.089 	-40.839 	-41.011 
19.652 	-42.156 	-33.219 
20.001 	-42.921 	-27.789 
20.268 	-43.491 	-24.777 
20.395 	-44.220 	-21.321 
20.856 	-45.130 	-15.631 
21.035 	-45.992 	-9.993 
20.893 	-46.649 	-6.991 
20.353 	-47.609 	-6.479 
19.821 	-49.277 	-7.190 
19.524 	-51.273 	-8.521 
19.389 	-52.669 	-11.596 
18.972 	-53.487 	-17.554 
17.829 	-54.341 	-25.342 
16.832 	-55.637 	-32.683 
15.884 	-57.022 	-38.923 
14.841 	-58.564 	-43.688 
13.548 	-60.179 	-45.985 
12.753 	-62.208 	-45.466 
12.590 	-64.897 	-43.501 
12.499 	-68.256 	-41.904 
11.974 	-71.420 	-41.495 
10.945 	-74.040 	-41.523 
9.669 	-76.589 	-41.184 
8.752 	-78.904 	-40.305 
8.458 	-80.688 	-39.223 
8.253 	-82.507 	-38.465 
8.097 	-84.359 	-38.139 
8.080 	-85.960 	-38.136 
7.822 	-87.112 	-39.302 
7.652 	-87.700 	-42.285 
7.600 	-87.728 	-46.098 
7.940 	-87.313 	-49.704 
8.142 	-86.478 	-52.275 
8.353 	-85.378 	-52.996 
8.698 	-83.744 	-51.221 
9.114 	-81.942 	-46.718 
9.861 	-80.157 	-41.589 
10.939 	-77.619 	-38.595 
12.450 	-74.628 	-38.137 
14.458 	-71.237 	-38.944 
17.168 	-66.844 	-39.873 
20.112 	-60.641 	-41.151 
22.132 	-52.852 	-42.476 
22.678 	-44.959 	-41.607 
21.971 	-38.047 	-36.245 
19.836 	-32.444 	-26.712 
16.495 	-27.567 	-16.353 
11.823 	-22.688 	-8.040 
6.041 	-18.354 	-1.894 
-0.020 	-15.118 	3.389 
-5.414 	-12.355 	8.702 
-10.471 	-9.734 	12.628 
-15.063 	-7.464 	13.778 
-19.155 	-5.767 	13.227 
-21.951 	-4.612 	13.179 
-23.841 	-3.866 	14.707 
-25.261 	-3.097 	18.755 
-26.147 	-2.139 	26.075 
-26.891 	-1.055 	34.938 
-27.712 	0.370 	41.566 
-28.906 	2.729 	41.295 
-30.990 	5.973 	34.205 
-33.118 	8.861 	25.743 
-34.297 	10.952 	20.418 
-34.315 	12.546 	18.863 
-33.735 	13.963 	17.833 
-33.158 	15.053 	13.969 
-31.869 	15.486 	7.321 
-29.981 	15.276 	0.502 
-27.769 	14.466 	-4.007 
-25.827 	13.893 	-6.312 
-24.321 	13.458 	-7.808 
-23.399 	12.258 	-7.922 
-22.320 	9.816 	-5.207 
-20.839 	6.696 	-0.121 
-19.549 	3.271 	5.365 
-18.365 	0.083 	9.271 
-17.066 	-2.543 	10.237 
-15.450 	-4.459 	8.151 
-13.749 	-5.662 	5.144 
-11.930 	-6.277 	4.021 
-9.812 	-6.282 	6.223 
-7.585 	-5.597 	11.139 
-5.245 	-4.228 	16.919 
-2.762 	-2.517 	20.421 
-0.517 	-0.729 	20.388 
1.585 	1.294 	20.421 
3.404 	3.757 	19.922 
4.370 	6.530 	18.191 
4.145 	8.668 	15.844 
3.323 	9.687 	15.371 
2.677 	9.683 	17.370 
2.197 	9.215 	20.025 
1.664 	8.804 	22.169 
1.378 	8.336 	23.128 
0.992 	7.913 	23.555 
1.023 	7.376 	24.987 
0.995 	7.447 	27.677 
0.765 	8.580 	28.955 
0.005 	10.213 	28.156 
-0.119 	11.558 	27.271 
0.702 	12.642 	27.721 
1.932 	13.668 	27.980 
2.966 	15.269 	27.296 
3.571 	17.351 	26.900 
3.826 	19.746 	25.043 
4.405 	22.110 	24.105 
5.602 	24.329 	24.779 
7.189 	26.203 	26.700 
8.774 	27.670 	28.390 
10.259 	28.965 	29.168 
11.749 	30.675 	29.378 
13.031 	31.817 	26.960 
14.694 	32.895 	24.729 
16.681 	32.244 	23.058 
18.451 	33.091 	22.207 
20.376 	33.198 	22.086 
21.990 	34.416 	21.985 
23.884 	35.479 	20.854 
25.636 	35.074 	19.002 
27.136 	35.007 	16.776 
28.396 	35.618 	14.545 
30.111 	33.823 	13.873 
32.116 	29.971 	15.725 
33.012 	25.858 	18.921 
32.538 	21.017 	21.842 
30.739 	15.287 	23.120 
28.262 	8.898 	22.350 
25.798 	2.460 	19.212 
25.301 	-3.395 	14.366 
21.737 	-8.443 	10.448 
17.701 	-12.625 	9.354 
13.896 	-15.564 	10.148 
10.598 	-17.090 	11.551 
8.240 	-17.444 	13.030 
7.207 	-17.287 	14.044 
6.800 	-16.698 	14.991 
6.766 	-15.423 	17.569 
6.560 	-13.469 	21.862 
6.427 	-11.267 	26.956 
6.796 	-9.281 	33.474 
7.858 	-7.646 	40.338 
9.107 	-6.382 	44.103 
10.780 	-5.237 	46.026 
13.167 	-4.080 	46.522 
14.512 	-2.298 	44.140 
16.662 	0.247 	38.162 
18.241 	3.724 	30.525 
19.537 	7.860 	24.029 
20.634 	11.940 	20.231 
21.854 	15.339 	18.999 
23.264 	18.196 	19.643 
24.487 	20.348 	21.634 
25.726 	21.929 	23.919 
26.831 	23.552 	24.933 
27.493 	25.606 	23.307 
27.638 	27.407 	18.768 
27.852 	28.733 	13.567 
28.302 	29.355 	9.822 
29.377 	29.188 	7.953 
30.611 	29.323 	6.753 
31.922 	28.538 	5.778 
33.626 	28.540 	4.336 
34.813 	27.705 	1.997 
34.745 	27.763 	-1.382 
33.537 	29.943 	-5.663 
31.222 	30.892 	-9.476 
28.213 	31.983 	-11.096 
23.768 	32.160 	-10.201 
16.293 	31.105 	-6.857 
5.995 	28.348 	-1.356 
-4.360 	24.382 	3.821 
-12.337 	19.579 	5.387 
-17.317 	14.829 	3.427 
-20.317 	10.639 	2.056 
-22.177 	7.101 	3.704 
-24.155 	4.328 	7.252 
-26.404 	2.493 	10.280 
-29.074 	1.632 	11.533 
-31.812 	0.804 	10.786 
-34.242 	-0.164 	8.836 
-35.876 	-1.177 	6.084 
-37.155 	-2.086 	2.455 
-38.170 	-2.961 	-2.009 
-39.180 	-3.564 	-6.592 
-40.363 	-3.895 	-10.658 
-41.373 	-4.275 	-15.026 
-41.950 	-4.552 	-20.186 
-41.558 	-5.297 	-25.312 
-40.733 	-6.593 	-28.494 
-38.992 	-7.998 	-29.235 
-36.229 	-8.786 	-29.504 
-32.813 	-9.179 	-31.640 
-28.787 	-9.477 	-36.055 
-23.967 	-9.554 	-40.586 
-18.179 	-9.336 	-43.217 
-11.806 	-8.736 	-42.791 
-4.673 	-7.426 	-40.545 
2.146 	-5.428 	-38.340 
7.795 	-3.283 	-36.221 
12.028 	-1.277 	-32.781 
16.332 	0.665 	-28.374 
20.112 	2.826 	-25.159 
23.375 	5.046 	-23.271 
26.133 	6.895 	-21.372 
28.749 	7.370 	-18.874 
31.454 	7.452 	-16.865 
34.882 	7.913 	-16.575 
36.523 	8.990 	-18.161 
39.130 	9.992 	-20.629 
40.430 	11.059 	-22.938 
41.405 	12.686 	-24.779 
43.156 	14.757 	-25.641 
43.442 	16.845 	-24.872 
43.108 	18.902 	-23.139 
42.101 	20.835 	-21.943 
41.101 	22.352 	-21.259 
39.885 	23.482 	-21.229 
39.175 	24.165 	-22.512 
38.994 	24.342 	-25.159 
38.557 	24.056 	-28.390 
39.434 	23.403 	-30.943 
39.628 	22.401 	-31.098 
40.340 	21.306 	-27.600 
40.526 	19.098 	-20.102 
42.028 	17.861 	-9.773 
43.043 	17.064 	0.604 
43.301 	16.602 	8.529 
42.861 	16.540 	13.692 
41.784 	16.887 	17.128 
40.579 	17.863 	19.004 
39.462 	19.215 	18.909 
37.895 	20.869 	16.360 
35.655 	22.224 	12.381 
33.814 	23.616 	7.758 
32.884 	25.088 	3.803 
32.445 	26.406 	1.259 
31.772 	28.036 	-0.846 
31.486 	29.307 	-3.276 
29.078 	31.615 	-6.266 
27.123 	32.187 	-10.282 
23.932 	33.847 	-14.979 
20.950 	34.763 	-19.758 
18.425 	35.026 	-24.373 
16.309 	34.893 	-27.830 
14.698 	34.046 	-29.179 
13.133 	33.943 	-28.640 
11.871 	34.109 	-27.414 
10.688 	34.179 	-26.659 
9.071 	34.037 	-26.134 
7.429 	35.200 	-24.543 
6.210 	37.375 	-20.611 
5.251 	40.081 	-15.285 
4.457 	42.388 	-11.022 
3.609 	45.093 	-9.865 
2.653 	47.828 	-11.741 
1.284 	50.319 	-14.744 
0.178 	52.555 	-16.556 
-0.699 	54.811 	-16.335 
-1.535 	57.051 	-14.786 
-2.185 	58.995 	-12.335 
-2.851 	60.821 	-8.754 
-3.844 	62.384 	-4.557 
-5.334 	63.168 	-1.229 
-7.077 	64.213 	0.955 
-9.025 	65.064 	2.788 
-11.113 	64.650 	5.904 
-13.351 	64.240 	10.473 
-16.115 	64.007 	13.835 
-19.708 	64.030 	13.638 
-23.698 	63.503 	11.056 
-27.430 	63.361 	9.023 
-30.605 	62.412 	8.369 
-33.148 	61.783 	8.322 
-35.074 	61.626 	7.498 
-36.904 	60.411 	4.857 
-38.593 	58.622 	0.037 
-39.885 	56.517 	-5.057 
-40.365 	54.030 	-7.836 
-40.382 	51.081 	-8.031 
-40.191 	47.641 	-7.240 
-40.056 	44.107 	-8.041 
-40.495 	40.229 	-11.887 
-41.396 	36.051 	-17.793 
-42.180 	31.687 	-22.753 
-42.723 	27.106 	-24.207 
-42.859 	23.771 	-21.587 
-42.747 	20.654 	-16.712 
-42.630 	18.002 	-12.299 
-43.193 	15.438 	-9.805 
-44.271 	13.212 	-8.680 
-45.358 	11.469 	-8.069 
-46.305 	10.263 	-7.562 
-47.007 	9.118 	-5.965 
-47.302 	7.841 	-3.860 
-47.490 	6.525 	-2.563 
-48.146 	5.529 	-2.015 
-49.096 	4.614 	-1.939 
-49.814 	4.066 	-2.729 
-50.304 	3.537 	-3.841 
-50.079 	2.593 	-3.463 
-48.845 	1.491 	-1.840 
-47.067 	0.613 	-0.868 
-45.262 	-0.074 	-0.668 
-43.336 	-0.901 	0.026 
-41.001 	-2.109 	1.303 
-38.213 	-3.528 	2.612 
-35.144 	-4.806 	4.774 
-32.239 	-5.846 	8.220 
-29.857 	-7.000 	12.039 
-27.807 	-8.226 	15.140 
-26.031 	-9.377 	17.572 
-24.765 	-10.508 	18.921 
-24.175 	-11.454 	18.672 
-23.885 	-12.074 	17.286 
-23.642 	-12.973 	16.358 
-23.656 	-14.706 	16.604 
-23.726 	-16.939 	17.570 
-24.050 	-19.229 	18.458 
-24.611 	-21.768 	18.645 
-25.191 	-24.104 	17.248 
-25.582 	-25.982 	14.665 
-26.176 	-27.755 	12.363 
-26.813 	-29.693 	10.326 
-27.540 	-31.305 	7.614 
-28.677 	-32.752 	4.312 
-30.041 	-34.207 	1.550 
-31.228 	-35.513 	-0.486 
-32.207 	-36.612 	-2.646 
-33.354 	-37.840 	-5.058 
-34.776 	-39.331 	-6.589 
-35.851 	-40.993 	-6.865 
-36.686 	-42.910 	-5.689 
-37.370 	-44.927 	-3.339 
-37.991 	-46.642 	-0.465 
-38.914 	-47.968 	1.787 
-40.156 	-49.015 	2.786 
-41.683 	-49.690 	2.426 
-43.327 	-50.152 	1.187 
-45.205 	-50.729 	-0.243 
-47.077 	-51.358 	-1.298 
-48.526 	-52.088 	-1.623 
-49.794 	-53.309 	-1.428 
-51.079 	-54.632 	-0.693 
-52.125 	-55.687 	0.958 
-53.136 	-56.128 	2.092 
-54.145 	-56.010 	1.270 
-54.703 	-55.465 	-0.497 
-54.322 	-54.687 	-1.405 
-53.109 	-53.405 	-2.043 
-51.444 	-51.031 	-3.999 
-49.413 	-47.573 	-7.379 
-47.040 	-44.031 	-10.669 
-44.130 	-39.754 	-11.773 
-40.563 	-35.336 	-10.755 
-36.895 	-30.672 	-9.771 
-34.161 	-26.527 	-10.323 
-31.957 	-23.323 	-10.918 
-29.715 	-21.188 	-9.444 
-27.359 	-20.182 	-5.927 
-24.802 	-19.899 	-2.244 
-22.209 	-19.980 	0.074 
-19.744 	-20.784 	1.201 
-17.511 	-22.539 	2.813 
-15.137 	-24.799 	6.102 
-13.034 	-26.837 	10.305 
-11.781 	-28.321 	13.625 
-11.117 	-29.094 	15.118 
-10.995 	-29.349 	14.808 
-11.475 	-29.335 	12.691 
-12.035 	-29.231 	9.370 
