qtotal (%)	Lateral Force (kN)
2.117541667	656.27
2.159166667	657.57
2.201	658.7
2.242708333	659.87
2.283916667	661.19
2.32525	662.29
2.367166667	663.64
2.408833333	664.94
2.45025	666.09
2.491291667	667.36
2.533625	668.08
2.574958333	669.54
2.616458333	670.67
2.658291667	671.95
2.699166667	672.84
2.740833333	673.81
2.7825	674.8
2.824583333	676.16
2.865	676.96
2.907083333	677.97
2.949166667	678.88
2.990416667	679.96
3.03125	681.11
3.073333333	682.11
3.115416667	683.53
3.156666667	684.24
3.198333333	685.39
3.24	686.2
3.281666667	686.87
3.322916667	688
3.365	688.9
3.40625	690.2
3.447916667	690.9
3.489166667	692
3.53125	693.2
3.572083333	693.9
3.61375	694.8
3.655416667	695.4
3.696666667	696.6
3.738333333	697.5
3.780416667	698.2
3.8225	698.9
3.86375	700.1
3.905416667	701
3.947083333	702.1
3.988333333	702.6
4.029166667	703.8
4.071666667	704.6
4.113333333	705.5
4.155416667	706.3
4.19625	707.2
4.237916667	707.8
4.279166667	708.9
4.320416667	709.5
4.362916667	710.3
4.40375	711
4.445416667	711.9
4.4875	712.5
4.528333333	713.1
4.570416667	713.6
4.612083333	714.6
4.652916667	715.4
4.695416667	716.1
4.736666667	716.7
4.777916667	717.5
4.819583333	718.1
4.860833333	718.9
4.902916667	719.5
4.944166667	720.5
4.985833333	720.9
5.027916667	721.5
5.06875	721.8
5.110833333	722.5
5.1525	723
5.194583333	723.8
5.235416667	724
5.277083333	725.1
5.31875	725.5
5.360416667	726.4
5.401666667	726.9
5.443333333	727.5
5.485833333	728
5.5275	728.6
5.567916667	729.2
5.609583333	730
5.652083333	730.5
5.692916667	731.1
5.734583333	731.5
5.776666667	731.9
5.8175	732.8
5.85875	733.1
5.900416667	733.8
5.942083333	734.4
5.984166667	735
5.950416667	693.95
5.9075	680.07
5.86625	667.34
5.824583333	654.34
5.782916667	641.5
5.740833333	628.45
5.699166667	615.66
5.657916667	602.86
5.615416667	589.88
5.574583333	577.33
5.533333333	564.81
5.492083333	552.28
5.449583333	539.15
5.40875	526.8
5.366666667	514.45
5.325416667	502.02
5.28375	489.6
5.2425	476.9
5.2	464.62
5.158333333	452.01
5.117916667	439.88
5.07625	427.52
5.034166667	415.22
4.9925	402.7
4.950833333	390.57
4.909166667	378.56
4.867916667	366.39
4.82625	354.17
4.784583333	341.97
4.742916667	329.8
4.701666667	318.09
4.66	305.97
4.618333333	294.13
4.5775	281.86
4.535416667	270.38
4.49375	258.27
4.452083333	246.26
4.41125	234.59
4.369583333	222.83
4.3275	211.16
4.285416667	199.34
4.245416667	187.97
4.202916667	176.25
4.16125	164.75
4.12	153.04
4.078333333	141.64
4.037083333	130.15
3.995833333	118.85
3.953333333	107.88
3.911666667	96.11
3.87	85.39
3.828333333	74.25
3.787916667	63.52
3.745416667	52.02
3.704166667	41.29
3.6625	30.18
3.620416667	19.24
3.578333333	8.59
3.537916667	-1.93
3.495833333	-12.29
3.454583333	-22.51
3.4125	-32.15
3.37125	-42.61
3.329583333	-52.36
3.287916667	-62.19
3.24625	-71.95
3.205416667	-81.61
3.16375	-91.42
3.121666667	-100.85
3.08	-110.35
3.03875	-119.88
2.9975	-128.89
2.955833333	-138.13
2.914166667	-146.92
2.8725	-155.69
2.830833333	-164.61
2.79	-173.03
2.748333333	-181.54
2.707041667	-189.89
2.66525	-197.97
2.623166667	-206.13
2.582291667	-213.79
2.540541667	-222.01
2.498541667	-229.79
2.4575	-237.4
2.4155	-244.5
2.374166667	-252.35
2.332666667	-259.52
2.291208333	-266.68
2.249666667	-273.38
2.208	-280.36
2.166083333	-287.2
2.124625	-293.77
2.08325	-300.2
2.04175	-306.68
2.00025	-313.36
1.95825	-319.28
1.917583333	-325.22
1.875583333	-331.65
1.83375	-337.35
1.79225	-343.04
1.7505	-348.86
1.709625	-354.51
1.667625	-359.9
1.625791667	-365.32
1.584625	-370.52
1.542208333	-375.72
1.500791667	-380.71
1.45925	-385.9
1.418125	-390.73
1.376666667	-395.7
1.335041667	-400.46
1.293333333	-405.03
1.252	-409.9
1.210041667	-414.13
1.168583333	-418.76
1.127	-423.04
1.085166667	-427.6
1.043666667	-431.74
1.001875	-435.88
0.959833333	-439.73
0.919291667	-443.83
0.87725	-447.96
0.835708333	-451.87
0.793958333	-455.53
0.753166667	-458.83
0.71125	-462.92
0.669791667	-466.33
0.627916667	-470.21
0.585791667	-473.45
0.545166667	-477.07
0.503666667	-480.72
0.461833333	-483.87
0.419958333	-487.2
0.379083333	-490.24
0.336958333	-493.7
0.29475	-496.67
0.2545	-499.81
0.2125	-502.95
0.170791667	-505.85
0.1295	-508.93
0.087875	-511.64
0.046291667	-514.4
0.004583333	-517.37
-0.036833333	-520.18
-0.078458333	-522.85
-0.119208333	-525.78
-0.161333333	-528.25
-0.202291667	-530.75
-0.243833333	-533.52
-0.285416667	-535.87
-0.327333333	-538.32
-0.369	-540.65
-0.410083333	-543.16
-0.451625	-545.55
-0.493375	-547.98
-0.53525	-550.1
-0.57625	-552.44
-0.618291667	-554.57
-0.65975	-556.94
-0.701125	-559.08
-0.742875	-561.34
-0.784083333	-563.54
-0.825666667	-565.29
-0.8675	-567.58
-0.908958333	-569.65
-0.9505	-571.79
-0.992	-573.51
-1.033833333	-575.54
-1.074583333	-577.57
-1.117041667	-579.63
-1.157541667	-581.27
-1.200041667	-583.06
-1.242458333	-585.08
-1.283375	-586.81
-1.325166667	-588.91
-1.367041667	-590.7
-1.407958333	-592.33
-1.449375	-594.04
-1.491375	-596.04
-1.533333333	-597.62
-1.574583333	-599.15
-1.615958333	-600.87
-1.657416667	-602.37
-1.698958333	-604.01
-1.740541667	-605.52
-1.782833333	-607.13
-1.823625	-608.8
-1.865375	-610.32
-1.907083333	-611.97
-1.948416667	-613.36
-1.990041667	-614.72
-2.032	-616.51
-2.07325	-617.9
-2.114166667	-619.27
-2.156458333	-620.69
-2.197666667	-621.95
-2.23925	-623.45
-2.28075	-624.95
-2.322166667	-625.92
-2.363416667	-627.51
-2.405458333	-629.2
-2.446958333	-630.28
-2.488291667	-631.67
-2.529916667	-633.06
-2.571875	-634.37
-2.612875	-635.4
-2.654083333	-636.91
-2.696083333	-637.95
-2.7375	-639.23
-2.77875	-640.28
-2.82	-641.47
-2.862083333	-642.87
-2.903333333	-644.04
-2.944583333	-645.06
-2.986666667	-646.19
-3.028333333	-647.37
-3.069166667	-648.34
-3.110833333	-649.84
-3.152916667	-650.83
-3.193333333	-651.98
-3.235416667	-652.76
-3.277083333	-653.98
-3.31875	-655.32
-3.360416667	-656.25
-3.401666667	-657.23
-3.442916667	-658.35
-3.484583333	-659.68
-3.52625	-660.52
-3.567916667	-661.52
-3.61	-662.56
-3.651666667	-663.7
-3.6925	-664.81
-3.73375	-666.05
-3.775833333	-666.97
-3.817083333	-667.98
-3.85875	-669.1
-3.900416667	-669.99
-3.942083333	-671.06
-3.983333333	-672.23
-4.025	-672.97
-4.066666667	-673.8
-4.107916667	-674.92
-4.149166667	-675.43
-4.19125	-676.72
-4.231666667	-677.29
-4.273333333	-678.65
-4.315416667	-679.49
-4.357083333	-680.43
-4.398333333	-681.36
-4.44	-682.24
-4.4825	-683.24
-4.522916667	-684.3
-4.564583333	-685
-4.605833333	-686.24
-4.647083333	-686.87
-4.689583333	-688.18
-4.730833333	-689.09
-4.772083333	-690.05
-4.814583333	-690.64
-4.855	-691.45
-4.897083333	-692.01
-4.93875	-692.84
-4.98	-693.78
-5.022083333	-694.56
-5.062916667	-695.48
-5.104583333	-696.33
-5.14625	-696.87
-5.188333333	-697.52
-5.229583333	-698.33
-5.27125	-698.87
-5.312916667	-699.68
-5.354166667	-700.52
-5.395416667	-701.27
-5.4375	-701.92
-5.479166667	-703.07
-5.520416667	-703.54
-5.562083333	-704.23
-5.603333333	-704.89
-5.645	-705.93
-5.68625	-706.52
-5.727916667	-707.07
-5.77	-708.14
-5.81125	-708.91
-5.852916667	-709.43
-5.894166667	-710.61
-5.936666667	-710.99
-5.977083333	-712.36
-5.945416667	-678.91
-5.902916667	-663.79
-5.86125	-649.65
-5.819166667	-636.03
-5.777916667	-622.51
-5.736666667	-608.94
-5.694166667	-595.68
-5.652916667	-582.59
-5.611666667	-569.55
-5.569583333	-556.74
-5.528333333	-543.24
-5.487083333	-530.43
-5.445416667	-517.23
-5.404166667	-504.22
-5.361666667	-491.26
-5.320833333	-478.45
-5.279166667	-465.56
-5.2375	-452.69
-5.195416667	-439.73
-5.154583333	-427.21
-5.113333333	-414.04
-5.07125	-401.34
-5.029583333	-388.4
-4.987916667	-376.07
-4.947083333	-363.34
-4.905	-350.8
-4.863333333	-338.21
-4.821666667	-325.65
-4.78	-312.66
-4.739583333	-300.58
-4.6975	-288.13
-4.655833333	-275.52
-4.614583333	-263.13
-4.5725	-250.58
-4.530833333	-238.2
-4.49	-225.61
-4.447916667	-213.44
-4.407083333	-201.28
-4.365	-188.68
-4.323333333	-176.37
-4.281666667	-164.3
-4.240833333	-151.91
-4.19875	-139.77
-4.157916667	-127.97
-4.115416667	-115.64
-4.075	-103.72
-4.0325	-91.84
-3.99125	-80.09
-3.95	-68.53
-3.907916667	-56.95
-3.867083333	-45.8
-3.825416667	-34.39
-3.783333333	-23.27
-3.741666667	-11.92
-3.700833333	-1.43
-3.65875	9.39
-3.617916667	19.64
-3.57625	30.86
-3.534166667	42.22
-3.492916667	52.75
-3.450833333	63.57
-3.410416667	73.74
-3.368333333	84.05
-3.32625	94.06
-3.285	104.16
-3.243333333	114.4
-3.20125	123.87
-3.160416667	133.6
-3.118333333	143.21
-3.0775	152.95
-3.035833333	161.95
-2.994583333	171.39
-2.952083333	180.75
-2.91125	189.62
-2.869583333	198.5
-2.828333333	207.28
-2.78625	215.9
-2.745416667	223.9
-2.703833333	232.33
-2.661958333	240.29
-2.62125	249.02
-2.578833333	256.8
-2.537833333	264.5
-2.496291667	272.21
-2.454375	279.74
-2.412708333	287.43
-2.370833333	294.38
-2.330041667	301.73
-2.288833333	308.76
-2.246791667	315.82
-2.205041667	322.5
-2.163833333	328.99
-2.122041667	335.9
-2.081083333	342.11
-2.039083333	348.71
-1.997458333	354.58
-1.956625	361.03
-1.915	367
-1.87375	372.81
-1.8315	378.41
-1.789833333	384.53
-1.748291667	390.05
-1.706916667	395.53
-1.665375	401.1
-1.62375	406.46
-1.582041667	411.35
-1.540125	416.59
-1.499583333	421.87
-1.45825	426.87
-1.415833333	431.66
-1.374333333	436.69
-1.333041667	441.36
-1.291625	446.09
-1.250666667	450.63
-1.208458333	455.01
-1.16625	459.27
-1.124125	463.71
-1.082416667	468.02
-1.040833333	472.21
-0.998958333	476.47
-0.957625	480.41
-0.916958333	484.28
-0.874875	487.95
-0.834208333	491.7
-0.792125	495.6
-0.75025	499.13
-0.709666667	503.26
-0.667291667	506.53
-0.625625	510.05
-0.584208333	513.6
-0.543541667	517.09
-0.501291667	520.3
-0.459583333	523.5
-0.417708333	526.67
-0.376458333	529.68
-0.335041667	532.76
-0.293666667	536.01
-0.252041667	538.81
-0.209666667	541.97
-0.169041667	544.87
-0.127	547.28
-0.085375	550.29
-0.043583333	553.15
-0.003083333	556.04
