L_Link_disp     L_Link_shear
-0.00915576     -1473.41
-0.00908797     -1429.09
-0.00902019     -1384.77
-0.0089524     -1340.45
-0.00888462     -1296.12
-0.00881683     -1251.8
-0.00874904     -1207.48
-0.00868126     -1163.16
-0.00861347     -1118.84
-0.00854568     -1074.52
-0.0084779     -1030.19
-0.00841011     -985.872
-0.00834232     -941.55
-0.00827454     -897.228
-0.00820675     -852.906
-0.00813896     -808.584
-0.00807118     -764.262
-0.00800339     -719.941
-0.00793561     -675.619
-0.00786782     -631.297
-0.00780003     -586.975
-0.00773225     -542.653
-0.00766446     -498.331
-0.00759667     -454.009
-0.00752889     -409.688
-0.0074611     -365.366
-0.00739331     -321.044
-0.00732553     -276.722
-0.00725774     -232.4
-0.00718996     -188.078
-0.00712217     -143.756
-0.00705438     -99.4346
-0.0069866     -55.1127
-0.00691881     -10.7909
-0.00685102     33.531
-0.00678324     77.8528
-0.00671545     122.175
-0.00664767     166.497
-0.00657988     210.818
-0.00651209     255.14
-0.00644431     299.462
-0.00637652     343.784
-0.00630873     388.106
-0.00624095     432.428
-0.00617316     476.75
-0.00610537     521.071
-0.00603759     565.393
-0.0059698     609.715
-0.00590202     654.037
-0.00583423     698.359
-0.00576644     742.681
-0.00569866     787.003
-0.00563087     831.324
-0.00556308     875.646
-0.0054953     919.968
-0.00542751     964.29
-0.00535972     1008.61
-0.00529194     1052.93
-0.00522415     1097.26
-0.00515636     1141.58
-0.00508858     1185.9
-0.00502079     1230.22
-0.00495301     1274.54
-0.00488522     1318.86
-0.00481743     1363.19
-0.00474965     1407.51
-0.00468186     1451.83
-0.00461407     1496.15
-0.00454629     1540.47
-0.0044785     1584.8
-0.00441059     1629.11
-0.00434085     1673.36
-0.00425866     1717.12
-0.00412342     1758.82
-0.00384864     1795.08
-0.00336431     1823.19
-0.00268752     1843.76
-0.00187581     1859.02
-0.000976588     1870.78
-2.02422e-05     1880.2
0.000974272     1887.99
0.00199464     1894.6
0.00303242     1900.31
0.00408141     1905.32
0.00513685     1909.78
0.00619486     1913.78
0.00725217     1917.4
0.00830593     1920.7
0.00935368     1923.73
0.0103932     1926.51
0.0102915     1860.03
0.0101899     1793.55
0.0100882     1727.07
0.00998651     1660.58
0.00988483     1594.1
0.00978315     1527.62
0.00968147     1461.13
0.00957979     1394.65
0.00947811     1328.17
0.00937643     1261.69
0.00927475     1195.2
0.00917307     1128.72
0.00907139     1062.24
0.00896972     995.755
0.00886804     929.272
0.00876636     862.789
0.00866468     796.306
0.008563     729.824
0.00846132     663.341
0.00835964     596.858
0.00825796     530.375
0.00815628     463.893
0.0080546     397.41
0.00795292     330.927
0.00785124     264.444
0.00774956     197.961
0.00764788     131.479
0.0075462     64.9958
0.00744452     -1.48699
0.00734284     -67.9698
0.00724116     -134.453
0.00713948     -200.935
0.0070378     -267.418
0.00693612     -333.901
0.00683444     -400.384
0.00673277     -466.866
0.00663109     -533.349
0.00652941     -599.832
0.00642773     -666.315
0.00632605     -732.798
0.00622437     -799.28
0.00612269     -865.763
0.00602101     -932.246
0.00591933     -998.729
0.00581765     -1065.21
0.00571597     -1131.69
0.00561429     -1198.18
0.00551261     -1264.66
0.00541093     -1331.14
0.00530925     -1397.63
0.00520757     -1464.11
0.00510589     -1530.59
0.00500421     -1597.07
0.00490238     -1663.55
0.00479282     -1729.73
0.00458838     -1792.21
0.00401384     -1840.29
0.00298     -1870.46
0.00166907     -1889.71
0.000215684     -1903.21
-0.00131454     -1913.43
-0.00288745     -1921.57
-0.00448252     -1928.3
-0.00608554     -1934.01
-0.00768556     -1938.94
-0.00927353     -1943.26
-0.0108418     -1947.08
-0.0123842     -1950.5
-0.0138958     -1953.57
-0.0153736     -1956.35
-0.0168158     -1958.88
-0.018222     -1961.2
-0.0195931     -1963.33
-0.0209307     -1965.3
-0.0222368     -1967.14
-0.0235137     -1968.85
-0.024764     -1970.46
-0.0259901     -1971.98
-0.0271943     -1973.41
-0.0283787     -1974.78
-0.0295453     -1976.08
-0.0306958     -1977.32
-0.0318318     -1978.51
-0.0329548     -1979.65
-0.0340659     -1980.75
-0.0351664     -1981.81
-0.0362571     -1982.84
-0.0373391     -1983.83
-0.038413     -1984.79
-0.0394796     -1985.73
-0.0405395     -1986.64
-0.0415933     -1987.52
-0.0426414     -1988.38
-0.0436844     -1989.22
-0.0447225     -1990.04
-0.0457563     -1990.84
-0.046786     -1991.63
-0.0478119     -1992.39
-0.0488342     -1993.15
-0.0498533     -1993.88
-0.0497178     -1905.24
-0.0495822     -1816.59
-0.0494466     -1727.95
-0.049311     -1639.31
-0.0491755     -1550.66
-0.0490399     -1462.02
-0.0489043     -1373.38
-0.0487687     -1284.73
-0.0486332     -1196.09
-0.0484976     -1107.44
-0.048362     -1018.8
-0.0482265     -930.157
-0.0480909     -841.514
-0.0479553     -752.87
-0.0478197     -664.226
-0.0476842     -575.583
-0.0475486     -486.939
-0.047413     -398.295
-0.0472774     -309.651
-0.0471419     -221.008
-0.0470063     -132.364
-0.0468707     -43.7203
-0.0467352     44.9235
-0.0465996     133.567
-0.046464     222.211
-0.0463284     310.855
-0.0461929     399.498
-0.0460573     488.142
-0.0459217     576.786
-0.0457861     665.429
-0.0456506     754.073
-0.045515     842.717
-0.0453794     931.361
-0.0452439     1020
-0.0451083     1108.65
-0.0449727     1197.29
-0.0448371     1285.94
-0.0447016     1374.58
-0.044566     1463.22
-0.0444304     1551.87
-0.0442934     1640.45
-0.0440972     1726.74
-0.043444     1795.24
-0.0420566     1835.1
-0.0402528     1858.52
-0.03826     1874.25
-0.0361743     1885.89
-0.0340419     1895.06
-0.0318897     1902.57
-0.0297365     1908.91
-0.027597     1914.35
-0.0254832     1919.1
-0.023405     1923.3
-0.0213701     1927.03
-0.0193835     1930.38
-0.0174479     1933.4
-0.0155638     1936.15
-0.01373     1938.67
-0.0119438     1940.99
-0.010202     1943.14
-0.00850084     1945.14
-0.00683658     1947.01
-0.00520559     1948.77
-0.00360445     1950.44
-0.00203006     1952.01
-0.000479589     1953.51
0.00104946     1954.95
0.00255931     1956.32
0.00405193     1957.64
0.00552905     1958.9
0.00699221     1960.12
0.00844274     1961.31
0.00988184     1962.45
0.0113106     1963.55
0.0127298     1964.63
0.0141405     1965.67
0.0155433     1966.69
0.0169388     1967.68
0.0183278     1968.65
0.0197106     1969.59
0.0210878     1970.51
0.0224597     1971.41
0.0238269     1972.29
0.0251895     1973.16
0.026548     1974
0.0279027     1974.83
0.0292537     1975.65
0.0306014     1976.44
0.0319459     1977.23
0.0332874     1978
0.0346262     1978.76
0.0359624     1979.5
0.0372961     1980.24
0.0386275     1980.96
0.0399567     1981.67
0.0412839     1982.37
0.0426092     1983.06
0.0439326     1983.74
0.0452543     1984.41
0.0465744     1985.08
0.0464388     1896.43
0.0463032     1807.79
0.0461676     1719.15
0.0460321     1630.5
0.0458965     1541.86
0.0457609     1453.21
0.0456254     1364.57
0.0454898     1275.93
0.0453542     1187.28
0.0452186     1098.64
0.0450831     1010
0.0449475     921.352
0.0448119     832.709
0.0446763     744.065
0.0445408     655.421
0.0444052     566.777
0.0442696     478.134
0.0441341     389.49
0.0439985     300.846
0.0438629     212.203
0.0437273     123.559
0.0435918     34.9151
0.0434562     -53.7286
0.0433206     -142.372
0.043185     -231.016
0.0430495     -319.66
0.0429139     -408.303
0.0427783     -496.947
0.0426428     -585.591
0.0425072     -674.235
0.0423716     -762.878
0.042236     -851.522
0.0421005     -940.166
0.0419649     -1028.81
0.0418293     -1117.45
0.0416937     -1206.1
0.0415582     -1294.74
0.0414226     -1383.38
0.041287     -1472.03
0.0411515     -1560.67
0.0410144     -1649.26
0.0408136     -1735.36
0.0401344     -1802.85
0.0387205     -1841.66
0.0369028     -1864.46
0.0349045     -1879.82
0.0328195     -1891.2
0.0306939     -1900.16
0.0285556     -1907.49
0.0264244     -1913.67
0.0243159     -1918.97
0.0222425     -1923.58
0.0202135     -1927.64
0.0182354     -1931.25
0.0163111     -1934.48
0.0144414     -1937.39
0.0126244     -1940.04
0.0108572     -1942.47
0.00913582     -1944.71
0.00745607     -1946.79
0.00581374     -1948.73
0.00420481     -1950.55
0.00262559     -1952.26
0.00107277     -1953.89
-0.0004566     -1955.43
-0.00196513     -1956.9
-0.0034551     -1958.31
-0.0049285     -1959.65
-0.00638708     -1960.95
-0.00783237     -1962.2
-0.00926569     -1963.41
-0.0106882     -1964.57
-0.012101     -1965.7
-0.0135049     -1966.8
-0.0149008     -1967.86
-0.0162893     -1968.9
-0.0176711     -1969.91
-0.0190468     -1970.89
-0.0204169     -1971.85
-0.0217817     -1972.79
-0.0231418     -1973.7
-0.0244974     -1974.6
-0.025849     -1975.47
-0.0271967     -1976.33
-0.0285409     -1977.18
-0.0298818     -1978
-0.0312197     -1978.81
-0.0325547     -1979.61
-0.033887     -1980.39
-0.0352168     -1981.16
-0.0365443     -1981.91
-0.0378696     -1982.66
-0.0391928     -1983.39
-0.040514     -1984.11
-0.0418334     -1984.82
-0.0431511     -1985.52
-0.0444672     -1986.2
-0.0457816     -1986.88
-0.0470947     -1987.55
-0.0484063     -1988.21
-0.0482707     -1899.57
-0.0481352     -1810.93
-0.0479996     -1722.28
-0.047864     -1633.64
-0.0477284     -1545
-0.0475929     -1456.35
-0.0474573     -1367.71
-0.0473217     -1279.06
-0.0471862     -1190.42
-0.0470506     -1101.78
-0.046915     -1013.13
-0.0467794     -924.489
-0.0466439     -835.846
-0.0465083     -747.202
-0.0463727     -658.558
-0.0462371     -569.914
-0.0461016     -481.271
-0.045966     -392.627
-0.0458304     -303.983
-0.0456949     -215.339
-0.0455593     -126.696
-0.0454237     -38.0521
-0.0452881     50.5917
-0.0451526     139.235
-0.045017     227.879
-0.0448814     316.523
-0.0447458     405.167
-0.0446103     493.81
-0.0444747     582.454
-0.0443391     671.098
-0.0442036     759.741
-0.044068     848.385
-0.0439324     937.029
-0.0437968     1025.67
-0.0436613     1114.32
-0.0435257     1202.96
-0.0433901     1291.6
-0.0432545     1380.25
-0.043119     1468.89
-0.0429834     1557.53
-0.0428463     1646.12
-0.0426472     1732.29
-0.0419774     1800.15
-0.0405728     1839.33
-0.0387596     1862.35
-0.0367623     1877.85
-0.0346753     1889.32
-0.0325444     1898.36
-0.0303969     1905.77
-0.0282518     1912.02
-0.0261243     1917.38
-0.0240267     1922.06
-0.0219688     1926.18
-0.0199576     1929.85
-0.0179975     1933.13
-0.0160904     1936.1
-0.0142358     1938.8
-0.0124314     1941.27
-0.0106742     1943.55
-0.00896035     1945.66
-0.00728586     1947.62
-0.00564681     1949.47
-0.00403951     1951.2
-0.00246055     1952.84
-0.000906875     1954.4
0.000624252     1955.88
0.00213525     1957.3
0.00362824     1958.65
0.00510509     1959.96
0.00656746     1961.21
0.00801678     1962.42
0.00945432     1963.59
0.0108812     1964.73
0.0122984     1965.83
0.0137068     1966.89
0.0151072     1967.93
0.0165003     1968.94
0.0178866     1969.93
0.0192668     1970.89
0.0206412     1971.82
0.0220105     1972.74
0.0233748     1973.64
0.0247348     1974.51
0.0260905     1975.37
0.0274424     1976.22
0.0287906     1977.04
0.0301356     1977.85
0.0314774     1978.65
0.0328162     1979.43
0.0341523     1980.2
0.0354859     1980.95
0.036817     1981.7
0.0381458     1982.43
0.0394726     1983.15
0.0407972     1983.85
0.04212     1984.55
0.043441     1985.24
0.0447603     1985.92
0.046078     1986.59
0.0473942     1987.25
0.0472247     1876.44
0.0470552     1765.64
0.0468858     1654.83
0.0467163     1544.03
0.0465468     1433.23
0.0463774     1322.42
0.0462079     1211.62
0.0460384     1100.81
0.045869     990.007
0.0456995     879.202
0.0455301     768.398
0.0453606     657.593
0.0451911     546.788
0.0450217     435.984
0.0448522     325.179
0.0446827     214.374
0.0445133     103.57
0.0443438     -7.23494
0.0441743     -118.04
0.0440049     -228.844
0.0438354     -339.649
0.0436659     -450.454
0.0434965     -561.258
0.043327     -672.063
0.0431575     -782.867
0.0429881     -893.672
0.0428186     -1004.48
0.0426491     -1115.28
0.0424797     -1226.09
0.0423102     -1336.89
0.0421407     -1447.7
0.0419713     -1558.5
0.0417974     -1669.13
0.0413969     -1770.95
0.0399604     -1832.45
0.0377432     -1863.19
0.0352307     -1881.78
0.0325998     -1894.81
0.0299259     -1904.71
0.0272524     -1912.64
0.0246105     -1919.19
0.0220235     -1924.72
0.0195082     -1929.46
0.017074     -1933.58
0.0147237     -1937.21
0.0124548     -1940.44
0.0102614     -1943.35
0.00813589     -1945.99
0.00607027     -1948.41
0.00405685     -1950.64
0.00208864     -1952.72
0.000159513     -1954.67
-0.00173581     -1956.51
-0.00360185     -1958.24
-0.00544242     -1959.89
-0.00726078     -1961.46
-0.00905968     -1962.97
-0.0108414     -1964.41
-0.0126081     -1965.8
-0.0143613     -1967.13
-0.0161026     -1968.42
-0.0178331     -1969.67
-0.0195541     -1970.88
-0.0212665     -1972.06
-0.022971     -1973.2
-0.0246685     -1974.31
-0.0263595     -1975.39
-0.0280447     -1976.45
-0.0297245     -1977.48
-0.0313995     -1978.49
-0.0330699     -1979.47
-0.0347361     -1980.43
-0.0363986     -1981.38
-0.0380575     -1982.3
-0.0397131     -1983.2
-0.0413656     -1984.09
-0.0430154     -1984.96
-0.0446625     -1985.82
-0.0463071     -1986.66
-0.0479495     -1987.49
-0.0495897     -1988.3
-0.0512279     -1989.1
-0.0528642     -1989.89
-0.0544987     -1990.66
-0.0561316     -1991.43
-0.0577629     -1992.18
-0.0593927     -1992.92
-0.0610211     -1993.65
-0.0626482     -1994.38
-0.064274     -1995.09
-0.0658987     -1995.79
-0.0675222     -1996.48
-0.0691447     -1997.17
-0.0707662     -1997.85
-0.0723867     -1998.52
-0.0740063     -1999.18
-0.075625     -1999.83
-0.077243     -2000.47
-0.0788601     -2001.11
-0.0804765     -2001.74
-0.0802731     -1868.78
-0.0800697     -1735.81
-0.0798664     -1602.85
-0.079663     -1469.88
-0.0794597     -1336.92
-0.0792563     -1203.95
-0.0790529     -1070.99
-0.0788496     -938.02
-0.0786462     -805.054
-0.0784429     -672.088
-0.0782395     -539.123
-0.0780361     -406.157
-0.0778328     -273.192
-0.0776294     -140.226
-0.0774261     -7.26057
-0.0772227     125.705
-0.0770193     258.671
-0.076816     391.636
-0.0766126     524.602
-0.0764093     657.567
-0.0762059     790.533
-0.0760026     923.498
-0.0757992     1056.46
-0.0755958     1189.43
-0.0753925     1322.4
-0.0751891     1455.36
-0.0749857     1588.32
-0.0747261     1719.1
-0.0734919     1812.01
-0.070947     1853.52
-0.0679339     1875.88
-0.0647633     1890.69
-0.0615492     1901.62
-0.0583548     1910.17
-0.0552237     1917.12
-0.0521868     1922.91
-0.0492612     1927.83
-0.0464519     1932.07
-0.0437542     1935.78
-0.0411576     1939.07
-0.0386495     1942.04
-0.0362172     1944.73
-0.0338493     1947.21
-0.0315358     1949.51
-0.0292682     1951.65
-0.0270396     1953.66
-0.0248442     1955.56
-0.0226773     1957.37
-0.0205348     1959.08
-0.0184136     1960.72
-0.0163108     1962.3
-0.0142241     1963.81
-0.0121517     1965.26
-0.0100919     1966.67
-0.00804319     1968.03
-0.00600448     1969.35
-0.00397468     1970.62
-0.0019529     1971.86
6.16448e-05     1973.07
0.00206964     1974.24
0.0040717     1975.39
0.00606834     1976.51
0.00806004     1977.6
0.0100472     1978.67
0.0120302     1979.71
0.0140094     1980.73
0.0159851     1981.73
0.0179575     1982.71
0.0199269     1983.68
0.0218935     1984.62
0.0238575     1985.55
0.0258191     1986.46
0.0277784     1987.36
0.0297356     1988.24
0.0316908     1989.1
0.0336442     1989.96
0.0355959     1990.8
0.0375459     1991.63
0.0394945     1992.44
0.0414415     1993.24
0.0433872     1994.04
0.0453317     1994.82
0.0472749     1995.59
0.049217     1996.35
0.051158     1997.1
0.053098     1997.85
0.055037     1998.58
0.056975     1999.31
0.0589122     2000.02
0.0608486     2000.73
0.0627842     2001.43
0.064719     2002.12
0.0666531     2002.81
0.0685865     2003.48
0.0705193     2004.16
0.0724514     2004.82
0.0743829     2005.48
0.0763139     2006.13
0.0782443     2006.77
0.0801742     2007.41
0.0799709     1874.44
0.0797675     1741.48
0.0795641     1608.51
0.0793608     1475.55
0.0791574     1342.58
0.0789541     1209.62
0.0787507     1076.65
0.0785474     943.685
0.078344     810.72
0.0781406     677.754
0.0779373     544.788
0.0777339     411.823
0.0775306     278.857
0.0773272     145.892
0.0771238     12.9262
0.0769205     -120.039
0.0767171     -253.005
0.0765138     -385.971
0.0763104     -518.936
0.076107     -651.902
0.0759037     -784.867
0.0757003     -917.833
0.075497     -1050.8
0.0752936     -1183.76
0.0750902     -1316.73
0.0748869     -1449.7
0.0746835     -1582.66
0.0744265     -1713.54
0.0732177     -1807.43
0.0706912     -1849.65
0.0676877     -1872.33
0.064524     -1887.32
0.0613165     -1898.37
0.0581291     -1907.01
0.0550059     -1914.02
0.0519771     -1919.86
0.0490597     -1924.82
0.046258     -1929.09
0.0435671     -1932.83
0.0409764     -1936.15
0.0384733     -1939.14
0.0360454     -1941.86
0.0336811     -1944.36
0.0313707     -1946.67
0.0291058     -1948.84
0.0268795     -1950.87
0.0246861     -1952.78
0.022521     -1954.6
0.0203801     -1956.33
0.0182603     -1957.99
0.0161587     -1959.57
0.0140733     -1961.1
0.0120019     -1962.57
0.00994305     -1963.98
0.00789528     -1965.35
0.00585741     -1966.68
0.00382839     -1967.97
0.00180735     -1969.22
-0.000206503     -1970.43
-0.00221385     -1971.62
-0.00421529     -1972.77
-0.00621134     -1973.9
-0.00820248     -1975
-0.0101891     -1976.07
-0.0121716     -1977.12
-0.0141503     -1978.15
-0.0161255     -1979.16
-0.0180975     -1980.15
-0.0200664     -1981.12
-0.0220326     -1982.07
-0.0239962     -1983.01
-0.0259574     -1983.93
-0.0279163     -1984.83
-0.0298732     -1985.72
-0.0318281     -1986.59
-0.0337811     -1987.45
-0.0357325     -1988.29
-0.0376822     -1989.13
-0.0396304     -1989.95
-0.0415771     -1990.76
-0.0435225     -1991.56
-0.0454667     -1992.34
-0.0474096     -1993.12
-0.0493514     -1993.89
-0.0512921     -1994.64
-0.0532318     -1995.39
-0.0551706     -1996.13
-0.0571084     -1996.86
-0.0590453     -1997.58
-0.0609814     -1998.29
-0.0629168     -1999
-0.0648514     -1999.69
-0.0667852     -2000.38
-0.0687184     -2001.06
-0.0706509     -2001.74
-0.0725829     -2002.41
-0.0745142     -2003.07
-0.0764449     -2003.72
-0.0783751     -2004.37
-0.0803048     -2005.01
-0.0801015     -1872.05
-0.0798981     -1739.08
-0.0796947     -1606.12
-0.0794914     -1473.15
-0.079288     -1340.19
-0.0790847     -1207.22
-0.0788813     -1074.25
-0.078678     -941.289
-0.0784746     -808.324
-0.0782712     -675.358
-0.0780679     -542.393
-0.0778645     -409.427
-0.0776612     -276.461
-0.0774578     -143.496
-0.0772544     -10.5302
-0.0770511     122.435
-0.0768477     255.401
-0.0766444     388.367
-0.076441     521.332
-0.0762376     654.298
-0.0760343     787.263
-0.0758309     920.229
-0.0756276     1053.19
-0.0754242     1186.16
-0.0752208     1319.13
-0.0750175     1452.09
-0.0748141     1585.05
-0.074556     1715.89
-0.0733365     1809.37
-0.0708022     1851.29
-0.0677946     1873.83
-0.064628     1888.75
-0.0614177     1899.74
-0.0582273     1908.35
-0.0551007     1915.34
-0.0520684     1921.15
-0.0491474     1926.09
-0.0463425     1930.35
-0.0436486     1934.08
-0.0410553     1937.39
-0.03855     1940.37
-0.0361202     1943.08
-0.0337543     1945.57
-0.0314425     1947.87
-0.0291765     1950.03
-0.0269492     1952.05
-0.0247549     1953.96
-0.022589     1955.77
-0.0204474     1957.5
-0.0183269     1959.15
-0.0162249     1960.73
-0.0141389     1962.25
-0.012067     1963.71
-0.0100077     1965.12
-0.00795957     1966.49
-0.00592132     1967.81
-0.00389196     1969.09
-0.00187059     1970.34
0.000143575     1971.55
0.00215121     1972.73
0.00415292     1973.88
0.00614924     1975
0.00814063     1976.1
0.0101275     1977.17
0.0121102     1978.22
0.0140892     1979.25
0.0160646     1980.25
0.0180367     1981.24
0.0200059     1982.2
0.0219722     1983.15
0.023936     1984.08
0.0258974     1985
0.0278565     1985.9
0.0298135     1986.78
0.0317685     1987.65
0.0337217     1988.51
0.0356732     1989.35
0.0376231     1990.18
0.0395714     1991
0.0415183     1991.81
0.0434639     1992.61
0.0454081     1993.39
0.0473512     1994.17
